ScenarioID,ScenarioName,DungeonMapID,DungeonMapName,StepIndex,StepID,StepDesc,StepTimeout,OnTimeout,RetryCount,NextStep,ActionIndex,ActionType,Text,TemplatesJSON,MapID,NPCID,PosX,PosY,Timeout,Seconds,X,Y,Count,Radius,Desc
PMVL,Yến Tử Ô,105,Yến Tử Ô,8,Step7,,120,retry,,,2,Kill,,"[{""MonsterID"":""9460"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9461"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9462"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9463"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9464"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9465"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9466"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9467"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9468"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9469"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9470"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9471"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9472"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9473"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9474"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9475"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9476"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9477"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9478"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9479"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9480"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9481"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9482"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9483"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9484"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9485"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9486"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9487"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9488"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9489"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9490"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9491"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9492"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9493"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9494"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9495"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9496"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9497"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9498"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9499"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9500"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9501"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9502"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9503"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9504"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9505"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9506"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9507"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9508"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9509"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9510"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9511"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9512"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9513"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9514"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9515"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9516"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9517"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9518"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9519"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9520"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9521"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9522"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9523"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9524"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9525"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9526"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9527"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9528"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9529"",""MinLevel"":""100"",""MaxLevel"":""999""}]",,,,,,,,,10,1000,
PMVL,Yến Tử Ô,105,Yến Tử Ô,9,Step8,,120,retry,,,1,GoTo,,,,,,,,,1900,6200,,,
PMVL,Yến Tử Ô,105,Yến Tử Ô,9,Step8,,120,retry,,,2,Kill,,"[{""MonsterID"":""9440"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9441"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9442"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9443"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9444"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9445"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9446"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9447"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9448"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9449"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9450"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9451"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9452"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9453"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9454"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9455"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9456"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9457"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9458"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9459"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""9430"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""9431"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""9432"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""9433"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""9434"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""9435"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""9436"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""9437"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""9438"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""9439"",""MinLevel"":""100"",""MaxLevel"":""999""}]",,,,,,,,,10,1000,
PMVL,Yến Tử Ô,105,Yến Tử Ô,10,finish,hoàn thành,30,skip,,,1,Notify,Hoàn thành Phụng Minh Vương Lăng!,,,,,,,,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,1,enter,Diệt Phỉ Kính Hồ,6,retry,,,1,GoToNPC,,,30,301,6400,8430,,,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,1,enter,Diệt Phỉ Kính Hồ,6,retry,,,2,SelectDialog,Diệt phỉ Kính Hồ,,,,,,3,,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,1,enter,Diệt Phỉ Kính Hồ,6,retry,,,3,WaitMapChange,,,107,,,,6,,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,1,enter,Diệt Phỉ Kính Hồ,6,retry,,,4,Wait,,,,,,,,2,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,2,zone1,Kính Hồ Thuỷ Phỉ,120,retry,,,1,Wait,,,,,,,,25,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,2,zone1,Kính Hồ Thuỷ Phỉ,120,retry,,,2,GoTo,,,,,,,,,992,864,,,
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,2,zone1,Kính Hồ Thuỷ Phỉ,120,retry,,,3,Kill,,"[{""MonsterID"":""2510"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""2511"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""2512"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""2513"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""2514"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""2515"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""2516"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""2517"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""2518"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""2519"",""MinLevel"":""100"",""MaxLevel"":""999""},{""MonsterID"":""2520"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""2521"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""2522"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""2523"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""2524"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""2525"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""2526"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""2527"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""2528"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""2529"",""MinLevel"":""100"",""MaxLevel"":""999""}]",,,,,,,,,200,800,Kính Hồ Thuỷ Phỉ Tinh Anh
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,3,boss,Kính Hồ Thủy Phỉ Đầu Lĩnh,180,retry,,,1,GoTo,,,,,,,,,4384,4832,,,
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,3,boss,Kính Hồ Thủy Phỉ Đầu Lĩnh,180,retry,,,2,Kill,,"[{""MonsterID"":""2530"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""2531"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""2532"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""2533"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""2534"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""2535"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""2536"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""2537"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""2538"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""2539"",""MinLevel"":""100"",""MaxLevel"":""999""}]",,,,,,,,,1,800,Kính Hồ Thủy Phỉ Đầu Lĩnh
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,4,boss_1,Kính Hồ Thủy Phỉ Đầu Lĩnh,180,retry,,,1,GoTo,,,,,,,,,4448,4800,,,
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,4,boss_1,Kính Hồ Thủy Phỉ Đầu Lĩnh,180,retry,,,2,Kill,,"[{""MonsterID"":""2530"",""MinLevel"":""10"",""MaxLevel"":""19""},{""MonsterID"":""2531"",""MinLevel"":""20"",""MaxLevel"":""29""},{""MonsterID"":""2532"",""MinLevel"":""30"",""MaxLevel"":""39""},{""MonsterID"":""2533"",""MinLevel"":""40"",""MaxLevel"":""49""},{""MonsterID"":""2534"",""MinLevel"":""50"",""MaxLevel"":""59""},{""MonsterID"":""2535"",""MinLevel"":""60"",""MaxLevel"":""69""},{""MonsterID"":""2536"",""MinLevel"":""70"",""MaxLevel"":""79""},{""MonsterID"":""2537"",""MinLevel"":""80"",""MaxLevel"":""89""},{""MonsterID"":""2538"",""MinLevel"":""90"",""MaxLevel"":""99""},{""MonsterID"":""2539"",""MinLevel"":""100"",""MaxLevel"":""999""}]",,,,,,,,,1,800,Kính Hồ Thủy Phỉ Đầu Lĩnh
PhiKH,Diệt Phỉ Kính Hồ,107,Kính Hồ Phỉ Trại,5,finish,hoàn thành,30,skip,,,1,Notify,Hoàn thành Diệt Phỉ Kính Hồ!,,,,,,,,,,,,
