RowIndex,Tag,Name,AnimationSpeed,Text,ChildrenJSON
61,Sticker,#54,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""400""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""401""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""402""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""403""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""404""}}]"
62,Sticker,#55,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""407""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""408""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""409""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""410""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""411""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""412""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""413""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""414""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""415""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""416""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""417""}}]"
63,Sticker,#56,10,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""418""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""419""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""420""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""421""}}]"
64,Sticker,#57,3,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""422""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""423""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""424""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""425""}}]"
65,Sticker,#58,8,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""426""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""427""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""428""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""429""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""430""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""431""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""432""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""433""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""434""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""435""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""436""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""437""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""438""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""439""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""440""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""441""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""442""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""443""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""444""}}]"
66,Sticker,#59,8,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""445""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""446""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""447""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""448""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""449""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""450""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""451""}}]"
67,Sticker,#60,8,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""452""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""453""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""454""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""455""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""456""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""457""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""458""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""459""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""460""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""461""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""462""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""463""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""464""}}]"
68,Sticker,#61,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""465""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""466""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""467""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""468""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""469""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""470""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""471""}}]"
69,Sticker,#62,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""472""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""473""}}]"
70,Sticker,#63,3,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""474""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""475""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""476""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""477""}}]"
71,Sticker,#64,3,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""478""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""479""}}]"
72,Sticker,#65,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""480""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""481""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""482""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""483""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""484""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""485""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""486""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""487""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""488""}}]"
73,Sticker,#66,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""489""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""490""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""491""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""492""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""493""}}]"
74,Sticker,#67,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""494""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""495""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""496""}}]"
75,Sticker,#68,8,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""497""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""498""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""499""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""500""}}]"
76,Sticker,#69,20,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""501""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""502""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""503""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""504""}}]"
77,Sticker,#70,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""505""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""506""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""507""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""508""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""509""}}]"
78,Sticker,#71,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""510""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""511""}}]"
79,Sticker,#72,3,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""512""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""513""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""514""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""515""}}]"
80,Sticker,#73,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""516""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""517""}}]"
81,Sticker,#74,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""518""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""519""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""520""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""521""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""522""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""523""}}]"
82,Sticker,#75,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""524""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""525""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""526""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""527""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""528""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""529""}}]"
83,Sticker,#76,7,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""530""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""531""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""532""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""533""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""534""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""535""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""536""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""537""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""538""}}]"
84,Sticker,#77,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""539""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""540""}}]"
85,Sticker,#78,3,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""541""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""542""}}]"
86,Sticker,#79,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""543""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""544""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""545""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""546""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""547""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""548""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""549""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""550""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""551""}}]"
87,Sticker,#80,3,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""552""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""553""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""554""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""555""}}]"
88,Sticker,#81,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""556""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""557""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""558""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""559""}}]"
89,Sticker,#82,2,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""560""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""561""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""562""}}]"
90,Sticker,#83,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""563""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""564""}}]"
91,Sticker,#84,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""565""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""566""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""567""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""568""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""569""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""570""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""571""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""572""}}]"
92,Sticker,#85,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""573""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""574""}}]"
93,Sticker,#86,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""575""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""576""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""577""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""578""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""579""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""580""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""581""}}]"
94,Sticker,#87,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""582""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""583""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""584""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""585""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""586""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""587""}}]"
95,Sticker,#88,8,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""588""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""589""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""590""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""591""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""592""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""593""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""594""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""595""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""596""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""597""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""598""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""599""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""600""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""601""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""602""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""603""}}]"
96,Sticker,#89,6,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""604""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""605""}}]"
97,Sticker,#90,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""606""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""607""}}]"
98,Sticker,#91,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""608""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""609""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""610""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""611""}}]"
99,Sticker,#92,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""612""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""613""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""614""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""615""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""616""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""617""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""618""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""619""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""620""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""621""}}]"
100,Sticker,#93,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""622""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""623""}}]"
101,Sticker,#94,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""624""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""625""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""626""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""627""}}]"
102,Sticker,#95,10,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""628""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""629""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""630""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""631""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""632""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""633""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""634""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""635""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""636""}}]"
103,Sticker,#96,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""637""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""638""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""639""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""640""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""641""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""642""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""643""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""644""}}]"
104,Sticker,#97,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""645""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""646""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""647""}}]"
105,Sticker,#98,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""648""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""649""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""650""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""651""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""652""}}]"
106,Sticker,#99,5,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""653""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""654""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""655""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""656""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""657""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""658""}}]"
107,Sticker,#100,3,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""659""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""660""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""661""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""662""}}]"
108,Sticker,#101,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""100_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""100_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""100_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""100_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""100_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""100_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""100_06""}}]"
109,Sticker,#102,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""101_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""101_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""101_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""101_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""101_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""101_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""101_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""101_07""}}]"
110,Sticker,#103,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""102_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""102_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""102_02""}}]"
111,Sticker,#104,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""103_10""}}]"
112,Sticker,#105,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""104_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""104_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""104_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""104_03""}}]"
113,Sticker,#106,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""105_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""105_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""105_02""}}]"
114,Sticker,#107,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""106_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""106_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""106_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""106_03""}}]"
115,Sticker,#108,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""107_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""107_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""107_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""107_03""}}]"
116,Sticker,#109,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""108_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""108_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""108_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""108_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""108_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""108_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""108_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""108_07""}}]"
117,Sticker,#110,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""109_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""109_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""109_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""109_03""}}]"
118,Sticker,#111,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""110_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""110_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""110_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""110_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""110_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""110_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""110_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""110_07""}}]"
119,Sticker,#112,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""111_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""111_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""111_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""111_03""}}]"
120,Sticker,#113,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""112_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""112_01""}}]"
121,Sticker,#114,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""113_11""}}]"
122,Sticker,#115,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""114_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""114_01""}}]"
123,Sticker,#116,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""115_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""115_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""115_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""115_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""115_04""}}]"
124,Sticker,#117,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""116_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""116_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""116_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""116_03""}}]"
125,Sticker,#118,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_07""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_08""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_09""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_10""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_11""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_12""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_13""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_14""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""117_15""}}]"
126,Sticker,#119,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""118_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""118_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""118_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""118_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""118_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""118_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""118_06""}}]"
127,Sticker,#120,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""119_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""119_01""}}]"
128,Sticker,#121,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""120_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""120_01""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""120_02""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""120_03""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""120_04""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""120_05""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""120_06""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""120_07""}}]"
129,Sticker,#122,4,,"[{""Tag"":""Sprite"",""Attributes"":{""Name"":""121_00""}},{""Tag"":""Sprite"",""Attributes"":{""Name"":""121_01""}}]"
