ID,Name,Icon,TypeDesc,TargetType,ItemLevel,RequireLevel,BasePrice,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ExtraHint,ProgressTime,ProgressTick,MaxUsageTimesPerDay
30103015,Xuyên Nhục Ty,Food2_12,Thực phẩm,Self,6,40,6000,1500,true,true,false,5000,-1,-1,,-1,-1,
30103016,Uyển Tử Si,Food_11,Thực phẩm,Self,6,40,6000,1500,true,true,false,5000,-1,-1,,-1,-1,
30103017,Diêm Tiễn Ngục,Food_2,Thực phẩm,Self,6,40,6000,1500,true,true,false,5000,-1,-1,,-1,-1,
30103018,Nhục Hoàn Hồ Lạp Thang,Food_7,Thực phẩm,Self,7,60,8400,2100,true,true,false,5000,-1,-1,,-1,-1,
30103019,Túy Bài Cốt,Meet_11,Thực phẩm,Self,7,60,8400,2100,true,true,false,5000,-1,-1,,-1,-1,
30103020,Hồng Đậu Thiêu Trư Thủ,Meet_1,Thực phẩm,Self,7,60,8400,2100,true,true,false,5000,-1,-1,,-1,-1,
30103021,Đại Đế Bát Hải Sâm,Food_2,Thực phẩm,Self,7,60,8400,2100,true,true,false,5000,-1,-1,,-1,-1,
30103022,Ma Lạt Áp Châm,Food_2,Thực phẩm,Self,9,60,14400,3600,true,true,false,5000,-1,-1,,-1,-1,
30103023,Hương Cô Hoạt Kê,Food_11,Thực phẩm,Self,9,60,14400,3600,true,true,false,5000,-1,-1,,-1,-1,
30103024,Phỉ Thúy Song Đông Đế Bàng,Meet_3,Thực phẩm,Self,9,60,14400,3600,true,true,false,5000,-1,-1,,-1,-1,
30103025,Sơn Tiêu Chưng Hoản,Food_12,Thực phẩm,Self,9,60,14400,3600,true,true,false,5000,-1,-1,,-1,-1,
30001001,Hành Huyết Tán,Medicine1_3,Dược phẩm,Self,1,1,90,1,true,true,false,5000,-1,-1,,-1,-1,
30001002,Hoạt Huyết Tán,Medicine1_3,Dược phẩm,Self,2,10,228,57,true,true,false,5000,-1,-1,,-1,-1,
30001003,Kim Sang Dược,Medicine1_3,Dược phẩm,Self,3,20,405,101,true,true,false,5000,-1,-1,,-1,-1,
30001004,Lộc Nhung Đan,Medicine1_13,Dược phẩm,Self,4,30,621,155,true,true,false,5000,-1,-1,,-1,-1,
30001005,Sâm Tâm Đan,Medicine1_13,Dược phẩm,Self,5,40,876,219,true,true,false,5000,-1,-1,,-1,-1,
30001006,Thủ Ô Đan,Medicine1_13,Dược phẩm,Self,6,50,1170,292,true,true,false,5000,-1,-1,,-1,-1,
30001007,Tiên Đan Chuyển Sinh,Medicine2_3,Dược phẩm,Self,7,60,1503,375,true,true,false,5000,-1,-1,,-1,-1,
30001008,Tiên Đan Kỳ Lân,Medicine2_3,Dược phẩm,Self,8,60,1872,468,true,true,false,5000,-1,-1,,-1,-1,
30001009,Tiên Đan Hồn Phách,Medicine3_16,Dược phẩm,Self,9,60,2283,570,true,true,false,5000,-1,-1,,-1,-1,
30001010,Tiên Đan Vãng Sinh,Medicine3_16,Dược phẩm,Self,10,60,2730,682,true,true,false,5000,-1,-1,,-1,-1,
30001011,Uyên Ương Bổ Huyết Đan,Medicine1_13,Dược phẩm,Self,5,40,876,219,true,true,false,5000,-1,-1,,-1,-1,
30001012,Long Phụng Hoàn Hồn Đan,Medicine1_13,Dược phẩm,Self,6,50,1170,292,true,true,false,5000,-1,-1,,-1,-1,
30001013,Băng Sâm Tuyết Liên Hoàn,Medicine2_3,Dược phẩm,Self,7,60,1503,375,true,true,false,5000,-1,-1,,-1,-1,
30001014,Cửu Chuyển Thông Thiên Hoàn,Medicine2_4,Dược phẩm,Self,8,60,1872,468,true,true,false,5000,-1,-1,,-1,-1,
30001015,Thiên Chùy Bách Luyện Tán,Medicine3_16,Dược phẩm,Self,9,60,2283,570,true,true,false,5000,-1,-1,,-1,-1,
30001016,Lục diêm thuỷ,CircularTaskTool4_8,Dược phẩm,Self,1,1,90,1,true,true,false,5000,-1,-1,,-1,-1,
30001017,Mộc hương tán,CircularTaskTool1_2,Dược phẩm,Self,2,10,228,57,true,true,false,5000,-1,-1,,-1,-1,
30001018,Hồ đồng thuỷ,Medicine1_4,Dược phẩm,Self,3,20,405,101,true,true,false,5000,-1,-1,,-1,-1,
30001019,Mật tảo hoàn,Medicine2_4,Dược phẩm,Self,4,30,621,155,true,true,false,5000,-1,-1,,-1,-1,
30001020,Quế tâm hoàn,Medicine2_3,Dược phẩm,Self,5,40,876,219,true,true,false,5000,-1,-1,,-1,-1,
30001021,Thanh diệu đan,Medicine1_13,Dược phẩm,Self,6,50,1170,292,true,true,false,5000,-1,-1,,-1,-1,
30001022,A nguyệt hồn tử,Medicine1_5,Dược phẩm,Self,7,60,1503,375,true,true,false,5000,-1,-1,,-1,-1,
30001023,Bà la đức quả,Corn_11,Dược phẩm,Self,8,60,1872,468,true,true,false,5000,-1,-1,,-1,-1,
30001024,Ma la phạm thiên,Medicine1_8,Dược phẩm,Self,9,60,2283,570,true,true,false,5000,-1,-1,,-1,-1,
30001025,Tô hợp hương cao,Medicine1_9,Dược phẩm,Self,10,60,2730,682,true,true,false,5000,-1,-1,,-1,-1,
30001026,A bột sâm,CircularTaskTool1_5,Dược phẩm,Self,5,1,876,219,true,true,false,5000,-1,-1,,-1,-1,
30001027,Bạch long não,Medicine2_10,Dược phẩm,Self,6,1,1170,292,true,true,false,5000,-1,-1,,-1,-1,
30001028,Bà đạm đan,Medicine2_2,Dược phẩm,Self,7,1,1503,375,true,true,false,5000,-1,-1,,-1,-1,
30001029,Phương xuyên khung cao,Medicine1_9,Dược phẩm,Self,8,1,1872,468,true,true,false,5000,-1,-1,,-1,-1,
30001030,Hồ lô ba cao,Medicine1_9,Dược phẩm,Self,9,1,2283,570,true,true,false,5000,-1,-1,,-1,-1,
30002001,Hành Khí Tán,Medicine1_1,Dược phẩm,Self,1,1,114,1,true,true,false,5000,-1,-1,,-1,-1,
30002002,Hoàn Linh Đan,Medicine1_12,Dược phẩm,Self,2,10,279,69,true,true,false,5000,-1,-1,,-1,-1,
30002003,Qui Linh Hoàn,Medicine1_12,Dược phẩm,Self,3,20,489,122,true,true,false,5000,-1,-1,,-1,-1,
30002004,Thái Hương Hoàn,Medicine1_12,Dược phẩm,Self,4,30,741,185,true,true,false,5000,-1,-1,,-1,-1,
30002005,Cam Lộ Đan,Medicine1_12,Dược phẩm,Self,5,40,1041,260,true,true,false,5000,-1,-1,,-1,-1,
30002006,Quỳnh Đan,Medicine1_12,Dược phẩm,Self,6,50,1386,346,true,true,false,5000,-1,-1,,-1,-1,
30002007,Tiên Đan Thu Nguyệt,Medicine2_2,Dược phẩm,Self,7,60,1776,444,true,true,false,5000,-1,-1,,-1,-1,
30002008,Tiên Đan Thần Mộc,Medicine2_2,Dược phẩm,Self,8,60,2211,552,true,true,false,5000,-1,-1,,-1,-1,
30002009,Tiên Đan Kim Nguyên,Medicine4_2,Dược phẩm,Self,9,60,2688,672,true,true,false,5000,-1,-1,,-1,-1,
30002010,Tiên Đan Thần Thông,Medicine4_2,Dược phẩm,Self,10,60,3213,803,true,true,false,5000,-1,-1,,-1,-1,
30002011,Uyên Ương Ích Khí Đan,Medicine1_12,Dược phẩm,Self,5,40,1041,260,true,true,false,5000,-1,-1,,-1,-1,
30002012,Long Phụng Thanh Hồn Đan,Medicine1_12,Dược phẩm,Self,6,50,1386,346,true,true,false,5000,-1,-1,,-1,-1,
30002013,Kim Phụng Ngọc Lộ Hoàn,Medicine2_2,Dược phẩm,Self,7,60,1776,444,true,true,false,5000,-1,-1,,-1,-1,
30002014,Tam Tinh Triệt Địa Hoàn,Medicine2_2,Dược phẩm,Self,8,60,2211,552,true,true,false,5000,-1,-1,,-1,-1,
30002015,Thiên cang đoạn tục giao,Medicine4_2,Dược phẩm,Self,9,60,2688,672,true,true,false,5000,-1,-1,,-1,-1,
30002016,Tường vi thuỷ,CircularTaskTool4_8,Dược phẩm,Self,1,1,114,1,true,true,false,5000,-1,-1,,-1,-1,
30002017,Đinh hương đan,Medicine2_10,Dược phẩm,Self,2,10,279,69,true,true,false,5000,-1,-1,,-1,-1,
30002018,Cam tùng hoàn,Medicine1_12,Dược phẩm,Self,3,20,489,122,true,true,false,5000,-1,-1,,-1,-1,
30002019,Đậu khấu đan,Medicine1_12,Dược phẩm,Self,4,30,741,185,true,true,false,5000,-1,-1,,-1,-1,
30002020,Thanh mộc đan,Medicine1_11,Dược phẩm,Self,5,40,1041,260,true,true,false,5000,-1,-1,,-1,-1,
30002021,Bạch chỉ lộ,CircularTaskTool4_16,Dược phẩm,Self,6,50,1386,346,true,true,false,5000,-1,-1,,-1,-1,
30002022,Bạch tùng hương cao,Medicine1_10,Dược phẩm,Self,7,60,1776,444,true,true,false,5000,-1,-1,,-1,-1,
30002023,Thiên niên tảo lộ,CircularTaskTool4_16,Dược phẩm,Self,8,60,2211,552,true,true,false,5000,-1,-1,,-1,-1,
30002024,Thập hương viên phương,Medicine2_5,Dược phẩm,Self,9,60,2688,672,true,true,false,5000,-1,-1,,-1,-1,
30002025,Mạn đà la gia,Food3_9,Dược phẩm,Self,10,60,3213,803,true,true,false,5000,-1,-1,,-1,-1,
30002026,Đại thực huyết kiệt đan,Medicine2_1,Dược phẩm,Self,5,1,1041,260,true,true,false,5000,-1,-1,,-1,-1,
30002027,Tư liên cam mai đan,Medicine1_16,Dược phẩm,Self,6,1,1386,346,true,true,false,5000,-1,-1,,-1,-1,
30002028,Văn hương bất đãi hoàn,Medicine1_15,Dược phẩm,Self,7,1,1776,444,true,true,false,5000,-1,-1,,-1,-1,
30002029,Oánh triệt lưu ly tán,Medicine1_1,Dược phẩm,Self,8,1,2211,552,true,true,false,5000,-1,-1,,-1,-1,
30002030,Cáp ba tháp khải cao,Medicine2_11,Dược phẩm,Self,9,1,2688,672,true,true,false,5000,-1,-1,,-1,-1,
30003001,Thiết Đả Dược Cao,Medicine1_9,Dược phẩm,Self,1,1,24,1,true,true,false,5000,-1,-1,,10000,1000,
30003002,Phục Linh Cao,Medicine1_9,Dược phẩm,Self,2,10,60,15,true,true,false,5000,-1,-1,,10000,1000,
30003003,Thiên Ma Cao,Medicine1_9,Dược phẩm,Self,3,20,108,27,true,true,false,5000,-1,-1,,10000,1000,
30003004,Đỗ Trọng Cao,Medicine1_9,Dược phẩm,Self,4,30,165,41,true,true,false,5000,-1,-1,,10000,1000,
30003005,Bát Trân Cao,Medicine1_9,Dược phẩm,Self,5,40,233,58,true,true,false,5000,-1,-1,,10000,1000,
30003006,Hồng Nhan Cao,Medicine4_1,Dược phẩm,Self,6,50,312,78,true,true,false,5000,-1,-1,,10000,1000,
30003007,Hổ Cốt Cao,Medicine4_1,Dược phẩm,Self,7,60,400,100,true,true,false,5000,-1,-1,,10000,1000,
30003008,Kiện Bộ Cao,Medicine4_1,Dược phẩm,Self,8,60,499,124,true,true,false,5000,-1,-1,,10000,1000,
30003009,Diên Thọ Cao,Medicine4_1,Dược phẩm,Self,9,60,608,152,true,true,false,5000,-1,-1,,10000,1000,
30003010,Bất Lão Cao,Medicine4_1,Dược phẩm,Self,10,60,728,182,true,true,false,5000,-1,-1,,10000,1000,
30003011,Bách Mạch Tán,Medicine1_3,Dược phẩm,Self,1,1,24,6,true,true,false,5000,-1,-1,,10000,1000,
30003012,Bách Hoa Hoàn,Medicine1_11,Dược phẩm,Self,2,10,60,15,true,true,false,5000,-1,-1,,10000,1000,
30003013,Thanh Tâm Tán,Medicine1_5,Dược phẩm,Self,3,20,108,27,true,true,false,5000,-1,-1,,10000,1000,
30003014,Lưu Vân Cao,TaskTools5_6,Dược phẩm,Self,4,30,165,41,true,true,false,5000,-1,-1,,10000,1000,
30003015,Hồi Tâm Đan,Medicine2_2,Dược phẩm,Self,5,40,233,58,true,true,false,5000,-1,-1,,10000,1000,
30003016,Thần Định Hoàn,Medicine2_7,Dược phẩm,Self,6,50,312,78,true,true,false,5000,-1,-1,,10000,1000,
30003017,Tiên Đan Huy Nguyệt,Medicine2_4,Dược phẩm,Self,7,60,400,100,true,true,false,5000,-1,-1,,10000,1000,
30003018,Tiên Đan Âm Dương,Medicine3_12,Dược phẩm,Self,8,60,499,124,true,true,false,5000,-1,-1,,10000,1000,
30003019,Tiên Đan Hàn Yên,Medicine3_14,Dược phẩm,Self,9,60,608,152,true,true,false,5000,-1,-1,,10000,1000,
30003020,Thiên Trì Tiên Đan,Medicine4_1,Dược phẩm,Self,10,60,728,182,true,true,false,5000,-1,-1,,10000,1000,
30003021,Chỉ giáp hoa tán,Medicine1_2,Dược phẩm,Self,1,1,24,1,true,true,false,5000,-1,-1,,10000,1000,
30003022,Lô oái cao,Medicine1_9,Dược phẩm,Self,2,10,60,15,true,true,false,5000,-1,-1,,10000,1000,
30003023,Hắc tích cao,Medicine1_9,Dược phẩm,Self,3,20,108,27,true,true,false,5000,-1,-1,,10000,1000,
30003024,Xạ hương hoàn,Medicine1_14,Dược phẩm,Self,4,30,165,41,true,true,false,5000,-1,-1,,10000,1000,
30003025,Nạo sa hoàn,Medicine1_11,Dược phẩm,Self,5,40,233,58,true,true,false,5000,-1,-1,,10000,1000,
30003026,Tùng lộ thuỷ,CircularTaskTool4_16,Dược phẩm,Self,6,50,312,78,true,true,false,5000,-1,-1,,10000,1000,
30003027,Thanh lang tán,Medicine2_11,Dược phẩm,Self,7,60,400,100,true,true,false,5000,-1,-1,,10000,1000,
30003028,Sơn vu cao,Medicine1_9,Dược phẩm,Self,8,60,499,124,true,true,false,5000,-1,-1,,10000,1000,
30003029,Đậu khấu cao,Medicine1_9,Dược phẩm,Self,9,60,608,152,true,true,false,5000,-1,-1,,10000,1000,
30003030,Thất khiếu hoàn,Medicine2_8,Dược phẩm,Self,10,60,728,182,true,true,false,5000,-1,-1,,10000,1000,
30003031,Mạc dược cao,Medicine1_10,Dược phẩm,Self,1,1,24,6,true,true,false,5000,-1,-1,,10000,1000,
30003032,A nguỵ hoàn,Medicine1_15,Dược phẩm,Self,2,10,60,15,true,true,false,5000,-1,-1,,10000,1000,
30003033,Ô hử tán,Medicine1_2,Dược phẩm,Self,3,20,108,27,true,true,false,5000,-1,-1,,10000,1000,
30003034,Nhũ hương tán,Medicine1_2,Dược phẩm,Self,4,30,165,41,true,true,false,5000,-1,-1,,10000,1000,
30003035,Hổ phách đan,Medicine2_4,Dược phẩm,Self,5,40,233,58,true,true,false,5000,-1,-1,,10000,1000,
30003036,Vô thực hoàn,Medicine2_3,Dược phẩm,Self,6,50,312,78,true,true,false,5000,-1,-1,,10000,1000,
30003037,Hải nạp hương tuyệt,Medicine2_14,Dược phẩm,Self,7,60,400,100,true,true,false,5000,-1,-1,,10000,1000,
30003038,Phụng tiên hoa hồng,Medicine2_16,Dược phẩm,Self,8,60,499,124,true,true,false,5000,-1,-1,,10000,1000,
30003039,Huân lục hương cao,CircularTaskTool5_13,Dược phẩm,Self,9,60,608,152,true,true,false,5000,-1,-1,,10000,1000,
30003040,An tức hương đan,Medicine2_6,Dược phẩm,Self,10,60,728,182,true,true,false,5000,-1,-1,,10000,1000,
30003100,Nước Dưa Hấu,Cloth6_2,Dược phẩm,Self,10,30,900,175,true,true,false,5000,-1,-1,,-1,-1,
30003101,Lục Đậu Thang,Cloth6_3,Dược phẩm,Self,10,30,900,175,true,true,false,5000,-1,-1,,-1,-1,
30005021,Âm Nguyệt Tán,Medicine1_1,Dược phẩm,Self,1,10,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30005022,Thiên Nhãn Đan,Medicine1_11,Dược phẩm,Self,1,10,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30005023,Bá Vương Hoàn,Medicine1_16,Dược phẩm,Self,1,10,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30005024,Băng Linh Tán,Medicine1_2,Dược phẩm,Self,1,10,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30005025,Tuyền Tinh Tán,Medicine1_6,Dược phẩm,Self,3,10,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30005026,Thiên Xích Đan,Medicine1_14,Dược phẩm,Self,3,10,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30005027,Tích LịchTán,Medicine1_9,Dược phẩm,Self,3,10,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30005028,Qui Tâm Hoàn,Medicine1_15,Dược phẩm,Self,3,10,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30005029,Thiên Hương Cao,Medicine1_7,Dược phẩm,Self,4,30,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30005030,Khinh Thân Tán,Medicine1_10,Dược phẩm,Self,4,30,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30005031,Hạc Vũ Đan,Medicine2_1,Dược phẩm,Self,4,30,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30005032,Long Nha Tán,Medicine2_16,Dược phẩm,Self,4,30,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30005033,Băng Long Đan,Medicine2_4,Dược phẩm,Self,6,30,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30005034,Quy Giáp Tán,Medicine2_15,Dược phẩm,Self,6,30,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30005035,Kim Lôi Hoàn,Medicine2_10,Dược phẩm,Self,6,30,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30005036,Ngũ Độc Tán,Medicine2_11,Dược phẩm,Self,6,30,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30005037,Tiên Đan Thúy Lưu,Medicine2_3,Dược phẩm,Self,7,60,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30005038,Tiên Đan Vô Danh,Medicine3_13,Dược phẩm,Self,7,60,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30005039,Tiên Đan Thanh lân,Medicine3_3,Dược phẩm,Self,7,60,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30005040,Tiên Đan Thái Khê,Medicine3_7,Dược phẩm,Self,7,60,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30005041,Tiên Đan Băng Giám,Medicine4_2,Dược phẩm,Self,9,60,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30005042,Tiên Đan Tị Tà,Medicine3_13,Dược phẩm,Self,9,60,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30005043,Tiên Đan Huyền Viêm,Medicine2_4,Dược phẩm,Self,9,60,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30005044,Tiên Đan Phụng Châu,Medicine3_13,Dược phẩm,Self,9,60,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30008002,Thiên linh đan,Cloth3_1,Dược phẩm,Self,9,1,4,1,true,true,false,5000,-1,-1,,-1,-1,
30008003,Địa linh đan,Cloth3_2,Dược phẩm,Pill,9,1,4,1,true,true,false,5000,-1,-1,,-1,-1,
30008014,Thông Thiên Linh Đan,Cloth3_14,Dược phẩm,Self,10,1,4,1,true,true,false,5000,-1,-1,,-1,-1,
30008015,Triệt Địa Linh Đan,Cloth3_15,Dược phẩm,Pill,10,1,4,1,true,true,false,5000,-1,-1,,-1,-1,
30008016,Tiểu Linh Đan,Cloth3_16,Dược phẩm,Self,5,1,4,1,true,true,false,5000,-1,-1,,-1,-1,
30008017,Cao Cấp Thiên Linh Đan,Cloth3_13,Dược phẩm,Self,10,1,4,1,true,true,false,5000,-1,-1,,-1,-1,
30008027,Thiên linh đan,Cloth3_1,Dược phẩm,Self,9,1,4,1,true,true,true,5000,-1,-1,,-1,-1,
30008028,Địa linh đan,Cloth3_2,Dược phẩm,Pill,9,1,4,1,true,true,true,5000,-1,-1,,-1,-1,
30103038,Tuyết Sâm Ngọc Thiểm Hoàn,Medicine2_8,Dược phẩm,Self,10,1,4000,1000,true,true,false,5000,-1,-1,,10000,1000,
30103039,Bách hoa ngọc lộ hoàn,Medicine2_4,Dược phẩm,Self,10,1,4000,1000,true,true,false,5000,-1,-1,,10000,1000,
30103040,Vương Mẫu Tiên Đan,Medicine3_13,Dược phẩm,Self,10,1,4000,1000,true,true,false,5000,-1,-1,,10000,1000,
30201001,Tiểu Huyết Chú,Charm_15,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30201002,Hồng Huyết Chú,Charm_15,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30201003,Xích Huyết Chú,Charm_15,Dược phẩm,Self,3,20,4328,1082,true,true,false,5000,-1,-1,,-1,-1,
30201004,Thiên Huyết Trù,Charm_15,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30201005,Vạn Huyết Trù,Charm_15,Dược phẩm,Self,5,40,7314,1828,true,true,false,5000,-1,-1,,-1,-1,
30201006,Tiểu Ma Chú,Charm_14,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30201007,Đại Ma Chú,Charm_14,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30201008,Địa Ma Chú,Charm_14,Dược phẩm,Self,3,20,4328,1082,true,true,false,5000,-1,-1,,-1,-1,
30201009,Quỷ Ma Chú,Charm_14,Dược phẩm,Self,4,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30201010,Thiên Ma Chú,Charm_14,Dược phẩm,Self,5,40,7314,1828,true,true,false,5000,-1,-1,,-1,-1,
30202001,Đại Lực Xá Lợi,MenpaiGoods_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202002,Tượng Lực Xá Lợi,MenpaiGoods_2,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202003,Thần Lực Xá Lợi,MenpaiGoods_3,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202004,Tiểu Chiến Hỏa,MenpaiGoods_5,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202005,Lang Yên Hỏa,MenpaiGoods_6,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202006,Liên Thiên Hoả,MenpaiGoods_7,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202007,Hoa Tử Mã Nghĩa Tửu,Medicine2_11,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202008,Hoa Tử Ngô Công Tửu,Medicine2_12,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202009,Hoa Tử Mãng Sà Tửu,FightSkillGaiBang1_12,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202010,Thông Linh Đan,Medicine2_10,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202011,Thái Cực Đan,Medicine2_5,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202012,Thánh Linh Đan,Medicine2_6,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202013,Thông Linh Thiệp,Charm_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202014,Thái Cực Thiệp,Charm_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202015,Thánh Linh Thiệp,Charm_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202016,Thông Linh Trung,MenpaiGoods_13,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202017,Thái Cực Trung,MenpaiGoods_14,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202018,Thánh Linh Trung,MenpaiGoods_15,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202019,Tráng Cốt Tinh,MenpaiGoods_9,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202020,Cường Thân Tinh,MenpaiGoods_10,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202021,Hộ Thể Tinh,MenpaiGoods_11,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202022,Tráng Cốt Xá Lợi,MenpaiGoods_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202023,Cường Thân Xá Lợi,MenpaiGoods_2,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202024,Hộ Thể Xá Lợi,MenpaiGoods_3,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202025,Tráng Cốt Đan,Medicine2_10,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202026,Cường Thân Đan,Medicine2_5,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202027,Hộ Thể Đan,Medicine2_6,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202028,Tráng Cốt Thiệp,Charm_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202029,Cường Thân Thiệp,Charm_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202030,Hộ Thể Thiệp,Charm_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202031,Tráng Cốt Trung,MenpaiGoods_13,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202032,Cường Thân Trung,MenpaiGoods_14,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202033,Hộ Thể Trung,MenpaiGoods_15,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202034,Linh Xảo Trung,MenpaiGoods_13,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202035,Yến Hành Trung,MenpaiGoods_14,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202036,Thần Hành Trung,MenpaiGoods_15,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202037,Linh Xảo Hỏa,MenpaiGoods_5,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202038,Yến Hành Hỏa,MenpaiGoods_6,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202039,Thần Hành Hỏa,MenpaiGoods_7,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202040,Linh Xảo Tửu,Medicine2_11,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202041,Yến Hành Tửu,Medicine2_12,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202042,Thần Hành Tửu,CircularTaskTool5_12,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202043,Linh Xảo Thiệp,Charm_1,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
30202044,Yến Hành Thiệp,Charm_9,Dược phẩm,Self,2,10,2883,720,true,true,false,5000,-1,-1,,-1,-1,
30202045,Thần Hành Thiệp,Charm_10,Dược phẩm,Self,3,30,5485,1371,true,true,false,5000,-1,-1,,-1,-1,
30202046,Linh Xảo Tinh,MenpaiGoods_9,Dược phẩm,Self,1,1,1877,469,true,true,false,5000,-1,-1,,-1,-1,
