RowIndex,Tag,ID,CooldownGroup,Name,ShortDescription,Description,Icon,ActionID,PrecastActionID,FinishActionID,PrecastFx,CastFx,FlyFx,ExplodeFx,BuffFx,ChainingSourceFx,ChainingTargetFx,ChainingFx,Type,Style,FactionID,BookID,CanDirectlyStudy,RequireLevel,RequireWeapon,IsDamageSkill,CastRange,AttackRadius,AnimationDuration,TargetType,ProgressTime,MissileSpeed,MissileCount,FixedHitRate,FixedCritRate,ShowSkillNameWhenUse,Property,Tag,ProgressFluction,Text,ChildrenJSON
158,NO_RESET,218,6,Tuyệt Cảnh Tàn Sát (Cấp 3),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương nội công lên mục tiêu",WuhunSkill1_13,751,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_magic_lv3,NO_RESET,20,,
159,NO_RESET,219,6,Tuyệt Cảnh Tàn Sát (Cấp 4),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương nội công lên mục tiêu",WuhunSkill1_13,751,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_magic_lv4,NO_RESET,20,,
160,NO_RESET,220,6,Tuyệt Cảnh Tàn Sát (Cấp 5),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương nội công lên mục tiêu",WuhunSkill1_13,751,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_magic_lv5,NO_RESET,20,,
161,NO_RESET,221,6,Băng Phong Vạn Lý (Cấp 1),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương băng công lên mục tiêu",WuhunSkill1_14,750,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_ice_lv1,NO_RESET,20,,
162,NO_RESET,222,6,Băng Phong Vạn Lý (Cấp 2),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương băng công lên mục tiêu",WuhunSkill1_14,750,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_ice_lv2,NO_RESET,20,,
163,NO_RESET,223,6,Băng Phong Vạn Lý (Cấp 3),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương băng công lên mục tiêu",WuhunSkill1_14,750,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_ice_lv3,NO_RESET,20,,
164,NO_RESET,224,6,Băng Phong Vạn Lý (Cấp 4),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương băng công lên mục tiêu",WuhunSkill1_14,750,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_ice_lv4,NO_RESET,20,,
165,NO_RESET,225,6,Băng Phong Vạn Lý (Cấp 5),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương băng công lên mục tiêu",WuhunSkill1_14,750,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_ice_lv5,NO_RESET,20,,
166,NO_RESET,226,6,Thiên Hỏa Liêu Nguyên (Cấp 1),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương hỏa công lên mục tiêu",WuhunSkill1_15,747,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_fire_lv1,NO_RESET,20,,
167,NO_RESET,227,6,Thiên Hỏa Liêu Nguyên (Cấp 2),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương hỏa công lên mục tiêu",WuhunSkill1_15,747,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_fire_lv2,NO_RESET,20,,
168,NO_RESET,228,6,Thiên Hỏa Liêu Nguyên (Cấp 3),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương hỏa công lên mục tiêu",WuhunSkill1_15,747,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_fire_lv3,NO_RESET,20,,
169,NO_RESET,229,6,Thiên Hỏa Liêu Nguyên (Cấp 4),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương hỏa công lên mục tiêu",WuhunSkill1_15,747,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_fire_lv4,NO_RESET,20,,
170,NO_RESET,230,6,Thiên Hỏa Liêu Nguyên (Cấp 5),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương hỏa công lên mục tiêu",WuhunSkill1_15,747,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_fire_lv5,NO_RESET,20,,
171,NO_RESET,231,6,Cuồng Lôi Thiên Giáng (Cấp 1),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương huyền công lên mục tiêu",WuhunSkill1_16,748,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_light_lv1,NO_RESET,20,,
172,NO_RESET,232,6,Cuồng Lôi Thiên Giáng (Cấp 2),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương huyền công lên mục tiêu",WuhunSkill1_16,748,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_light_lv2,NO_RESET,20,,
173,NO_RESET,233,6,Cuồng Lôi Thiên Giáng (Cấp 3),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương huyền công lên mục tiêu",WuhunSkill1_16,748,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_light_lv3,NO_RESET,20,,
174,NO_RESET,234,6,Cuồng Lôi Thiên Giáng (Cấp 4),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương huyền công lên mục tiêu",WuhunSkill1_16,748,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_light_lv4,NO_RESET,20,,
175,NO_RESET,235,6,Cuồng Lôi Thiên Giáng (Cấp 5),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương huyền công lên mục tiêu",WuhunSkill1_16,748,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_light_lv5,NO_RESET,20,,
176,NO_RESET,236,6,Kịch Độc Ôn Dịch (Cấp 1),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương độc công lên mục tiêu",WuhunSkill2_1,749,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_poison_lv1,NO_RESET,20,,
177,NO_RESET,237,6,Kịch Độc Ôn Dịch (Cấp 2),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương độc công lên mục tiêu",WuhunSkill2_1,749,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_poison_lv2,NO_RESET,20,,
178,NO_RESET,238,6,Kịch Độc Ôn Dịch (Cấp 3),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương độc công lên mục tiêu",WuhunSkill2_1,749,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_poison_lv3,NO_RESET,20,,
179,NO_RESET,239,6,Kịch Độc Ôn Dịch (Cấp 4),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương độc công lên mục tiêu",WuhunSkill2_1,749,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_poison_lv4,NO_RESET,20,,
180,NO_RESET,240,6,Kịch Độc Ôn Dịch (Cấp 5),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương độc công lên mục tiêu",WuhunSkill2_1,749,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_poison_lv5,NO_RESET,20,,
181,NO_RESET,241,6,Nộ Đào Liên Kích (Cấp 1),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương trực tiếp lên mục tiêu",WuhunSkill2_2,746,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_direct_lv1,NO_RESET,20,,
182,NO_RESET,242,6,Nộ Đào Liên Kích (Cấp 2),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương trực tiếp lên mục tiêu",WuhunSkill2_2,746,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_direct_lv2,NO_RESET,20,,
183,NO_RESET,243,6,Nộ Đào Liên Kích (Cấp 3),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương trực tiếp lên mục tiêu",WuhunSkill2_2,746,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_direct_lv3,NO_RESET,20,,
184,NO_RESET,244,6,Nộ Đào Liên Kích (Cấp 4),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương trực tiếp lên mục tiêu",WuhunSkill2_2,746,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_direct_lv4,NO_RESET,20,,
185,NO_RESET,245,6,Nộ Đào Liên Kích (Cấp 5),Tấn công nhiều mục tiêu,"Kỹ năng tấn công nhiều mục tiêu của võ hồn, gây sát thương trực tiếp lên mục tiêu",WuhunSkill2_2,746,-1,-1,,"0,DietTheBatPhuong",,,,,,,Active,MultipleTargetsAroundSelf,-6,-1,false,90,true,true,0,7,600,Enemy,0,300,1,-1,-1,true,soul_forth_skill_direct_lv5,NO_RESET,20,,
186,sponsor,257,257,Đồng Khí Liên Chi,Kỹ năng phu thê,Một chiêu trong phu thê hành công yếu quyết. Sử dụng sẽ phục hồi sinh lực cho phu thê ở gần,fuqiskill_1,592,591,-1,"0,PreCast_ThanhTamPhoThienChu;0,PreCast_ThanhTamPhoThienChu1","0,Cast_EM",,,"0,ThanhTamPhoThienChu",,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,15,0,300,PeacePlayer,1000,400,1,-1,-1,true,fuqi_tongqilianzhi,sponsor,20,,
187,sponsor,258,258,Thiên Trường Địa Cửu,Kỹ năng phu thê,Một chiêu trong phu thê hành công yếu quyết. Sử dụng sẽ hồi sinh phu thê tử nạn ở gần,fuqiskill_2,594,593,-1,"0,PreCast_CaiTuHoanSinh;0,SubCast_CaiTuHoanSinh","0,Cast_EM1",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,3,0,300,PeacePlayer,10000,300,1,-1,-1,true,fuqi_tianchangdijiu,sponsor,20,,
188,sponsor,259,259,Tâm Đầu Ý Hợp,Kỹ năng phu thê,Một chiêu trong phu thê hành công yếu quyết. Sử dụng sẽ tăng cường giới hạn sinh lực cho phu thê ở gần,fuqiskill_4,702,-1,-1,,"0,Cast_EM;500,Cast_CuuAmDocLongCong",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,15,0,1200,PeacePlayer,0,300,1,-1,-1,true,fuqi_xintouyihe,sponsor,20,,
189,,260,260,Ngoại Công Hộ Thể,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Thiếu Lâm, sử dụng giúp bản thân tăng cường ngoại thủ",FightSkillXinShou_8,229,-1,-1,,"0,NgoaiCongHoThe",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_shaolin_waigonghuti,,20,,
190,,261,261,Ngoại Kình Công Kích,Tấn công một mục tiêu,"Kỹ năng tân thủ của phái Minh Giáo, sử dụng gây sát thương ngoại công lên mục tiêu",FightSkillXinShou_3,242,-1,-1,,,,,,,,,Active,MeleeSingleTarget,-1,-1,false,1,false,true,3,0,1200,Enemy,0,300,1,-1,-1,false,xinshou_mingjiao_waijinggongji,,20,,
191,,262,262,Công Kích Yếu Điểm,Tấn công một mục tiêu,"Kỹ năng tân thủ của phái Cái Bang, sử dụng gây sát thương trực tiếp lên mục tiêu",FightSkillXinShou_9,261,-1,-1,,,,,,,,,Active,MeleeSingleTarget,-1,-1,false,1,false,true,3,0,1200,Enemy,0,300,1,-1,-1,false,xinshou_gaibang_yaohaigongji,,20,,
192,,263,263,Nội Kình Công Kích,Tấn công một mục tiêu,"Kỹ năng tân thủ của phái Võ Đang, sử dụng gây sát thương nội công lên mục tiêu",FightSkillXinShou_4,282,-1,-1,,,"0,NoiKinhCongKich","0,EXP_NoiKinhCongKich",,,,,Active,RangedSingleTarget,-1,-1,false,1,false,true,20,0,600,Enemy,0,600,1,-1,-1,false,xinshou_wudang_neijinggongji,,20,,
193,,264,264,Trị Liệu Sơ Cấp,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Nga My, sử dụng giúp bản thân phục hồi một lượng sinh lực",FightSkillXinShou_2,310,404,-1,"0,PreCast_TriLieuSoCap","0,TriLieuSoCap",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,1000,300,1,-1,-1,false,xinshou_emei_chujizhiliao,,20,,
194,,265,265,Nội Công Hộ Thể,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Tinh Túc, sử dụng giúp bản thân tăng cường nội thủ",FightSkillXinShou_5,313,-1,-1,,"600,NoiCongHoThe",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_xingxiu_neigonghuti,,20,,
195,,266,266,Công Kích Sơ Hở,Tấn công một mục tiêu,"Kỹ năng tân thủ của phái Thiên Long, sử dụng gây trạng thái sơ hở lên mục tiêu",FightSkillXinShou_6,343,-1,-1,,"0,CongKichSoHo",,,,,,,Active,RangedSingleTarget,-1,-1,false,1,false,false,20,0,600,Enemy,0,300,1,100,-1,false,xinshou_tianlong_pozhangongji,,20,,
196,,267,267,Ẩn Độn Sơ Cấp,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Thiên Sơn, sử dụng giúp bản thân bước vào trạng thái tàng hình",FightSkillXinShou_1,367,-1,-1,,"0,AnDonSoCap",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_tianshan_chujiyindun,,20,,
197,,268,268,Cạm Bẫy Sơ Cấp,Cạm bẫy,"Kỹ năng tân thủ của phái Tiêu Dao, sử dụng đặt cạm bẫy dưới chân bản thân, công kích kẻ địch ở gần",FightSkillXinShou_7,386,385,-1,"0,PreCast_CamBaySoCap",,"0,CamBaySoCap","0,EXP_BatTranDo",,,,,Active,Trap,-1,-1,false,1,false,false,0,3,300,Enemy,1000,300,1,100,-1,false,xinshou_xiaoyao_ranshaoxianjing,,20,,
198,,269,269,Tinh Tuyền Phản Kích,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Mộ Dung, sử dụng giúp bản thân phản đòn lại sát thương từ phía kẻ địch",FightSkillXinShou_10,229,-1,-1,,"0,NgoaiCongHoThe",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_murong_xingxuanfanji,,20,,
199,,270,270,Thương Ưng Kỳ Tập,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Đường Môn, sử dụng giúp bản thân tăng cường chính xác",FightSkillXinShou_13,229,-1,-1,,"0,Cast_TM;0,NgoaiCongHoThe",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_tangmen_cangyingqixi,,20,,
200,,271,271,Khí Huyết Tương Sinh,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Quỷ Cốc, sử dụng giúp bản thân tăng giới hạn máu",FightSkillGuiGu2_11,313,-1,-1,,"0,Cast_KhiHuyetTuongSinh;600,Cast_KhiHuyetTuongSinh1",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_guigu_qixuexiangsheng,,20,,
201,,272,272,Nhất Dương Chi Thủy,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Đào Hoa, sử dụng giúp bản thân tăng hội công",FightSkillTaoHuaDao2_1,1196,-1,-1,,"0,NhatDuongChiThuy;300,Cast_KhiHuyetTuongSinh;600,Cast_KhiHuyetTuongSinh1",,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_taohua_yiyangzhishui,,20,,
202,,274,274,Mệnh Hồn Hộ Thể,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Mạn Đà, sử dụng giúp bản thân tăng giới hạn máu",FightSkillMantuo1_10,100802,-1,-1,,,,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_mantuo_minghunhuti,,20,,
203,,275,275,Thân Dư Tương Hợp,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Tuyệt Tình, sử dụng giúp bản thân tăng thân pháp",FightSkillCongRen1_8,1414,-1,-1,,,,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_jueqing_shenyuxianghe,,20,,
204,,276,276,Đoạn Cốt Cường Thể,Hỗ trợ bản thân,"Kỹ năng tân thủ của phái Ác Nhân Cốc, sử dụng giúp bản thân tăng thể lực",FightSkillERenGu1_4,1676,-1,-1,,,,,,,,,Active,SingleTargetBuff,-1,-1,false,1,false,false,0,0,1200,Self,0,300,1,-1,-1,false,xinshou_erengu_duanguqiangti,,20,,
205,,273,-1,Gặp cướp - Định thân,,"Định thân, không thể di chuyển nhưng có thể sử dụng kỹ năng",Buff5_15,-1,-1,-1,,,,,"0,DinhThan",,,,Active,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,caoyun_jiangjie,,20,,
206,,27300,-1,Gặp cướp - Cương ngạnh,,"Cương ngạnh, tốc độ di chuyển chậm",Buff5_8,-1,-1,-1,,,,,"0,DinhThan",,,,Active,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,caoyun_jiangjie_child,,20,,
207,,281,281,Phục Hổ Quyền,Tấn công một mục tiêu liên tục,Công phu nhập môn của Thiếu Lâm Đệ tử. Khi sử dụng gây sát thương liên tiếp cho đối phương,FightSkillShaoLin1_1,500,-1,-1,,"0,Cast_SL",,"0,EXP_PhucHoQuyen",,,,,Active,MeleeSingleTarget,0,1,true,1,true,true,3,0,800,Enemy,0,300,3,-1,-1,false,shaolin_fuhuquan,,20,,
208,,282,282,Kim Cang Phục Ma Khuyên,Tấn công nhiều mục tiêu xung quanh,"Một trong những Thiếu Lâm tuyệt kỹ, như Kim Cương Xuất Thế, khi sử dụng sẽ gây sát thương lớn cho nhiều đối thủ",FightSkillShaoLin1_2,501,-1,-1,,"0,Cast_SL","700,KimCuongPhucMaKhuyen","0,EXP_KimCuongPhucMaKhuyen",,,,,Active,MultipleTargetsAroundSelf,0,1,true,10,true,true,0,7,1200,Enemy,0,300,1,85,-1,true,shaolin_jingangfumoquan,,20,,
209,,28201,-1,Kim Cang Phục Ma Khuyên - Định thân,,"Định thân, không thể di chuyển nhưng có thể sử dụng kỹ năng",FightSkillShaoLin1_2,-1,-1,-1,,,,,"0,DinhThan",,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,shaolin_jingangfumoquan_child,,20,,
210,,283,283,Đại Lực Kim Cương Chưởng,Tấn công một mục tiêu,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Huyền Từ Phương Trượng. Sử dụng sẽ gây sát thương thuộc tính Huyền rất lớn cho đối phương",FightSkillShaoLin1_3,502,-1,-1,,"0,Cast_SL;600,SubCast_DaiLucKimCuongChuong",,,,,,,Active,MeleeSingleTarget,0,2,true,45,true,true,3,0,1200,Enemy,0,300,1,-1,-1,true,shaolin_dalijingangzhang,,20,,
211,,284,284,Nhất Vĩ Độ Giang,Hỗ trợ bản thân,"Tương truyền do Đạt ma tổ sư độ giang sáng lập, sử dụng khiến bước đi nhẹ nhàng như bay, tốc độ di chuyển tăng nhanh",FightSkillShaoLin1_4,503,-1,-1,,"0,Cast_SL1",,,"0,NhatViDoGiang",,,,Active,SingleTargetBuff,0,2,true,20,false,false,0,0,300,Self,0,300,1,-1,-1,true,shaolin_yiweidujiang,,20,,
212,,285,285,Niêm Hoa Chỉ,Khống chế một mục tiêu,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu của Huyền Độ Đại Sư. Sử dụng sẽ khiến đối phương rơi vào trạng thái Tản công",FightSkillShaoLin1_5,504,-1,-1,,"0,Cast_SL;200,Fly_NiemHoaChi",,"0,EXP_NiemHoaChi","0,TanCong",,,,Active,MeleeSingleTarget,0,2,true,30,true,true,3,0,300,Enemy,0,300,1,-1,-1,true,shaolin_nianhuazhi,,20,,
213,,286,286,La Hán Trận,Hỗ trợ bản thân và đồng đội xung quanh,Trận pháp của Thiếu Lâm đệ tử bài bố khi tác chiến. Sử dụng sẽ tăng khả năng ngoại thủ cho đồng đội xung quanh,FightSkillShaoLin1_6,505,-1,-1,,"0,Cast_SL;0,Buff_LaHanTran",,,,,,,Active,MultipleTargetsBuff,0,2,true,40,false,false,0,7,1200,SelfAndAlly,0,300,1,-1,-1,true,shaolin_luohanzhen,,20,,
214,,287,287,Sư Tử Hống,Hỗ trợ bản thân,"Một trong những Thiếu Lâm tuyệt kỹ, rất có hiệu quả trong việc gây rối loạn và kinh động kẻ thù. Sử dụng sẽ khiến nhiều kẻ địch xung quanh bị Cương ngạnh, khó bề di chuyển",FightSkillShaoLin1_7,506,-1,-1,,"0,Cast_SL;200,SuTuHong",,,,,,,Active,SingleTargetBuff,0,3,true,20,false,false,0,7,1200,Self,0,300,1,-1,-1,true,shaolin_sizihou,,20,,
215,,28701,-1,Sư Tử Hống - Cương ngạnh,,"Cương ngạnh, giảm tốc độ di chuyển",FightSkillShaoLin1_7,-1,-1,-1,,,,,"0,CuongNganh",,,,Auto,MultipleTargetsAroundSelf,-1,-1,false,1,false,false,0,7,0,Enemy,0,300,1,100,-1,false,shaolin_sizihou_child,,20,,
216,,288,288,Cà Sa Phục Ma Công,Hỗ trợ đồng đội,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Huyền Từ Phương Trượng. Sử dụng sẽ làm giảm đi trạng thái không tốt của đồng đội",FightSkillShaoLin1_8,507,-1,-1,,"0,Cast_SL;0,CaSaPhucMaCong",,,,,,,Active,SingleTargetBuff,0,3,true,30,false,false,15,0,1200,PeacePlayer,0,300,1,-1,-1,true,shaolin_jiashafumogong,,20,,
217,,289,289,Lễ Kính Như Lai,Hỗ trợ bản thân,Chứa đựng võ công phật pháp chí cao của Thiền tổ. Sử dụng sẽ làm cho công kích của kẻ thù bị phản hồi,FightSkillShaoLin1_9,508,-1,-1,,"0,Cast_SL2",,,"0,LeKinhNhuLai",,,,Active,SingleTargetBuff,0,3,true,40,false,false,0,0,1200,Self,0,300,1,-1,-1,true,shaolin_lijingrulai,,20,,
218,,290,290,Kim Chung Tráo,Bị động,Tăng khả năng ngoại thủ của bản thân,FightSkillShaoLin1_10,-1,-1,-1,,,,,,,,,Passive,None,0,4,true,1,false,false,0,0,0,Self,0,300,1,-1,-1,false,shaolin_jinzhongzhao,,20,,
219,,291,291,Ma Kha Vô Lượng,Tấn công một mục tiêu,"Một trong những Thiếu Lâm tuyệt kỹ, là công phu đắc ý của Huyền Nan Phương Trượng. Sử dụng sẽ gây sát thương rất lớn cho đối phương",FightSkillShaoLin1_11,509,-1,-1,,"0,Cast_SL;0,SubCast_MaKhaVoLuong;200,Fly_MaKhaVoLuong",,"0,EXP_MaKhaVoLuong",,,,,Active,MeleeSingleTarget,0,4,true,1,true,true,3,0,600,Enemy,0,300,1,-1,-1,true,shaolin_mohewuliang,,20,,
220,,29101,-1,Ma Kha Vô Lượng - Hư nhược,,"Hư nhược, giảm ngoại thủ",FightSkillShaoLin1_11,-1,-1,-1,,,,,,,,,Auto,MeleeSingleTarget,-1,-1,false,1,false,false,0,0,0,Enemy,0,300,1,100,-1,false,shaolin_mohewuliang_child,,20,,
