RowIndex,Tag,ID,GroupID,TaskType,TaskRule,FactionID,Name,OfferDialog,CompleteDialog,RequireLevel,NextTaskID,CopySceneScriptID,Text,ChildrenJSON
357,Task,10381001,10381,1,1,-1,Thuỷ Quỷ Thám Tử,"Các hạ không thể hiểu bá tánh trong Hổ Bào Thôn yêu mến Thủy Quỷ biết bao và cũng căm hận chúng biết bao! Yêu mến vì trước đây họ quấy nhiễu bọn tham quan ô lại, cướp của người giàu chia người nghèo, được ca tụng là anh hùng tái thế. Hiện tại lại vô cùng căm hận chúng! Vì hoành hành bá đạo, coi thường mạng người, khiến cho bá tánh trong thôn không thể sống tiếp!  các hạ, hãy mau đi diệt trừ <color=#1cab2a>5 <color=#b029ff>Thủy Quỷ Thám Tử<color=#473115>!","Ôi, ta lại cảm xúc rồi. Trong đám thủy quỷ này, có lẽ có những Hảo Hán Thủy Quỷ năm nào.",25,10382,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10380""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""26"",""NPCID"":""813""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""26"",""NPCID"":""813""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""26""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""962"",""Count"":""20""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""365""}}]"
358,Task,10382001,10382,1,1,-1,Long Tỉnh Thuỷ Tặc,"Bây giờ chúng ta thống hận Thủy Quái! Hồ không là hồ, cỏ là người, làm cho chúng ta không thể sống nữa! Nói đến đây lại tức! Giúp ta đi tiêu diệt <color=#1cab2a>5 con<color=#b029ff>Long Tỉnh Thủy Tặc<color=#473115>!","Ôi, ta lại cảm xúc rồi. Trong đám thủy quỷ này, có lẽ có những Hảo Hán Thủy Quỷ năm nào.",26,10383,-1,,"[{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""26"",""NPCID"":""813""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""26"",""NPCID"":""813""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""26""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""11207"",""Count"":""20""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""365""}}]"
359,Task,10383001,10383,0,1,-1,Hảo huynh đệ,"Ta đến Tây Hồ, là để thăm huynh đệ Mã Hán. Chúng ta thân hơn cả anh em ruột, hôm nay ta uống với huynh ấy 30 chén, thật là thoải mái!<br>  Mã Hán nói huynh ấy bị Ong Độc chích, trên đường trở về ta gặp ngay 1 đám Ong Độc, cho nên ta đã đánh 1 trận với Ong Độc. Các hạ xem, cái này lấy từ đuôi của Ong Độc ra!<br>  Giúp ta đem <color=#ff7b00>Nọc Ong Độc<color=#473115> cho <color=#1cab2a>Khúc Viện Phong Hà<color=#473115> <color=#b029ff>Trương Thúc Dạ<color=#473115> đại nhân, mời ông ấy xem dùm độc tính.","Độc này không có gì đáng sợ, nghỉ ngơi vài ngày là được!",26,10384,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10382""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""26"",""NPCID"":""817""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""26"",""NPCID"":""813""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""26"",""NPCID"":""813""},""Children"":[{""Tag"":""Item"",""Attributes"":{""ItemID"":""40002162"",""Quantity"":""1""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""365""}}]"
360,Task,10384001,10384,0,1,-1,Tình Mẫu Tử,"Hôm nay Lang Can đi hái thuốc, Anh Lạc cũng đi theo, huynh muội họ cũng đã 15 tuổi rồi, đã đến lúc giúp đại nhân làm việc rồi. Nhưng giờ cũng không còn sớm, họ cũng đã về đến rồi chứ.<br>  các hạ, trên đường đi qua <color=#1cab2a>Dã Nhân Sơn<color=#473115> này, cảm phiền giúp tại hạ tìm <color=#b029ff>Đao Lang Can<color=#473115>, nhờ các hạ bảo nó nhanh chóng đưa tiểu muội về nhà, để phòng bất trắc.","Xin chào, ta là Đao Lương Hiên, đây là em gái ta Đao Anh Lạc. Chúng thôi thu thâp không ít thuốc đây.",26,10385,-1,,"[{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""20"",""NPCID"":""191""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""20"",""NPCID"":""195""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""20"",""NPCID"":""195""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""365""}}]"
361,Task,10385001,10385,0,1,-1,Lập Nghiệp Từ Tay Trắng,"Tô Phi đã rời Hổ Bào Thôn rồi, sau khi rời khỏi thôn, không còn ai có thể khám chữa bệnh cho người trong thôn... Các hạ nói phải làm sao đây.<br>  <Mắt của Mã Hán đột nhiên sáng rực.><br> Chẳng lẽ Mã Hán ta không thể tạo ra kỳ tích sao? Tại hạ cũng có thể học y từ giờ, tạo phúc cho bá tánh trong thôn.<br>  Thảo dược sử dụng trong Hổ Bào Thôn, đều lấy từ Nhĩ Hải, nhưng do Thủy Quỷ nên không thể vận chuyển thảo dược nữa. các hạ, hãy giúp tại hạ mang <color=#ff7b00>thư<color=#473115> đến <color=#1cab2a>Nhĩ Hải Thượng Quan Thôn<color=#473115> gặp <color=#b029ff>trưởng thôn Đao Nghiêu<color=#473115> đi, nhờ ngài ta từ hôm nay trở đi, cung cấp thảo dược cho Hổ Bào Thôn.","Các hạ, hiện nay, Nhĩ Hải bị bọn người sói quấy nhiễu, cung ứng thảo dược không giống như trước nữa. Nhưng chúng ta sẽ cố gắng mang những người bà con ở Hổ Bào Thôn đi nơi khác.",27,10386,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10384""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""26"",""NPCID"":""813""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""20"",""NPCID"":""191""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""20"",""NPCID"":""191""},""Children"":[{""Tag"":""Item"",""Attributes"":{""ItemID"":""40002078"",""Quantity"":""1""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""365""}}]"
362,Task,10386001,10386,0,1,-1,Trọng Công Khinh Thủ,"Các hạ, cấp của các hạ đã không còn thấp nữa, đối với võ công tâm pháp của phái Nga Mi, chắc các hạ đã hiểu khá rõ? <br>Tại hạ đến kể cho các hạ nguồn gốc của võ công phái Nga Mi. <br>Công phu phái Nga Mi chúng ta, chủ yếu chia thành 2 loại: Một là công phu tân công kẻ địch, đây là võ công gia truyền của trưởng môn; hai là công phu trị bệnh cứu người, công phu này là do trưởng môn học được từ thầy Vương Thiều tiên sinh. <br>Thời gian này, trên dưới phái Nga Mi đều chăm chỉ tập luyện võ công, khó tránh khỏi xem thường tu luyện công phu chữa bệnh, vì vậy một số tuyệt kĩ của Vương Thiều tiên sinh, như  Kim chân độ kiếp , có thể đã thất truyền trong phái Nga Mi. Việc này, tại hạ đã nhiều lần thưa với trưởng môn, trưởng môn lại không bận lòng. <br>Tại hạ nghĩ chúng ta cần cố gắng, tìm lại những công phu thất truyền đó. <br>Gần đây, tại hạ được biết, Vương Thiều tiên sinh đang ngao du tại thành Đại Lý, đây là một cơ hội tốt, các hạ, hãy đi tìm <color=#b029ff>Vương Thiều tiên sinh<color=#473115>, xin tiên sinh truyền thụ tuyệt kĩ.","Ngươi là đệ tử phái Nga Mi, Chưởng môn Mạnh Thừa Chí vẫn khoẻ chứ?",28,10387,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10385""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""9"",""NPCID"":""185""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""2"",""NPCID"":""35""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""2"",""NPCID"":""35""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""365""}}]"
363,Task,10387001,10387,1,1,-1,Hồi Mã Thương,"Ha ha, các hạ, chúng ta quả là đã lâu không gặp!...<br>  <Bàng An Thời đột nhiên hạ thấp giọng.><br>  Các hạ vẫn không phát hiện ra có người theo dõi các hạ sao? <br>  Mau, chuẩn bị xong đi, ở Tây thành giải quyết bọn chúng.",Kẻ bám đuôi đáng ghét đã được giải quyết.,29,10388,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10386""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""4"",""NPCID"":""635""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""4"",""NPCID"":""635""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""4""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""538"",""Count"":""1""}},{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""539"",""Count"":""15""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""365""}}]"
364,Task,10388001,10388,0,1,-1,Thí Luyện Chi Sở Ma Nhai Động,"Hiện các hạ cần 1 con Đao thiệt đê thử nghiệm đấu trường thực sự, chỉ cần trải qua học tập thực chiến mới học nhanh được. Với thực lực hiện tại của các hạ quả thực có ích đó. Cái gọi là <color=#1cab2a>Ma Nhai Động<color=#473115>, hiện tại bị 1 nhóm Phỉ Tặc của Tần Gia Trại chiếm lĩnh. Quan Phủ Triều Đình nhiều năm đánh dẹp cũng không được, nếu các hạ có thể đi và giúp đỡ tiêu diệt Phỉ Tặc thì đó là việc tốt cho bản thân và triều đình. Ta giới thiệu cho các hạ 1 người tên là <color=#b029ff>Ma Vân Thiên <color=#473115>tại Ma Nhai Động, là người phụ trách đón các vị hảo hán tới chinh chiến tại Ma Nhai Động!<br> Các hạ trước tiên từ <color=#1cab2a>Cửa Đông Thành Lạc Dương<color=#473115>, đến <color=#1cab2a>Nhạn Nam<color=#473115>, Ma Nhai Động ở tại <color=#1cab2a>góc trên tây bắc Nhạn Nam<color=#473115>.","Các hạ đến thật đúng lúc, hiện tại trong Ma Nhai Động có rất nhiều bọn tội phạm tặc phỉ  tụ tập, có rất nhiều thứ cần các hạ trợ giúp.",30,10389,-1,,"[{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""3"",""NPCID"":""477""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""42"",""NPCID"":""514""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""42"",""NPCID"":""514""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
365,Task,10389001,10389,1,1,-1,Thanh Tiễu Ma Nhai Động,"Ma Nhai Động này có rất nhiều thổ phỉ, không phải chỉ 1 ngày 2 ngày có thể dẹp loạn hết được. Các hạ lần này nên đi trước dò thám hang động, tiêu diệt một số phỉ đồ. Sau đó trở về tìm ta. Lúc nãy ta cho các hạ <color=#ff7b00>Kim Đan Hồ Lô <color=#473115>và <color=#ff7b00>Càng Khôn Hồ<color=#473115>, trong thời điểm quan trọng sử dụng nó sẽ rất có ích đó.","Đánh tốt lắm, Ma Nhai Động là nơi luyện công tốt nhất, sau này các hạ có thể tìm bọn giang hồ này, thường xuyên vào Ma Nhai Động để trừ hại cho dân lại có thể tăng thực lực bản thân, thật là 1 công lưỡng tiện mà! Miếng <color=#ff7b00>Tân Thủ Lệnh Bài Cấp 2 <color=#473115>các hạ cầm lấy, có vật này có thể đi đến <color=#1cab2a>Tô Châu<color=#b029ff>Lương Sư Thành<color=#473115> đổi <color=#1cab2a>1 Bộ Trang Bị Sư Môn cấp 30<color=#473115>.",31,10390,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10388""}},{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""410""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""42"",""NPCID"":""514""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""42"",""NPCID"":""514""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""42""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""10986"",""Count"":""10""}},{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""10989"",""Count"":""10""}},{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""1025"",""Count"":""10""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
366,Task,10390001,10390,0,1,-1,Kẻ Thù Xâm Lược,"Những năm gần đây người nổi lên tạo phản ngày càng nhiều, một khi có chiến sự thì lão bá tánh cũng bị liên lụy. Dù sao thì 1 nhà Cửu Châu, thiên hạ thái bình là ước nguyện của muôn dân. Nhưng phản tặc khắp nơi vốn tiêu diệt không hết. Với võ công hiện của các hạ thì cũng nên cống hiến chút sức lực cho nước cho dân rồi. Ta giới thiệu các hạ đi tìm 1 người, <color=#1cab2a>Lạc Dương <color=#473115>nơi <color=#b029ff>Lập Phồn <color=#473115>nàng ta rất ghét việc ác, các hạ có thể tìm nàng ta dò hỏi chút thông tin <color=#1cab2a>liên quan đến Tặc Binh Xâm Nhập<color=#473115>.","Các hạ là do Châu Thiên Sư giới thiệu tới ư, quá tốt rồi! Mấy ngày gần đây, các Tặc Binh Xâm Nhập ngày càng nhiều, chúng ta đang cần một người đắc lực như các hạ, viên <color=#ff7b00>Thiên Linh Đan <color=#473115>này đưa cho các hạ trước xem như quà gặp mặt.",32,10391,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10389""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""3"",""NPCID"":""477""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""3"",""NPCID"":""462""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""3"",""NPCID"":""462""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
367,Task,10391001,10391,0,1,-1,Đánh Lén Môn Phái,"Nay giang hồ có Thập Nhị Phái, võ công các phái đều có điểm mạnh và điểm yếu. Nhưng cây cao gió lớn, môn phái càng nổi tiếng thì càng bị kẻ xấu ganh tỵ. Chúng thường tụ tập một bọn gọi là <color=#1cab2a>Giang hồ tà đạo<color=#473115>, thừa lúc môn phái không phòng bị sẽ đánh lén. Sau khi xảy ra sự việc, đương nhiên đệ tử các phái sẽ nhanh chóng quay về bảo vệ sư môn. Nhưng có một số người của phái khác cũng mang danh chính nghĩa giang hồ đi giúp đỡ.<br>  Ngươi hãy đến <color=#b029ff>Lập Phồn<color=#473115> một chuyến, tìm hiểu nguyên nhân bọn <color=#1cab2a>Tà Đạo đánh lén các đại môn phái<color=#473115>.","Dạo gần đây khắp nơi đều xuất hiện bọn giang hồ tà đạo phản loạn, chúng tôi cần sự trợ giúp của các hạ.",33,10392,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10390""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""3"",""NPCID"":""477""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""3"",""NPCID"":""462""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""3"",""NPCID"":""462""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
368,Task,10392001,10392,2,1,-1,Tát Ninh Bị Trói,"Cứu ta...!<br>  <Các hạ là người đầu tiên nhìn thấy Lang Nhân nói chuyện, không tránh khỏi cảm giác sợ hãi><br>  <Lang Nhân này tuổi còn nhỏ, một sợi xích khóa lấy 2 tay 2 chân khiến nó không thể động đậy được><br>  Mau cứu ta, ta và người trong tộc cần sự giúp đỡ! <color=#b029ff>Ác Lang Thủ Vệ<color=#473115> có <color=#ff7b00>chìa Khóa<color=#473115> mở xích. Mau tìm <color=#ff7b00>chìa Khóa<color=#473115>, thả ta ra đi!","A, ta tự do rồi, xin đa tạ các hạ!",33,10393,-1,,"[{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""20"",""NPCID"":""196""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""20"",""NPCID"":""196""}},{""Tag"":""LootItemFromMonster"",""Attributes"":{""MapID"":""20""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""510"",""ItemID"":""40002143"",""Rate"":""100"",""Quantity"":""1""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
369,Task,10393001,10393,0,1,-1,Phát Hiện Của Tát Ninh,"Tại hạ chính là tộc trưởng bộ tộc Khúc Viên Thương Sơn Lang Tộc. Trong khoảng thời gian Tát Lỗ đảm nhận tộc trưởng, không ngừng gây chiến với bên ngoài, Lang Nhân lương thiện bị hắn xua đuổi chiếm lấy địa bàn, cướp đoạt lương thực.Thúc Thúc Tát Tang-vốn là tộc trưởng trước đây nhiều lần khuyên nhủ, kết quả bị lưu đày, từ đó tại hạ bắt đầu làm tộc trưởng Khôi Lỗi. <br> Giờ đi tìm ông ta không phải là thượng sách, trái lại sẽ chuốc họa vào thân. Thúc Thúc có người bằng hữu tên <color=#b029ff>Chủng Thế Hoành<color=#473115>, nghe nói hiện tại đang ở <color=#1cab2a>Nhạn Nam<color=#473115> có thể giúp ta hiến kế.","Hiện nay, tình hình chiến sự ở Nhạn Nam rất gay cấn, ta không thể tự mình đi giúp các hạ ta và đứa con trai đáng yêu của ông ta. Nhưng các hạ phải tin ta, đợi đến khi tình hình chiến sự tạm thời ổn định, ta sẽ nghĩ ra phương án tốt nhất",33,10394,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10392""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""20"",""NPCID"":""196""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""24"",""NPCID"":""850""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""24"",""NPCID"":""850""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
370,Task,10394001,10394,0,1,-1,Tam Nhân Giai Hành,"Tề Khoảnh Công năm đó khí xung thiên, Diệt Thử Triều Thực, có ý nghĩa là: Các huynh đệ, ta một mình chống đỡ ở đây! Mọi người xông lên diệt địch đi, rồi chúng ta mới ăn sáng!<br>    Đáng tiếc Tề Khoảnh Công dùng võ vẫn chưa xong, cuối cùng vẫn không chống đỡ nổi sự xung kích của quân Tấn Quốc và đã thất bại.<br>    Nên hàm nghĩa khác của chiều này, chính là phải có thể chống đỡ nổi kẻ địch.<br>  các hạ, đệ tửa của ta Chủng Thế Hành hiện giờ làm đại sư ở Nhạn Môn Quan, các hạ có thể đến đó tu luyện.","Sư phụ phái các hạ đến đây tìm tại hạ? A, ra là Thiếu Lâm cao đồ, được rồi, tại hạ sẽ an bài 1 cái lịch luyện khu trường.",34,10395,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10393""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""2"",""NPCID"":""35""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""24"",""NPCID"":""850""}},{""Tag"":""Delivery"",""Attributes"":{""MapID"":""24"",""NPCID"":""850""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
371,Task,10395001,10395,2,1,-1,Thiên Địa Kỳ Vật,"Khi chiến đấu với các quái vật tại dã ngoại, các hạ có thể từ trên người chúng nhận được 1 loại Kỳ Vật. Vật này không có tác dụng gì với người khác nhưng đối với thương nhân chúng ta mà nói thì rất có giá trị. Chỉ cần người đem đến 1 vài Kỳ Vật, chúng tôi sẽ trả giá cao cho vật này.<br> Với công lực hiện tại của các hạ, #gNhạn Bắc ở ngoài Lạc Dương Đông Môn <color=#473115>là nơi thích hợp cho các hạ chiến đấu. Các hạ bây giờ hãy đi Nhạn Bắc tiêu diệt 1 vài quái vật, từ trên người chúng thu thập <color=#1cab2a>8 <color=#473115>Kỳ Vật <color=#ff7b00>Bát Bảo Tháp <color=#473115>cho ta, ta sẽ không bạc đãi các hạ đâu.","Quay về thật là nhanh, để ta xem xem nào! Rất tốt. Các hạ hãy nhận lấy số ngân lượng này.",34,10396,-1,,"[{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""3"",""NPCID"":""435""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""3"",""NPCID"":""435""}},{""Tag"":""LootItemFromMonster"",""Attributes"":{""MapID"":""24""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""762"",""ItemID"":""40010007"",""Rate"":""100"",""Quantity"":""8""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
372,Task,10396001,10396,1,1,-1,Thám Thính Cổ Mộ,"Quái vật trong <color=#1cab2a>Yến Vương Cổ Mộ <color=#473115>mạnh hơn quái vật ở ngòai rất nhiều, đối với các hạ mà nói thì đây là 1 cơ hội khiêu chiến tốt. Các hạ trước tiên hãy đi tiêu diệt một số <color=#b029ff>Thâu Liệp Giả <color=#473115>và <color=#b029ff>Mị Ảnh Yển Sư <color=#473115>để nắm rõ hoàn cảnh luyện công ở đây.","Nhanh vậy đã về rồi sao! Quả nhiên công phu rất hay. Đây <color=#1cab2a>Yến Vương Cổ Mộ còn có 8 tầng<color=#473115>, quái vật cũng tùy theo mỗi tầng mà hung dữ thêm. Các hạ sau này các thường xuyên đến luyện tập, nhưng nhất định phải tự lượng sức mình.",34,10397,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10395""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""33"",""NPCID"":""4""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""33"",""NPCID"":""4""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""33""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""1346"",""Count"":""5""}},{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""1347"",""Count"":""5""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
373,Task,10397001,10397,2,1,-1,Yến Huyền Chi Ngọc,"Trên người quái vật trong Yến Vương Cổ Mộ sẽ mang theo Yến Huyền Ngọc. Đi thu thập 5 viên <color=#ff7b00>Yến Huyền Ngọc <color=#1cab2a>(Nhiệm Vụ)<color=#473115>, sau đó giao cho <color=#1cab2a>Nhạn Bắc <color=#473115>tại <color=#b029ff>Mục Đảo<color=#473115>, ông ta sẽ thưởng cho các hạ.","Rất tốt, là do Yến Biệt Thu giới thiệu các hạ đến đây gặp ta đúng không. Trước tiên ta sẽ tặng cho các hạ 1 bộ trang bị xem như là món quà nhỏ, sau này nếu có loại ngọc thạch cực phẩm này, nhất định hãy giao cho ta, ta sẽ không phụ lòng các hạ.",35,10398,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10396""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""33"",""NPCID"":""4""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""31"",""NPCID"":""830""}},{""Tag"":""LootItemFromMonster"",""Attributes"":{""MapID"":""33""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""1347"",""ItemID"":""40010005"",""Rate"":""100"",""Quantity"":""5""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
374,Task,10398001,10398,1,1,-1,Thổ Phỉ Nổi Loạn,"Tức chết đi được.  <br> <Da Luật Dư Đổ qua lại trước mặt các hạ, sắc mặt hung tợn, nổi cơn lôi đình! ><br> Vài hôm trước rõ ràng ta thấy bọn Bọn Cướp Tần Gia Trại và 1 dội Tống Quân đánh nhau, không ngờ tối qua chúng lại tấn công vào đại doanh Liêu quân ta, không lẽ lại có quỉ kế gì đây.  <br> <Bỗng Da Luật Dư Đổ dừng lại, nở nụ cười nham hiểm. ><br> Chả lẽ trong Tần Gia Trại xảy ra chuyện? Không biết sao đây? Nếu quả thật như vậy thì đó là cơ hội tốt cho chúng ta rồi. Nếu chúng ta hạ được Tần Gia Trại trước khi cướp của Tống quân, vậy thì chúng ta sẽ có rất nhiều vật tư dự trữ và tử sĩ. <br> các hạGiờ các hạ đi hạ 30 <color=#b029ff>Bọn Cướp Tần Gia Trại <color=#473115>, Xem phản ứng chúng thế nào.","Làm tốt đấy, ha ha ha, chúng ta sắp được xem trò hay đây.",35,10399,-1,,"[{""Tag"":""RequireTask"",""Attributes"":{""GroupID"":""10397""}},{""Tag"":""OfferNPC"",""Attributes"":{""MapID"":""31"",""NPCID"":""832""}},{""Tag"":""CompleteNPC"",""Attributes"":{""MapID"":""31"",""NPCID"":""832""}},{""Tag"":""KillMonster"",""Attributes"":{""MapID"":""31""},""Children"":[{""Tag"":""Monster"",""Attributes"":{""MonsterID"":""1025"",""Count"":""30""}}]},{""Tag"":""AwardExp"",""Attributes"":{""Value"":""-1""}},{""Tag"":""AwardBoundMoney"",""Attributes"":{""Value"":""16100""}}]"
