ScenarioID,ScenarioName,DungeonMapID,StepIndex,StepID,StepDesc,ActionIndex,ActionType,MapID,NPCID,X,Y,PosX,PosY,Count,Radius,Text,Timeout,Seconds,NextStep
Q2_LauLan,Huyền Phật Châu,109,1,enter,Vào Huyền Phật Châu,4,Wait,,,,,,,,,,,2,
Q2_LauLan,Huyền Phật Châu,109,2,zone,Độc Chướng Tiểu Quái,1,GoTo,,,4224,1824,,,,,,,,
Q2_LauLan,Huyền Phật Châu,109,2,zone,Độc Chướng Tiểu Quái,2,Kill,,,,,,,125,1600,,,,
Q2_LauLan,Huyền Phật Châu,109,3,boss_1,Tê Phong Ma,1,GoTo,,,4224,1920,,,,,,,,
Q2_LauLan,Huyền Phật Châu,109,3,boss_1,Tê Phong Ma,2,Kill,,,,,,,1,800,,,,
Q2_LauLan,Huyền Phật Châu,109,4,boss_2,Liệt Địa Hành Giả,1,GoTo,,,2656,5888,,,,,,,,
Q2_LauLan,Huyền Phật Châu,109,4,boss_2,Liệt Địa Hành Giả,2,Kill,,,,,,,1,800,,,,
Q2_LauLan,Huyền Phật Châu,109,5,boss_3,Võ Huyền Tướng,1,GoTo,,,5824,2880,,,,,,,,
Q2_LauLan,Huyền Phật Châu,109,5,boss_3,Võ Huyền Tướng,2,Kill,,,,,,,1,800,,,,
Q2_LauLan,Huyền Phật Châu,109,6,boss_4,Ngũ Độc Ma Sứ,1,GoTo,,,5792,5888,,,,,,,,
Q2_LauLan,Huyền Phật Châu,109,6,boss_4,Ngũ Độc Ma Sứ,2,Kill,,,,,,,1,800,,,,
Q2_LauLan,Huyền Phật Châu,109,7,boss_5,Phá Diệm Tôn Giả,1,GoTo,,,2304,3872,,,,,,,,
Q2_LauLan,Huyền Phật Châu,109,7,boss_5,Phá Diệm Tôn Giả,2,Kill,,,,,,,1,800,,,,
Q2_LauLan,Huyền Phật Châu,109,8,boss_6,Hồng Cúc Yêu Vương,1,GoTo,,,4064,4416,,,,,,,,
Q2_LauLan,Huyền Phật Châu,109,8,boss_6,Hồng Cúc Yêu Vương,2,Kill,,,,,,,1,800,,,,
Q2_LauLan,Huyền Phật Châu,109,9,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Huyền Phật Châu!,,,
Q3_LauLan,Dung Nham Chi Địa,110,1,enter,Vào Dung Nham Chi Địa,1,GoToNPC,5,386,,,4000,8500,,,,,,
Q3_LauLan,Dung Nham Chi Địa,110,1,enter,Vào Dung Nham Chi Địa,2,SelectDialog,,,,,,,,,Dung Nham Chi Địa,6,,
Q3_LauLan,Dung Nham Chi Địa,110,1,enter,Vào Dung Nham Chi Địa,3,WaitMapChange,110,,,,,,,,,3,,
Q3_LauLan,Dung Nham Chi Địa,110,1,enter,Vào Dung Nham Chi Địa,4,Wait,,,,,,,,,,,2,
Q3_LauLan,Dung Nham Chi Địa,110,2,zone,Yêu Ma Tùy Tùng,1,GoTo,,,5984,2560,,,,,,,,
Q3_LauLan,Dung Nham Chi Địa,110,2,zone,Yêu Ma Tùy Tùng,2,Kill,,,,,,,190,1600,,,,
Q3_LauLan,Dung Nham Chi Địa,110,3,boss_1,Hỏa Diệm Yêu Ma,1,GoTo,,,2144,6656,,,,,,,,
Q3_LauLan,Dung Nham Chi Địa,110,3,boss_1,Hỏa Diệm Yêu Ma,2,Kill,,,,,,,1,800,,,,
Q3_LauLan,Dung Nham Chi Địa,110,4,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Dung Nham Chi Địa!,,,
SatTinh,Thập Nhị Sát Tinh,111,1,enter,Thập Nhị Sát Tinh,1,GoToNPC,2,41,,,4170,7840,,,,,,
SatTinh,Thập Nhị Sát Tinh,111,1,enter,Thập Nhị Sát Tinh,2,SelectDialog,,,,,,,,,Khiêu chiến Thập Nhị Sát Tinh,6,,
SatTinh,Thập Nhị Sát Tinh,111,1,enter,Thập Nhị Sát Tinh,3,WaitMapChange,111,,,,,,,,,3,,
SatTinh,Thập Nhị Sát Tinh,111,1,enter,Thập Nhị Sát Tinh,4,Wait,,,,,,,,,,,2,
SatTinh,Thập Nhị Sát Tinh,111,2,boss_1,,1,Wait,,,,,,,,,,,25,
SatTinh,Thập Nhị Sát Tinh,111,2,boss_1,,2,GoTo,,,2037,2550,,,,,,,,
SatTinh,Thập Nhị Sát Tinh,111,2,boss_1,,3,Kill,,,,,,,100,1000,,,,
SatTinh,Thập Nhị Sát Tinh,111,3,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Thập Nhị Sát Tinh!,,,
PMVL,Yến Tử Ô,105,1,enter,Yến Tử Ô,1,GoToNPC,25,721,,,2200,6400,,,,,,
PMVL,Yến Tử Ô,105,1,enter,Yến Tử Ô,2,SelectDialog,,,,,,,,,Thảo phạt Yến Tử Ô,6,,
PMVL,Yến Tử Ô,105,1,enter,Yến Tử Ô,3,WaitMapChange,105,,,,,,,,,3,,
PMVL,Yến Tử Ô,105,1,enter,Yến Tử Ô,4,Wait,,,,,,,,,,,1,
PMVL,Yến Tử Ô,105,2,Step1,,1,UsePortal,,,,,5670,1090,,100,,,,
PMVL,Yến Tử Ô,105,3,Step2,,1,GoTo,,,2660,1520,,,,,,,,
PMVL,Yến Tử Ô,105,3,Step2,,2,Kill,,,,,,,10,1000,,,,
PMVL,Yến Tử Ô,105,4,Step3,,1,UsePortal,,,,,2080,1420,,100,,,,
PMVL,Yến Tử Ô,105,5,Step4,,1,GoTo,,,7300,2400,,,,,,,,
PMVL,Yến Tử Ô,105,5,Step4,,2,Kill,,,,,,,10,1000,,,,
PMVL,Yến Tử Ô,105,6,Step5,,1,UsePortal,,,,,5830,5400,,100,,,,
PMVL,Yến Tử Ô,105,7,Step6,,1,GoTo,,,4800,5500,,,,,,,,
PMVL,Yến Tử Ô,105,7,Step6,,2,Kill,,,,,,,10,1000,,,,
PMVL,Yến Tử Ô,105,8,Step7,,1,GoTo,,,2000,4600,,,,,,,,
PMVL,Yến Tử Ô,105,8,Step7,,2,Kill,,,,,,,10,1000,,,,
PMVL,Yến Tử Ô,105,9,Step8,,1,GoTo,,,1900,6200,,,,,,,,
PMVL,Yến Tử Ô,105,9,Step8,,2,Kill,,,,,,,10,1000,,,,
PMVL,Yến Tử Ô,105,10,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Phụng Minh Vương Lăng!,,,
PhiKH,Diệt Phỉ Kính Hồ,107,1,enter,Diệt Phỉ Kính Hồ,1,GoToNPC,30,301,,,6400,8430,,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,1,enter,Diệt Phỉ Kính Hồ,2,SelectDialog,,,,,,,,,Diệt phỉ Kính Hồ,3,,
PhiKH,Diệt Phỉ Kính Hồ,107,1,enter,Diệt Phỉ Kính Hồ,3,WaitMapChange,107,,,,,,,,,6,,
PhiKH,Diệt Phỉ Kính Hồ,107,1,enter,Diệt Phỉ Kính Hồ,4,Wait,,,,,,,,,,,2,
PhiKH,Diệt Phỉ Kính Hồ,107,2,zone1,Kính Hồ Thuỷ Phỉ,1,Wait,,,,,,,,,,,25,
PhiKH,Diệt Phỉ Kính Hồ,107,2,zone1,Kính Hồ Thuỷ Phỉ,2,GoTo,,,992,864,,,,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,2,zone1,Kính Hồ Thuỷ Phỉ,3,Kill,,,,,,,200,800,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,3,boss,Kính Hồ Thủy Phỉ Đầu Lĩnh,1,GoTo,,,4384,4832,,,,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,3,boss,Kính Hồ Thủy Phỉ Đầu Lĩnh,2,Kill,,,,,,,1,800,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,4,boss_1,Kính Hồ Thủy Phỉ Đầu Lĩnh,1,GoTo,,,4448,4800,,,,,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,4,boss_1,Kính Hồ Thủy Phỉ Đầu Lĩnh,2,Kill,,,,,,,1,800,,,,
PhiKH,Diệt Phỉ Kính Hồ,107,5,finish,hoàn thành,1,Notify,,,,,,,,,Hoàn thành Diệt Phỉ Kính Hồ!,,,
