ScenarioID,ScenarioName,StepIndex,StepID,StepDesc,MonsterID,LevelRange,MonsterName,MonsterResName,MonsterType
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,22,quai11,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1750,10-19,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1751,20-29,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1752,30-39,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1753,40-49,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1754,50-59,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1755,60-69,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1756,70-79,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1757,80-89,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1758,90-99,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,23,boss11,Tiêu Vu Nhi,1759,100-999,Tiêu Vu Nhi,PengMin,Boss
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2490,10-19,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2491,20-29,Phạm nhân bình thường,ShuiGuiTanZi,Normal
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2492,30-39,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2493,40-49,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2494,50-59,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2495,60-69,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2496,70-79,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2497,80-89,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2498,90-99,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,24,quai12,Phạm nhân bình thường,2499,100-999,Phạm nhân bình thường,ShuiGuiTanZi,Hater
ThuyLao,Thủy Lao,25,boss12,Tào Song,1760,10-19,Tào Song,ZhanDouBuKuai2,Boss
ThuyLao,Thủy Lao,25,boss12,Tào Song,1761,20-29,Tào Song,ZhanDouBuKuai2,Boss
ThuyLao,Thủy Lao,25,boss12,Tào Song,1762,30-39,Tào Song,ZhanDouBuKuai2,Boss
ThuyLao,Thủy Lao,25,boss12,Tào Song,1763,40-49,Tào Song,ZhanDouBuKuai2,Boss
ThuyLao,Thủy Lao,25,boss12,Tào Song,1764,50-59,Tào Song,ZhanDouBuKuai2,Boss
ThuyLao,Thủy Lao,25,boss12,Tào Song,1765,60-69,Tào Song,ZhanDouBuKuai2,Boss
ThuyLao,Thủy Lao,25,boss12,Tào Song,1766,70-79,Tào Song,ZhanDouBuKuai2,Boss
ThuyLao,Thủy Lao,25,boss12,Tào Song,1767,80-89,Tào Song,ZhanDouBuKuai2,Boss
ThuyLao,Thủy Lao,25,boss12,Tào Song,1768,90-99,Tào Song,ZhanDouBuKuai2,Boss
ThuyLao,Thủy Lao,25,boss12,Tào Song,1769,100-999,Tào Song,ZhanDouBuKuai2,Boss
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4060,10-19,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Normal
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4061,20-29,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Normal
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4062,30-39,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4063,40-49,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4064,50-59,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4065,60-69,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4066,70-79,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4067,80-89,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4068,90-99,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,2,quai1,Ngụy Tống Binh,4069,100-999,Nguỵ Tống binh,DaCaoGuSongBingTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4090,10-19,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4091,20-29,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4092,30-39,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4093,40-49,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4094,50-59,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4095,60-69,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4096,70-79,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4097,80-89,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4098,90-99,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,3,boss1,Ngụy Tống Quân Đô Thống,4099,100-999,Nguỵ Tống Quân Đô Thống,YeWaiShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4070,10-19,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Normal
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4071,20-29,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Normal
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4072,30-39,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4073,40-49,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4074,50-59,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4075,60-69,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4076,70-79,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4077,80-89,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4078,90-99,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,4,quai10,Đào Thoán Phỉ Loại,4079,100-999,Đào Thoán Phỉ Loại,MaFeiTanZiTouMu,Hater
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4080,10-19,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4081,20-29,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4082,30-39,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4083,40-49,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4084,50-59,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4085,60-69,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4086,70-79,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4087,80-89,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4088,90-99,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,5,boss2,Ngụy Tống Quân Phó Đô Thống,4089,100-999,Nguỵ Tống Quân Phó Đô Thống,YeWaiXiaoShouLing,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4100,10-19,Dư Độc,RenLeiShouLing2,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4101,20-29,Dư Độc,RenLeiShouLing2,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4102,30-39,Dư Độc,RenLeiShouLing2,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4103,40-49,Dư Độc,RenLeiShouLing2,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4104,50-59,Dư Độc,RenLeiShouLing2,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4105,60-69,Dư Độc,RenLeiShouLing2,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4106,70-79,Dư Độc,RenLeiShouLing2,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4107,80-89,Dư Độc,RenLeiShouLing2,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4108,90-99,Dư Độc,RenLeiShouLing2,Boss
Q1_ToChau,Biên Giới Tống Liêu,6,boss3,Dư Độc,4109,100-999,Dư Độc,RenLeiShouLing2,Boss
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4110,10-19,Dã Hùng,HuiXiong,Normal
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4111,20-29,Dã Hùng,HuiXiong,Normal
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4112,30-39,Dã Hùng,HuiXiong,Hater
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4113,40-49,Dã Hùng,HuiXiong,Hater
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4114,50-59,Dã Hùng,HuiXiong,Hater
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4115,60-69,Dã Hùng,HuiXiong,Hater
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4116,70-79,Dã Hùng,HuiXiong,Hater
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4117,80-89,Dã Hùng,HuiXiong,Hater
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4118,90-99,Dã Hùng,HuiXiong,Hater
Q2_ToChau,Trúc Lâm,2,zone1,Dã Hùng,4119,100-999,Dã Hùng,HuiXiong,Hater
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4120,10-19,Hồng Hùng Vương,HongXiongWang,Boss
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4121,20-29,Hồng Hùng Vương,HongXiongWang,Boss
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4122,30-39,Hồng Hùng Vương,HongXiongWang,Boss
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4123,40-49,Hồng Hùng Vương,HongXiongWang,Boss
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4124,50-59,Hồng Hùng Vương,HongXiongWang,Boss
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4125,60-69,Hồng Hùng Vương,HongXiongWang,Boss
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4126,70-79,Hồng Hùng Vương,HongXiongWang,Boss
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4127,80-89,Hồng Hùng Vương,HongXiongWang,Boss
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4128,90-99,Hồng Hùng Vương,HongXiongWang,Boss
Q2_ToChau,Trúc Lâm,3,boss,Hồng Hùng Vương,4129,100-999,Hồng Hùng Vương,HongXiongWang,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4130,10-19,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4131,20-29,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4132,30-39,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4133,40-49,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4134,50-59,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4135,60-69,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4136,70-79,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4137,80-89,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4138,90-99,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
Q3_ToChau,Dã Ngoại Trại Phỉ,2,boss,Cát Vinh,4139,100-999,Sơn Trại Đại Vương,bossGeRongShengJi090801,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1770,10-19,Cờ Trắng,BaiQiZi2,Normal
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1771,20-29,Cờ Trắng,BaiQiZi2,Normal
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1772,30-39,Cờ Trắng,BaiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1773,40-49,Cờ Trắng,BaiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1774,50-59,Cờ Trắng,BaiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1775,60-69,Cờ Trắng,BaiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1776,70-79,Cờ Trắng,BaiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1777,80-89,Cờ Trắng,BaiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1778,90-99,Cờ Trắng,BaiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1779,100-999,Cờ Trắng,BaiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1780,10-19,Cờ Đen,HeiQiZi2,Normal
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1781,20-29,Cờ Đen,HeiQiZi2,Normal
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1782,30-39,Cờ Đen,HeiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1783,40-49,Cờ Đen,HeiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1784,50-59,Cờ Đen,HeiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1785,60-69,Cờ Đen,HeiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1786,70-79,Cờ Đen,HeiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1787,80-89,Cờ Đen,HeiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1788,90-99,Cờ Đen,HeiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1789,100-999,Cờ Đen,HeiQiZi2,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1790,10-19,Bạch Kỳ Hồn,ShiRenYanShi,Normal
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1791,20-29,Bạch Kỳ Hồn,ShiRenYanShi,Normal
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1792,30-39,Bạch Kỳ Hồn,ShiRenYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1793,40-49,Bạch Kỳ Hồn,ShiRenYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1794,50-59,Bạch Kỳ Hồn,ShiRenYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1795,60-69,Bạch Kỳ Hồn,ShiRenYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1796,70-79,Bạch Kỳ Hồn,ShiRenYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1797,80-89,Bạch Kỳ Hồn,ShiRenYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1798,90-99,Bạch Kỳ Hồn,ShiRenYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1799,100-999,Bạch Kỳ Hồn,ShiRenYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1800,10-19,Hắc Kỳ Hồn,DaYanShi,Normal
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1801,20-29,Hắc Kỳ Hồn,DaYanShi,Normal
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1802,30-39,Hắc Kỳ Hồn,DaYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1803,40-49,Hắc Kỳ Hồn,DaYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1804,50-59,Hắc Kỳ Hồn,DaYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1805,60-69,Hắc Kỳ Hồn,DaYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1806,70-79,Hắc Kỳ Hồn,DaYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1807,80-89,Hắc Kỳ Hồn,DaYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1808,90-99,Hắc Kỳ Hồn,DaYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),2,zone1,Tiêu diệt quân cờ,1809,100-999,Hắc Kỳ Hồn,DaYanShi,Hater
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1850,10-19,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1851,20-29,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1852,30-39,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1853,40-49,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1854,50-59,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1855,60-69,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1856,70-79,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1857,80-89,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1858,90-99,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo1,Trân Long Kỳ Cuộc (thường),3,boss,Viễn Cổ Kỳ Hồn,1859,100-999,Viễn Cổ Kỳ Hồn,QiJuShouLing,Boss
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1770,10-19,Cờ Trắng,BaiQiZi2,Normal
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1771,20-29,Cờ Trắng,BaiQiZi2,Normal
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1772,30-39,Cờ Trắng,BaiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1773,40-49,Cờ Trắng,BaiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1774,50-59,Cờ Trắng,BaiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1775,60-69,Cờ Trắng,BaiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1776,70-79,Cờ Trắng,BaiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1777,80-89,Cờ Trắng,BaiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1778,90-99,Cờ Trắng,BaiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1779,100-999,Cờ Trắng,BaiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1780,10-19,Cờ Đen,HeiQiZi2,Normal
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1781,20-29,Cờ Đen,HeiQiZi2,Normal
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1782,30-39,Cờ Đen,HeiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1783,40-49,Cờ Đen,HeiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1784,50-59,Cờ Đen,HeiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1785,60-69,Cờ Đen,HeiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1786,70-79,Cờ Đen,HeiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1787,80-89,Cờ Đen,HeiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1788,90-99,Cờ Đen,HeiQiZi2,Hater
DanhCo2,Trân Long Kỳ Cuộc (nhanh),2,zone1,Tiêu diệt quân cờ,1789,100-999,Cờ Đen,HeiQiZi2,Hater
