ID,Name,TaskType,TaskRule,FactionID,RequireLevel,NextTaskID,CopySceneScriptID,OfferMapID,OfferMapName,OfferNPCID,OfferNPCName,CompleteMapID,CompleteMapName,CompleteNPCID,CompleteNPCName
10300001,Chứng Minh Thành Ý,1,0,-1,34,10301,-1,24,Nhạn Nam,841,Gia Luật Mạc Ca,24,Nhạn Nam,841,Gia Luật Mạc Ca
1030101,Giao Dịch Của Tội Ác,0,0,-1,34,10302,-1,24,Nhạn Nam,841,Gia Luật Mạc Ca,24,Nhạn Nam,844,Mã Thừa Sảnh
10302001,Chuẩn Bị Tiến Đánh,0,0,-1,34,10303,-1,24,Nhạn Nam,844,Mã Thừa Sảnh,24,Nhạn Nam,850,Chủng Thế Hoành
10303001,Lần Thứ Nhất Đánh Tần Gia Trại,1,0,-1,35,10304,-1,24,Nhạn Nam,850,Chủng Thế Hoành,24,Nhạn Nam,850,Chủng Thế Hoành
10304001,Lần Thứ Hai Đánh Tần Gia Trại,1,0,-1,35,10305,-1,24,Nhạn Nam,850,Chủng Thế Hoành,24,Nhạn Nam,850,Chủng Thế Hoành
10305001,Lần Thứ Ba Đánh Tần Gia Trại,1,0,-1,35,10306,-1,24,Nhạn Nam,850,Chủng Thế Hoành,24,Nhạn Nam,850,Chủng Thế Hoành
10306001,Bình Minh Thắng Lợi,1,0,-1,35,10307,-1,24,Nhạn Nam,850,Chủng Thế Hoành,24,Nhạn Nam,850,Chủng Thế Hoành
10307001,Tình Hữu Nghị Bị Quên Lãng,0,0,-1,36,10308,-1,24,Nhạn Nam,850,Chủng Thế Hoành,27,Long Tuyền,310,Ông Quý Chi
10308001,Chùa Độc Thượng Kim Sơn,0,0,-1,36,10309,-1,27,Long Tuyền,310,Ông Quý Chi,27,Long Tuyền,311,Pháp Niệm
10309001,Chuyện Đã Qua Coi Như Hư Vô,0,0,-1,36,10310,-1,27,Long Tuyền,311,Pháp Niệm,27,Long Tuyền,313,A Thanh
10310001,Phàn Tâm Tự Điệp,2,0,-1,36,10311,-1,27,Long Tuyền,313,A Thanh,27,Long Tuyền,313,A Thanh
10311001,Quy Vân Chi Mê,2,0,-1,37,10312,-1,27,Long Tuyền,313,A Thanh,27,Long Tuyền,310,Ông Quý Chi
10312001,Bảo Vệ Vườn Trà,1,0,-1,37,10313,-1,27,Long Tuyền,310,Ông Quý Chi,27,Long Tuyền,311,Pháp Niệm
10313001,Lạn Lộ Thuỷ Quỷ,1,0,-1,37,10314,-1,27,Long Tuyền,311,Pháp Niệm,27,Long Tuyền,311,Pháp Niệm
10314001,Tung Hoả Thuỷ Quỷ,1,0,-1,37,10315,-1,27,Long Tuyền,311,Pháp Niệm,27,Long Tuyền,311,Pháp Niệm
10315001,Tạc Thuyền Thuỷ Quỷ,1,0,-1,37,10316,-1,27,Long Tuyền,311,Pháp Niệm,27,Long Tuyền,311,Pháp Niệm
10316001,Vân Tiêu Vụ Tán,1,0,-1,37,10317,-1,27,Long Tuyền,311,Pháp Niệm,27,Long Tuyền,311,Pháp Niệm
10317001,Hành Hiệp Trượng Nghĩa,1,0,-1,37,10318,-1,27,Long Tuyền,311,Pháp Niệm,27,Long Tuyền,311,Pháp Niệm
10318001,Liên Hoàn Sáo Liên Hoàn,0,0,-1,38,10319,-1,27,Long Tuyền,311,Pháp Niệm,4,Tô Châu,674,Tiền Hồng Vũ
10319001,Phiền Não Của Hoa Kiếm Vũ,0,0,-1,38,10320,-1,4,Tô Châu,674,Tiền Hồng Vũ,4,Tô Châu,707,Hoa Kiếm Vũ
10320001,Trận Đánh Cuối Cùng,0,0,-1,38,10321,-1,4,Tô Châu,707,Hoa Kiếm Vũ,4,Tô Châu,674,Tiền Hồng Vũ
10321001,Đại Công Cáo Thành,6,0,-1,39,10322,-1,4,Tô Châu,674,Tiền Hồng Vũ,3,Lạc Dương,477,Châu Thiên Sư
10322001,Tìm Hiểu Ám Khí,0,0,-1,40,10323,-1,3,Lạc Dương,477,Châu Thiên Sư,3,Lạc Dương,461,Yến Thanh
10323001,Đại Sư Ám Khí,0,0,-1,40,10324,-1,3,Lạc Dương,461,Yến Thanh,3,Lạc Dương,461,Yến Thanh
10324001,Phần Thưởng Của Yến Đại Sư,2,0,-1,40,10325,-1,3,Lạc Dương,461,Yến Thanh,3,Lạc Dương,461,Yến Thanh
10325001,Người Trong Giang Hồ,0,0,-1,-1,10326,-1,3,Lạc Dương,461,Yến Thanh,3,Lạc Dương,481,Phạm Thuần Nhân
10326001,Quỷ Suy Ma,0,0,-1,-1,10327,-1,3,Lạc Dương,481,Phạm Thuần Nhân,3,Lạc Dương,484,Kiểu Trí Quảng
10327001,Hồi Báo,0,0,-1,-1,10328,-1,3,Lạc Dương,484,Kiểu Trí Quảng,3,Lạc Dương,477,Châu Thiên Sư
10328001,Tìm kiếm Vạn Linh Thạch,2,0,-1,-1,10329,-1,3,Lạc Dương,477,Châu Thiên Sư,4,Tô Châu,671,Lương Sư Thành
10329001,Bộ Trang Bị Ngự Tứ,0,0,-1,-1,10330,-1,4,Tô Châu,671,Lương Sư Thành,4,Tô Châu,671,Lương Sư Thành
10330001,Hồi Báo Thiên Sư,0,0,-1,-1,10331,-1,4,Tô Châu,671,Lương Sư Thành,3,Lạc Dương,477,Châu Thiên Sư
10331001,Sinh Tài Chi Đạo,0,0,-1,-1,10332,-1,3,Lạc Dương,477,Châu Thiên Sư,3,Lạc Dương,435,Nhuế Phúc Tường
10332001,Cứu Nguy Tô Châu,0,0,-1,-1,10333,-1,3,Lạc Dương,435,Nhuế Phúc Tường,4,Tô Châu,650,Hô Diên Báo
10333001,Lạc Dương Tào Vận Sứ,0,0,-1,-1,10334,-1,4,Tô Châu,650,Hô Diên Báo,3,Lạc Dương,426,Triệu Minh Thành
10334001,Đại Lý Tào Vận Sứ,0,0,-1,-1,10335,-1,3,Lạc Dương,426,Triệu Minh Thành,2,Đại Lý,58,Vương Nhược Vũ
10335001,Tô Châu Tào Vận Sứ,0,0,-1,-1,10336,-1,2,Đại Lý,58,Vương Nhược Vũ,4,Tô Châu,704,Lục Sĩ Tranh
10336001,Hồi Phục Sư Mệnh,0,0,-1,-1,10337,-1,4,Tô Châu,704,Lục Sĩ Tranh,3,Lạc Dương,477,Châu Thiên Sư
10337001,Nạn Đói Ở Thương Sơn,0,0,-1,-1,10338,-1,3,Lạc Dương,477,Châu Thiên Sư,57,Thương Sơn,14,Tát Đô
10338001,Câu Chuyện Về Lương Thực,2,0,-1,-1,10339,-1,57,Thương Sơn,14,Tát Đô,57,Thương Sơn,14,Tát Đô
10339001,Khảo Nghiệm Vũ Lực,1,0,-1,-1,10340,-1,57,Thương Sơn,14,Tát Đô,57,Thương Sơn,14,Tát Đô
10340001,Tình Hữu Nghị Giữa Các Dân Tộc,1,0,-1,-1,10341,-1,57,Thương Sơn,14,Tát Đô,57,Thương Sơn,14,Tát Đô
10341001,Huynh Đệ Họ Tát,0,0,-1,-1,10342,-1,57,Thương Sơn,14,Tát Đô,57,Thương Sơn,12,Tát Tang
10342001,Chỉ thị Sáng Suốt,2,0,-1,-1,10343,-1,57,Thương Sơn,12,Tát Tang,57,Thương Sơn,12,Tát Tang
10343001,Tình Cảm Của Băng Phong,5,0,-1,-1,10344,-1,57,Thương Sơn,12,Tát Tang,57,Thương Sơn,11,Tát Mã
10344001,Tù Trưởng Chặn Đường,1,0,-1,-1,10345,-1,57,Thương Sơn,11,Tát Mã,57,Thương Sơn,11,Tát Mã
10345001,Thổ Ty Chặn Đường,1,0,-1,-1,10346,-1,57,Thương Sơn,11,Tát Mã,57,Thương Sơn,11,Tát Mã
10346001,Thương Sơn Tuyết Bay,0,0,-1,-1,10347,-1,57,Thương Sơn,11,Tát Mã,57,Thương Sơn,12,Tát Tang
10347001,Cứu Chuộc Linh Hồn,1,0,-1,-1,10348,-1,57,Thương Sơn,12,Tát Tang,57,Thương Sơn,12,Tát Tang
10348001,Sự Đền Đáp Hậu Hĩ,0,0,-1,-1,10349,-1,57,Thương Sơn,12,Tát Tang,31,Nhạn Bắc,829,Khúc Đoan
10349001,Hồng Quả Phụ,2,0,-1,-1,10350,-1,31,Nhạn Bắc,829,Khúc Đoan,31,Nhạn Bắc,829,Khúc Đoan
10350001,Hồng Thiết Trảo,2,0,-1,-1,10351,-1,31,Nhạn Bắc,829,Khúc Đoan,31,Nhạn Bắc,829,Khúc Đoan
10351001,Tìm Lỗ Bình,0,0,-1,-1,10352,-1,31,Nhạn Bắc,829,Khúc Đoan,31,Nhạn Bắc,827,Lỗ Bình
10352001,Phúc Đáp Khúc Đoan,0,0,-1,-1,10353,-1,31,Nhạn Bắc,827,Lỗ Bình,31,Nhạn Bắc,829,Khúc Đoan
10353001,Đả Thảo Cốc Liêu Binh,1,0,-1,-1,10354,-1,31,Nhạn Bắc,829,Khúc Đoan,31,Nhạn Bắc,828,Miêu Khánh
10354001,Ác Mộng Triền Thân,1,0,-1,-1,10355,-1,31,Nhạn Bắc,828,Miêu Khánh,31,Nhạn Bắc,828,Miêu Khánh
10355001,Bức Thư Thần Bí,0,0,-1,-1,10356,-1,31,Nhạn Bắc,828,Miêu Khánh,31,Nhạn Bắc,829,Khúc Đoan
10356001,Một Bức Thư Từ Nhà Gửi Đến,0,0,-1,-1,10357,-1,31,Nhạn Bắc,829,Khúc Đoan,83,Võ Di,793,Khúc Dương
10357001,Thí Luyện Chi Sở Yến Vương Cổ Mộ,0,0,-1,-1,-1,-1,83,Võ Di,793,Khúc Dương,33,Yến Vương Cổ Mộ Tầng 1,4,Yến Biệt Thu
10358001,Viện Trợ Tung Sơn,1,2,0,15,10359,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,23,Tung Sơn,615,Sách Lâm
10358002,Viện Trợ Tung Sơn,1,2,2,15,10359,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,23,Tung Sơn,615,Sách Lâm
10358003,Viện Trợ Tung Sơn,1,2,1,15,10359,-1,8,Quang Minh Điện,508,Lâm Nham,23,Tung Sơn,615,Sách Lâm
10358004,Viện Trợ Tung Sơn,1,2,3,15,10359,-1,14,Núi Võ Đang,752,Trương Trung Hành,23,Tung Sơn,615,Sách Lâm
10358005,Viện Trợ Tung Sơn,1,2,6,15,10359,-1,10,Thiên Long Tự,736,Bản Phàm,23,Tung Sơn,615,Sách Lâm
10358006,Viện Trợ Tung Sơn,1,2,8,15,10359,-1,11,Lăng Ba Động ,801,Tần Quán,23,Tung Sơn,615,Sách Lâm
10358007,Viện Trợ Tung Sơn,1,2,4,15,10359,-1,9,Nga My Sơn,179,Mãnh Long,23,Tung Sơn,615,Sách Lâm
10358008,Viện Trợ Tung Sơn,1,2,5,15,10359,-1,12,Tinh Túc Hải,821,Vương Ngạn,23,Tung Sơn,615,Sách Lâm
10358009,Viện Trợ Tung Sơn,1,2,7,15,10359,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,23,Tung Sơn,615,Sách Lâm
10358010,Viện Trợ Tung Sơn,1,2,10,15,10359,-1,15,Mộ Dung,256,Mộ Dung Thắng,23,Tung Sơn,615,Sách Lâm
10358011,Viện Trợ Tung Sơn,1,2,12,15,10359,-1,16,Quỷ Cốc,928,Vương Huyền Phong,23,Tung Sơn,615,Sách Lâm
10358012,Viện Trợ Tung Sơn,1,2,11,15,10359,-1,17,Đường Môn,956,Đường Thanh Thu,23,Tung Sơn,615,Sách Lâm
10359001,Viện Trợ Tây Hồ,2,2,0,20,10360,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,26,Tây Hồ,812,Tô Phi
10359002,Viện Trợ Tây Hồ,2,2,2,20,10360,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,26,Tây Hồ,812,Tô Phi
10359003,Viện Trợ Tây Hồ,2,2,1,20,10360,-1,8,Quang Minh Điện,508,Lâm Nham,26,Tây Hồ,812,Tô Phi
10359004,Viện Trợ Tây Hồ,2,2,3,20,10360,-1,14,Núi Võ Đang,752,Trương Trung Hành,26,Tây Hồ,812,Tô Phi
10359005,Viện Trợ Tây Hồ,2,2,6,20,10360,-1,10,Thiên Long Tự,736,Bản Phàm,26,Tây Hồ,812,Tô Phi
10359006,Viện Trợ Tây Hồ,2,2,8,20,10360,-1,11,Lăng Ba Động ,801,Tần Quán,26,Tây Hồ,812,Tô Phi
10359007,Viện Trợ Tây Hồ,2,2,4,20,10360,-1,9,Nga My Sơn,179,Mãnh Long,26,Tây Hồ,812,Tô Phi
10359008,Viện Trợ Tây Hồ,2,2,5,20,10360,-1,12,Tinh Túc Hải,821,Vương Ngạn,26,Tây Hồ,812,Tô Phi
10359009,Viện Trợ Tây Hồ,2,2,7,20,10360,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,26,Tây Hồ,812,Tô Phi
10359010,Viện Trợ Tây Hồ,2,2,10,20,10360,-1,15,Mộ Dung,256,Mộ Dung Thắng,26,Tây Hồ,812,Tô Phi
10359011,Viện Trợ Tây Hồ,2,2,12,20,10360,-1,16,Quỷ Cốc,928,Vương Huyền Phong,26,Tây Hồ,812,Tô Phi
10359012,Viện Trợ Tây Hồ,2,2,11,20,10360,-1,17,Đường Môn,956,Đường Thanh Thu,26,Tây Hồ,812,Tô Phi
10360001,Viện Trợ Nhĩ Hải,1,2,0,25,10361,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,20,Nhĩ Hải,191,Đao Nghiêu
10360002,Viện Trợ Nhĩ Hải,1,2,2,25,10361,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,20,Nhĩ Hải,191,Đao Nghiêu
10360003,Viện Trợ Nhĩ Hải,1,2,1,25,10361,-1,8,Quang Minh Điện,508,Lâm Nham,20,Nhĩ Hải,191,Đao Nghiêu
10360004,Viện Trợ Nhĩ Hải,1,2,3,25,10361,-1,14,Núi Võ Đang,752,Trương Trung Hành,20,Nhĩ Hải,191,Đao Nghiêu
10360005,Viện Trợ Nhĩ Hải,1,2,6,25,10361,-1,10,Thiên Long Tự,736,Bản Phàm,20,Nhĩ Hải,191,Đao Nghiêu
10360006,Viện Trợ Nhĩ Hải,1,2,8,25,10361,-1,11,Lăng Ba Động ,801,Tần Quán,20,Nhĩ Hải,191,Đao Nghiêu
10360007,Viện Trợ Nhĩ Hải,1,2,4,25,10361,-1,9,Nga My Sơn,179,Mãnh Long,20,Nhĩ Hải,191,Đao Nghiêu
10360008,Viện Trợ Nhĩ Hải,1,2,5,25,10361,-1,12,Tinh Túc Hải,821,Vương Ngạn,20,Nhĩ Hải,191,Đao Nghiêu
10360009,Viện Trợ Nhĩ Hải,1,2,7,25,10361,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,20,Nhĩ Hải,191,Đao Nghiêu
10360010,Viện Trợ Nhĩ Hải,1,2,10,25,10361,-1,15,Mộ Dung,256,Mộ Dung Thắng,20,Nhĩ Hải,191,Đao Nghiêu
10360011,Viện Trợ Nhĩ Hải,1,2,12,25,10361,-1,16,Quỷ Cốc,928,Vương Huyền Phong,20,Nhĩ Hải,191,Đao Nghiêu
10360012,Viện Trợ Nhĩ Hải,1,2,11,25,10361,-1,17,Đường Môn,956,Đường Thanh Thu,20,Nhĩ Hải,191,Đao Nghiêu
10361001,Viện Trợ Nhạn Nam,1,2,0,30,10362,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,24,Nhạn Nam,842,Châu Vô Úy
10361002,Viện Trợ Nhạn Nam,1,2,2,30,10362,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,24,Nhạn Nam,842,Châu Vô Úy
10361003,Viện Trợ Nhạn Nam,1,2,1,30,10362,-1,8,Quang Minh Điện,508,Lâm Nham,24,Nhạn Nam,842,Châu Vô Úy
10361004,Viện Trợ Nhạn Nam,1,2,3,30,10362,-1,14,Núi Võ Đang,752,Trương Trung Hành,24,Nhạn Nam,842,Châu Vô Úy
10361005,Viện Trợ Nhạn Nam,1,2,6,30,10362,-1,10,Thiên Long Tự,736,Bản Phàm,24,Nhạn Nam,842,Châu Vô Úy
10361006,Viện Trợ Nhạn Nam,1,2,8,30,10362,-1,11,Lăng Ba Động ,801,Tần Quán,24,Nhạn Nam,842,Châu Vô Úy
10361007,Viện Trợ Nhạn Nam,1,2,4,30,10362,-1,9,Nga My Sơn,179,Mãnh Long,24,Nhạn Nam,842,Châu Vô Úy
10361008,Viện Trợ Nhạn Nam,1,2,5,30,10362,-1,12,Tinh Túc Hải,821,Vương Ngạn,24,Nhạn Nam,842,Châu Vô Úy
10361009,Viện Trợ Nhạn Nam,1,2,7,30,10362,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,24,Nhạn Nam,842,Châu Vô Úy
10361010,Viện Trợ Nhạn Nam,1,2,10,30,10362,-1,15,Mộ Dung,256,Mộ Dung Thắng,24,Nhạn Nam,842,Châu Vô Úy
10361011,Viện Trợ Nhạn Nam,1,2,12,30,10362,-1,16,Quỷ Cốc,928,Vương Huyền Phong,24,Nhạn Nam,842,Châu Vô Úy
10361012,Viện Trợ Nhạn Nam,1,2,11,30,10362,-1,17,Đường Môn,956,Đường Thanh Thu,24,Nhạn Nam,842,Châu Vô Úy
10362001,Viện Trợ Long Tuyền,1,2,0,35,10363,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,27,Long Tuyền,310,Ông Quý Chi
10362002,Viện Trợ Long Tuyền,1,2,2,35,10363,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,27,Long Tuyền,310,Ông Quý Chi
10362003,Viện Trợ Long Tuyền,1,2,1,35,10363,-1,8,Quang Minh Điện,508,Lâm Nham,27,Long Tuyền,310,Ông Quý Chi
10362004,Viện Trợ Long Tuyền,1,2,3,35,10363,-1,14,Núi Võ Đang,752,Trương Trung Hành,27,Long Tuyền,310,Ông Quý Chi
10362005,Viện Trợ Long Tuyền,1,2,6,35,10363,-1,10,Thiên Long Tự,736,Bản Phàm,27,Long Tuyền,310,Ông Quý Chi
10362006,Viện Trợ Long Tuyền,1,2,8,35,10363,-1,11,Lăng Ba Động ,801,Tần Quán,27,Long Tuyền,310,Ông Quý Chi
10362007,Viện Trợ Long Tuyền,1,2,4,35,10363,-1,9,Nga My Sơn,179,Mãnh Long,27,Long Tuyền,310,Ông Quý Chi
10362008,Viện Trợ Long Tuyền,1,2,5,35,10363,-1,12,Tinh Túc Hải,821,Vương Ngạn,27,Long Tuyền,310,Ông Quý Chi
10362009,Viện Trợ Long Tuyền,1,2,7,35,10363,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,27,Long Tuyền,310,Ông Quý Chi
10362010,Viện Trợ Long Tuyền,1,2,10,35,10363,-1,15,Mộ Dung,256,Mộ Dung Thắng,27,Long Tuyền,310,Ông Quý Chi
10362011,Viện Trợ Long Tuyền,1,2,12,35,10363,-1,16,Quỷ Cốc,928,Vương Huyền Phong,27,Long Tuyền,310,Ông Quý Chi
10362012,Viện Trợ Long Tuyền,1,2,11,35,10363,-1,17,Đường Môn,956,Đường Thanh Thu,27,Long Tuyền,310,Ông Quý Chi
10363001,Viện Trợ Thương Sơn,1,2,0,40,10364,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,57,Thương Sơn,12,Tát Tang
10363002,Viện Trợ Thương Sơn,1,2,2,40,10364,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,57,Thương Sơn,12,Tát Tang
10363003,Viện Trợ Thương Sơn,1,2,1,40,10364,-1,8,Quang Minh Điện,508,Lâm Nham,57,Thương Sơn,12,Tát Tang
10363004,Viện Trợ Thương Sơn,1,2,3,40,10364,-1,14,Núi Võ Đang,752,Trương Trung Hành,57,Thương Sơn,12,Tát Tang
10363005,Viện Trợ Thương Sơn,1,2,6,40,10364,-1,10,Thiên Long Tự,736,Bản Phàm,57,Thương Sơn,12,Tát Tang
10363006,Viện Trợ Thương Sơn,1,2,8,40,10364,-1,11,Lăng Ba Động ,801,Tần Quán,57,Thương Sơn,12,Tát Tang
10363007,Viện Trợ Thương Sơn,1,2,4,40,10364,-1,9,Nga My Sơn,179,Mãnh Long,57,Thương Sơn,12,Tát Tang
10363008,Viện Trợ Thương Sơn,1,2,5,40,10364,-1,12,Tinh Túc Hải,821,Vương Ngạn,57,Thương Sơn,12,Tát Tang
10363009,Viện Trợ Thương Sơn,1,2,7,40,10364,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,57,Thương Sơn,12,Tát Tang
10363010,Viện Trợ Thương Sơn,1,2,10,40,10364,-1,15,Mộ Dung,256,Mộ Dung Thắng,57,Thương Sơn,12,Tát Tang
10363011,Viện Trợ Thương Sơn,1,2,12,40,10364,-1,16,Quỷ Cốc,928,Vương Huyền Phong,57,Thương Sơn,12,Tát Tang
10363012,Viện Trợ Thương Sơn,1,2,11,40,10364,-1,17,Đường Môn,956,Đường Thanh Thu,57,Thương Sơn,12,Tát Tang
10364001,Viện Trợ Nhạn Bắc,1,2,0,45,10365,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,31,Nhạn Bắc,829,Khúc Đoan
10364002,Viện Trợ Nhạn Bắc,1,2,2,45,10365,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,31,Nhạn Bắc,829,Khúc Đoan
10364003,Viện Trợ Nhạn Bắc,1,2,1,45,10365,-1,8,Quang Minh Điện,508,Lâm Nham,31,Nhạn Bắc,829,Khúc Đoan
10364004,Viện Trợ Nhạn Bắc,1,2,3,45,10365,-1,14,Núi Võ Đang,752,Trương Trung Hành,31,Nhạn Bắc,829,Khúc Đoan
10364005,Viện Trợ Nhạn Bắc,1,2,6,45,10365,-1,10,Thiên Long Tự,736,Bản Phàm,31,Nhạn Bắc,829,Khúc Đoan
10364006,Viện Trợ Nhạn Bắc,1,2,8,45,10365,-1,11,Lăng Ba Động ,801,Tần Quán,31,Nhạn Bắc,829,Khúc Đoan
10364007,Viện Trợ Nhạn Bắc,1,2,4,45,10365,-1,9,Nga My Sơn,179,Mãnh Long,31,Nhạn Bắc,829,Khúc Đoan
10364008,Viện Trợ Nhạn Bắc,1,2,5,45,10365,-1,12,Tinh Túc Hải,821,Vương Ngạn,31,Nhạn Bắc,829,Khúc Đoan
10364009,Viện Trợ Nhạn Bắc,1,2,7,45,10365,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,31,Nhạn Bắc,829,Khúc Đoan
10364010,Viện Trợ Nhạn Bắc,1,2,10,45,10365,-1,15,Mộ Dung,256,Mộ Dung Thắng,31,Nhạn Bắc,829,Khúc Đoan
10364011,Viện Trợ Nhạn Bắc,1,2,12,45,10365,-1,16,Quỷ Cốc,928,Vương Huyền Phong,31,Nhạn Bắc,829,Khúc Đoan
10364012,Viện Trợ Nhạn Bắc,1,2,11,45,10365,-1,17,Đường Môn,956,Đường Thanh Thu,31,Nhạn Bắc,829,Khúc Đoan
10365001,Viện Trợ Võ Di,1,2,0,50,10366,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,83,Võ Di,793,Khúc Dương
10365002,Viện Trợ Võ Di,1,2,2,50,10366,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,83,Võ Di,793,Khúc Dương
10365003,Viện Trợ Võ Di,1,2,1,50,10366,-1,8,Quang Minh Điện,508,Lâm Nham,83,Võ Di,793,Khúc Dương
10365004,Viện Trợ Võ Di,1,2,3,50,10366,-1,14,Núi Võ Đang,752,Trương Trung Hành,83,Võ Di,793,Khúc Dương
10365005,Viện Trợ Võ Di,1,2,6,50,10366,-1,10,Thiên Long Tự,736,Bản Phàm,83,Võ Di,793,Khúc Dương
10365006,Viện Trợ Võ Di,1,2,8,50,10366,-1,11,Lăng Ba Động ,801,Tần Quán,83,Võ Di,793,Khúc Dương
10365007,Viện Trợ Võ Di,1,2,4,50,10366,-1,9,Nga My Sơn,179,Mãnh Long,83,Võ Di,793,Khúc Dương
10365008,Viện Trợ Võ Di,1,2,5,50,10366,-1,12,Tinh Túc Hải,821,Vương Ngạn,83,Võ Di,793,Khúc Dương
10365009,Viện Trợ Võ Di,1,2,7,50,10366,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,83,Võ Di,793,Khúc Dương
10365010,Viện Trợ Võ Di,1,2,10,50,10366,-1,15,Mộ Dung,256,Mộ Dung Thắng,83,Võ Di,793,Khúc Dương
10365011,Viện Trợ Võ Di,1,2,12,50,10366,-1,16,Quỷ Cốc,928,Vương Huyền Phong,83,Võ Di,793,Khúc Dương
10365012,Viện Trợ Võ Di,1,2,11,50,10366,-1,17,Đường Môn,956,Đường Thanh Thu,83,Võ Di,793,Khúc Dương
10366001,Viện Trợ Thạch Lâm,1,2,0,55,10367,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,60,Thạch Lâm,548,Tần Hồng Miên
10366002,Viện Trợ Thạch Lâm,1,2,2,55,10367,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,60,Thạch Lâm,548,Tần Hồng Miên
10366003,Viện Trợ Thạch Lâm,1,2,1,55,10367,-1,8,Quang Minh Điện,508,Lâm Nham,60,Thạch Lâm,548,Tần Hồng Miên
10366004,Viện Trợ Thạch Lâm,1,2,3,55,10367,-1,14,Núi Võ Đang,752,Trương Trung Hành,60,Thạch Lâm,548,Tần Hồng Miên
10366005,Viện Trợ Thạch Lâm,1,2,6,55,10367,-1,10,Thiên Long Tự,736,Bản Phàm,60,Thạch Lâm,548,Tần Hồng Miên
10366006,Viện Trợ Thạch Lâm,1,2,8,55,10367,-1,11,Lăng Ba Động ,801,Tần Quán,60,Thạch Lâm,548,Tần Hồng Miên
10366007,Viện Trợ Thạch Lâm,1,2,4,55,10367,-1,9,Nga My Sơn,179,Mãnh Long,60,Thạch Lâm,548,Tần Hồng Miên
10366008,Viện Trợ Thạch Lâm,1,2,5,55,10367,-1,12,Tinh Túc Hải,821,Vương Ngạn,60,Thạch Lâm,548,Tần Hồng Miên
10366009,Viện Trợ Thạch Lâm,1,2,7,55,10367,-1,13,Thiên Sơn,744,Phù Mẫn Nghi,60,Thạch Lâm,548,Tần Hồng Miên
10366010,Viện Trợ Thạch Lâm,1,2,10,55,10367,-1,15,Mộ Dung,256,Mộ Dung Thắng,60,Thạch Lâm,548,Tần Hồng Miên
10366011,Viện Trợ Thạch Lâm,1,2,12,55,10367,-1,16,Quỷ Cốc,928,Vương Huyền Phong,60,Thạch Lâm,548,Tần Hồng Miên
10366012,Viện Trợ Thạch Lâm,1,2,11,55,10367,-1,17,Đường Môn,956,Đường Thanh Thu,60,Thạch Lâm,548,Tần Hồng Miên
10367001,Viện Trợ Thảo Nguyên,1,2,0,60,10368,-1,6,Thiếu Lâm Tự,538,Tuệ Phương,43,Thảo Nguyên,18,Tiêu Tường
10367002,Viện Trợ Thảo Nguyên,1,2,2,60,10368,-1,7,Cái Bang Tổng Đà,239,Hồng Thông,43,Thảo Nguyên,18,Tiêu Tường
10367003,Viện Trợ Thảo Nguyên,1,2,1,60,10368,-1,8,Quang Minh Điện,508,Lâm Nham,43,Thảo Nguyên,18,Tiêu Tường
10367004,Viện Trợ Thảo Nguyên,1,2,3,60,10368,-1,14,Núi Võ Đang,752,Trương Trung Hành,43,Thảo Nguyên,18,Tiêu Tường
10367005,Viện Trợ Thảo Nguyên,1,2,6,60,10368,-1,10,Thiên Long Tự,736,Bản Phàm,43,Thảo Nguyên,18,Tiêu Tường
10367006,Viện Trợ Thảo Nguyên,1,2,8,60,10368,-1,11,Lăng Ba Động ,801,Tần Quán,43,Thảo Nguyên,18,Tiêu Tường
10367007,Viện Trợ Thảo Nguyên,1,2,4,60,10368,-1,9,Nga My Sơn,179,Mãnh Long,43,Thảo Nguyên,18,Tiêu Tường
10367008,Viện Trợ Thảo Nguyên,1,2,5,60,10368,-1,12,Tinh Túc Hải,821,Vương Ngạn,43,Thảo Nguyên,18,Tiêu Tường
