RowIndex,Tag,ID,Name,Text,ChildrenJSON
83,Set,82,Trì Hồi,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
84,Set,83,Bích Lạc,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
85,Set,84,Bắc Minh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""46""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""6""}}]"
86,Set,85,Lăng Ba,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_intelligence"",""Value"":""9""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""31""}}]"
87,Set,86,Thương Trúc,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
88,Set,87,Chiết Mai,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""17""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_intelligence"",""Value"":""17""}}]"
89,Set,88,Thuần Dương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""196""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireres"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
90,Set,89,Lạc Anh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
91,Set,90,Độn Giáp,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""270""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""29""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
92,Set,91,Tru Tiên,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""309""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp_p"",""Value"":""20""}}]"
93,Set,92,Lăng Yên,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""345""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
94,Set,93,Vô Nhai,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""382""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""2233""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
95,Set,94,Thu Thủy,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""24""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
96,Set,95,Hành Vân,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_intelligence"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
97,Set,96,Chính Dương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""46""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""5""}}]"
98,Set,97,Nhất Dương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""9""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""966""}}]"
99,Set,98,Trung Xung,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""3""}}]"
100,Set,99,Thiếu Thương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""17""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""17""}}]"
101,Set,100,Thiếu Dương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""196""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_ignore_physdamage_p"",""Value"":""2""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
102,Set,101,Thương Dương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_ignore_physdamage_p"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
103,Set,102,Quan Trung,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""270""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}}]"
104,Set,103,Thiếu Trạch,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""32""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""307""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef_p"",""Value"":""35""}}]"
105,Set,104,Thiên Nam,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""345""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3919""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
106,Set,105,Tuyết Nguyệt,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""382""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""382""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
107,Set,106,Khô Tâm,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""384""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""12""}}]"
108,Set,107,Thương Ngọc,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""40""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""33""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp_p"",""Value"":""20""}}]"
109,Set,108,Ban tặng bộ Tinh Phưởng,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""54""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""629""}}]"
110,Set,109,Ban tặng bộ Thục Đồng,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""8""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""78""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""840""}}]"
111,Set,110,Ban tặng bộ Tinh Cương,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""13""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""1346""}}]"
112,Set,111,Ban tặng bộ Hoàng Kim,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""17""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""171""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""1768""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""57""}}]"
113,Set,112,Ban tặng bộ Hỗn Độn,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""21""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""213""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""2189""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""71""}}]"
114,Set,113,Ban tặng bộ Phi Hổ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""25""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""255""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""2611""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""85""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""231""}}]"
115,Set,114,Ban tặng bộ Thiên Uy,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""297""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3033""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""99""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""268""}}]"
116,Set,115,Ban tặng bộ Tám Ti,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""8""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""78""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""435""}}]"
117,Set,116,Ban tặng bộ Linh La,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""13""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""129""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""695""}}]"
118,Set,117,Ban tặng bộ Thục Cẩm,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""17""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""171""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""912""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""57""}}]"
119,Set,118,Ban tặng bộ Huyền Minh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""21""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""213""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1128""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""71""}}]"
120,Set,119,Ban tặng bộ Đằng Long,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""25""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""255""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1345""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""85""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""231""}}]"
121,Set,120,Ban tặng bộ Thiên Cơ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""28""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""297""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1562""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""99""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""268""}}]"
122,Set,121,Thái Điểu,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""478""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""924""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""2""}}]"
123,Set,122,Ngự tứ bắc đẩu sáo,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""32""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""339""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3455""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""113""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""305""}}]"
124,Set,123,Ngự tứ bá chủ sáo,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""36""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""381""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3876""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""127""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""343""}}]"
125,Set,124,Ngự tứ nam cơ sáo,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""32""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""339""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1778""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""113""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""305""}}]"
126,Set,125,Ngự tứ vương sư sáo,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""36""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""381""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1995""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""127""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""343""}}]"
127,Set,126,Yến Hầu,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""4""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""2569""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""4""}}]"
128,Set,127,Hạo Linh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""5""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""2991""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""3""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""5""}}]"
129,Set,128,Xích Liên,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critdef"",""Value"":""6""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3412""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""4""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""6""}}]"
130,Set,129,Bích Ngọc,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonres"",""Value"":""70""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonres"",""Value"":""60""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonres"",""Value"":""50""}}]"
131,Set,130,Tịch Diệt,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""399""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""42""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2921""}}]"
132,Set,131,Phần Tiên,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""399""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""444""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2922""}}]"
133,Set,132,Khiếu Thiên,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dodge"",""Value"":""148""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2923""}}]"
134,Set,133,Tru Ma,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""42""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2924""}}]"
135,Set,134,Bích Thần,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_intelligence"",""Value"":""42""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2925""}}]"
136,Set,135,Cốt Linh,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""399""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""4509""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2926""}}]"
137,Set,136,Thiên Ẩn,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""399""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""7""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2927""}}]"
138,Set,137,Tiên Dật,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""27""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""2320""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2928""}}]"
139,Set,138,Ô Nhật,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""399""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""399""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_allattributes"",""Value"":""15""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_undefined"",""Value"":""2929""}}]"
140,Set,139,Tần Võ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""318""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""320""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1865""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3623""}}]"
141,Set,140,Tần Hồn,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef"",""Value"":""356""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""358""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""2082""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""4045""}}]"
142,Set,141,Tần Võ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""318""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""320""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""1865""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""3623""}}]"
143,Set,142,Tần Hồn,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""356""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""358""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxmp"",""Value"":""2082""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_maxhp"",""Value"":""4045""}}]"
144,Set,143,Minh Nguyệt,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""31""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""290""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_all_res"",""Value"":""20""}}]"
145,Set,144,Bích Thiên,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""31""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""290""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_all_res"",""Value"":""20""}}]"
146,Set,145,Độ Lô ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""31""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""290""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_all_res"",""Value"":""20""}}]"
147,Set,146,Y Lâu ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_dexterity"",""Value"":""17""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_hit"",""Value"":""322""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_all_res"",""Value"":""20""}}]"
148,Set,147,Ngọc Cốt ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""34""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""328""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""20""}}]"
149,Set,148,Trần Phất,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""34""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""328""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""20""}}]"
150,Set,149,Hương Phần,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""35""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""328""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""20""}}]"
151,Set,150,Cầm Hoành ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""34""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physdef"",""Value"":""326""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_critatk"",""Value"":""20""}}]"
152,Set,151,Điêu Lan ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_energy"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""365""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk_p"",""Value"":""30""}}]"
153,Set,152,Thái Âm,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""365""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_physatk_p"",""Value"":""30""}}]"
154,Set,153,Ngân Tranh ,,"[{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_stamina"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_strength"",""Value"":""38""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""365""}},{""Tag"":""Line"",""Attributes"":{""Symbol"":""magic_magicdef_p"",""Value"":""30""}}]"
