RowIndex,Tag,ID,MapID,Name,FromMapID,FromPosX,FromPosY,ToMapID,ToPosX,ToPosY,Text,ChildrenJSON
456,NPCData,446,3,Tương Vy,,,,,,,,
457,NPCData,447,3,Đinh Đinh,,,,,,,,
458,NPCData,448,3,Đông Đông,,,,,,,,
459,NPCData,449,3,Phùng Đào Thiết,,,,,,,,
460,NPCData,450,3,Nghiêm Bách Thảo,,,,,,,,
461,NPCData,451,3,Cung Thái Lê,,,,,,,,
462,NPCData,452,3,Hà Sinh Tài,,,,,,,,
463,NPCData,453,3,Phùng Tiên Sinh,,,,,,,,
464,NPCData,454,3,Kim Lục Gia,,,,,,,,
465,NPCData,455,3,Trương Bá Trí,,,,,,,,
466,NPCData,456,3,Kha Bách Nhân,,,,,,,,
467,NPCData,457,3,Chu Đồng,,,,,,,,
468,NPCData,458,3,Long Tam Thiếu,,,,,,,,
469,NPCData,459,3,Lang Phu Nhân,,,,,,,,
470,NPCData,460,3,Xa Truyền Nghĩa,,,,,,,,
471,NPCData,461,3,Yến Thanh,,,,,,,,
472,NPCData,462,3,Lập Phồn,,,,,,,,
473,NPCData,463,3,Long Phá Thiên,,,,,,,,
474,NPCData,464,3,A Tử,,,,,,,,
475,NPCData,465,3,Du Than Chi,,,,,,,,
476,NPCData,466,3,Nguyệt Lão,,,,,,,,
477,NPCData,467,3,Mộc Tỷ Tỷ,,,,,,,,
478,NPCData,468,3,Thái Kinh,,,,,,,,
479,NPCData,469,3,Thái Bình Thần,,,,,,,,
480,NPCData,470,3,Hoàng Vân Thiền,,,,,,,,
481,NPCData,471,3,Gia Luật Đại Thạch,,,,,,,,
482,NPCData,472,3,Đằng Nguyên Tá Vi,,,,,,,,
483,NPCData,473,3,Kim Tả Hoán,,,,,,,,
484,NPCData,474,3,Hách Liên Thiết Thụ,,,,,,,,
485,NPCData,475,3,Phạm Tống,,,,,,,,
486,NPCData,476,3,Vân Thanh Thanh,,,,,,,,
487,NPCData,477,3,Châu Thiên Sư,,,,,,,,
488,NPCData,478,3,Vũ Cửu Liên,,,,,,,,
489,NPCData,479,3,Lưu Kiện Minh,,,,,,,,
490,NPCData,480,3,Trần Vĩnh Nhân,,,,,,,,
491,NPCData,481,3,Phạm Thuần Nhân,,,,,,,,
492,NPCData,482,3,Phạm Di Thành,,,,,,,,
493,NPCData,483,3,Hạ Hầu Nhân,,,,,,,,
494,NPCData,484,3,Kiểu Trí Quảng,,,,,,,,
495,NPCData,485,3,Hỷ Lai Lạc,,,,,,,,
496,NPCData,866,3,Phong Hồ Tử,,,,,,,,
497,NPCData,486,84,Thẩm Vạn Tam,,,,,,,,
498,NPCData,487,84,Thái Dương Hoa,,,,,,,,
499,NPCData,488,84,Kinh Cúc,,,,,,,,
500,NPCData,489,84,Cam Thảo,,,,,,,,
501,NPCData,490,84,Đông Thích,,,,,,,,
502,NPCData,491,84,Ngân Hiệp,,,,,,,,
503,NPCData,492,84,Sơn Việt Tế Ty,,,,,,,,
504,NPCData,493,84,Sơn Việt Tế Ty,,,,,,,,
505,NPCData,494,84,Nguyệt Lý,,,,,,,,
506,NPCData,495,84,Thương Đội Viên Công,,,,,,,,
507,NPCData,496,84,Thương Đội Viên Công,,,,,,,,
508,NPCData,497,84,Thương Đội Viên Công,,,,,,,,
509,NPCData,498,84,Thương Đội Viên Công,,,,,,,,
510,NPCData,499,84,Khắc Lý Tư Đế An,,,,,,,,
511,NPCData,500,64,Thạch Chung Nham,,,,,,,,
512,NPCData,501,64,A Vũ,,,,,,,,
513,NPCData,502,64,Dương Minh,,,,,,,,
514,NPCData,503,64,A Tùng,,,,,,,,
515,NPCData,504,64,A Hội Nam,,,,,,,,
516,NPCData,505,8,Thạc Cang,,,,,,,,
517,NPCData,506,8,Phương Thất Phật,,,,,,,,
518,NPCData,507,8,Phương Thiên Định,,,,,,,,
519,NPCData,508,8,Lâm Nham,,,,,,,,
520,NPCData,509,8,Bàng Vạn Xuân,,,,,,,,
521,NPCData,510,8,Lã Sư Tương,,,,,,,,
522,NPCData,511,8,Đặng Nguyên Giác,,,,,,,,
523,NPCData,512,8,Lâm Thế Trường,,,,,,,,
524,NPCData,513,8,Phương Bách Hoa,,,,,,,,
525,NPCData,514,42,Ma Vân Thiên,,,,,,,,
526,NPCData,515,85,Đinh Liên Y,,,,,,,,
527,NPCData,516,85,Diệp Lưu Phàm,,,,,,,,
528,NPCData,517,85,Nhạc Trọng Thu,,,,,,,,
529,NPCData,518,85,Nam Hải Ngư Thôn Dân,,,,,,,,
530,NPCData,519,85,Thạch Cảm Đương,,,,,,,,
531,NPCData,520,85,Nam Hải Ngư Thôn Dân,,,,,,,,
532,NPCData,521,85,Lý Lão Thái Thái,,,,,,,,
533,NPCData,522,85,Xa Truyền Tín,,,,,,,,
534,NPCData,523,63,Bạch Lan,,,,,,,,
535,NPCData,524,63,Bạch Cảnh Võ,,,,,,,,
536,NPCData,525,63,A Vượng,,,,,,,,
537,NPCData,526,63,A Ngõa,,,,,,,,
538,NPCData,527,63,Dương Minh,,,,,,,,
539,NPCData,528,86,Du Du,,,,,,,,
540,NPCData,529,86,Nguyên Tử Khâm,,,,,,,,
541,NPCData,530,86,Lăng Ức Từ,,,,,,,,
542,NPCData,531,86,Nhạc Lão Tam,,,,,,,,
543,NPCData,532,86,Thân Tín Bang Chúng,,,,,,,,
544,NPCData,533,86,Thân Tín Bang Chúng,,,,,,,,
545,NPCData,534,86,Hồng Long,,,,,,,,
546,NPCData,535,6,Tuệ Luân,,,,,,,,
547,NPCData,536,6,Huyền Độ,,,,,,,,
548,NPCData,537,6,Huyền Minh,,,,,,,,
549,NPCData,538,6,Tuệ Phương,,,,,,,,
550,NPCData,539,6,Huyền Chứng,,,,,,,,
551,NPCData,540,6,Huyền Nạn,,,,,,,,
552,NPCData,541,6,Huyền Tịch,,,,,,,,
553,NPCData,542,6,Huyền Sinh,,,,,,,,
554,NPCData,543,6,Huyền Từ,,,,,,,,
555,NPCData,544,6,Hồng Thái Vân,,,,,,,,
556,NPCData,545,60,Trịnh Huyền,,,,,,,,
557,NPCData,546,60,Dương Liên Tử,,,,,,,,
558,NPCData,547,60,Trịnh Viên,,,,,,,,
559,NPCData,548,60,Tần Hồng Miên,,,,,,,,
560,NPCData,549,60,Lương A Bà,,,,,,,,
561,NPCData,550,60,Dương Thiết Tín,,,,,,,,
562,NPCData,551,58,Cáp Ba,,,,,,,,
563,NPCData,552,58,Ngọc Long,,,,,,,,
564,NPCData,553,58,Từ Hà Khách,,,,,,,,
565,NPCData,554,58,Kim Sa,,,,,,,,
566,NPCData,555,58,Thương Lan,,,,,,,,
567,NPCData,556,58,Hùng Kiếm,,,,,,,,
568,NPCData,557,58,Mã Lân,,,,,,,,
569,NPCData,558,58,Vũ Văn Yến,,,,,,,,
570,NPCData,559,58,Đường Minh,,,,,,,,
571,NPCData,560,58,Trần Tụ Tài,,,,,,,,
572,NPCData,561,58,Lưu Hỏa Kế,,,,,,,,
573,NPCData,562,58,Lục Hỏa Kế,,,,,,,,
574,NPCData,563,58,Trần Mặc,,,,,,,,
575,NPCData,564,58,Vân Thiên Thiên,,,,,,,,
576,NPCData,565,58,Bảo Dư,,,,,,,,
577,NPCData,566,58,Hác Thái,,,,,,,,
578,NPCData,567,58,Ngụy Lượng,,,,,,,,
579,NPCData,568,58,Tương Minh Hiên,,,,,,,,
580,NPCData,569,58,Bạch Thảo,,,,,,,,
581,NPCData,570,58,Chu Bảo Quế,,,,,,,,
582,NPCData,571,58,Ban Ny Lộ,,,,,,,,
583,NPCData,572,58,Kinh Khảm Thật,,,,,,,,
584,NPCData,573,58,Cao Tiếu,,,,,,,,
585,NPCData,574,58,Hồ Tùng Lập,,,,,,,,
586,NPCData,575,58,Ôn Liễu,,,,,,,,
587,NPCData,576,58,Tôn Phảng Trang,,,,,,,,
588,NPCData,577,58,Kiều Thọ,,,,,,,,
589,NPCData,578,58,Cảnh Cung Dật,,,,,,,,
590,NPCData,579,58,Trương Diệc Điền,,,,,,,,
591,NPCData,580,58,Vương Tiêu,,,,,,,,
592,NPCData,581,58,Lí Minh Dương,,,,,,,,
593,NPCData,582,58,Mộc Trạch,,,,,,,,
594,NPCData,583,58,Mộc Hoa,,,,,,,,
595,NPCData,584,58,Mộc Duẫn,,,,,,,,
596,NPCData,585,58,Lộ Hữu,,,,,,,,
597,NPCData,586,58,Trương Trạch Cốc,,,,,,,,
598,NPCData,587,58,Dư Hoa Bình,,,,,,,,
599,NPCData,588,58,Dương Hồng Nhược,,,,,,,,
600,NPCData,589,58,Lí Tiêu,,,,,,,,
601,NPCData,590,58,Lí Diêu,,,,,,,,
602,NPCData,591,58,Triệu Hân Lê,,,,,,,,
603,NPCData,592,58,Trình Tiểu Vân,,,,,,,,
604,NPCData,593,58,Tiền Tiểu Giang,,,,,,,,
605,NPCData,594,58,Đinh Tiểu Lâm,,,,,,,,
606,NPCData,595,58,Khương Bồng Thành,,,,,,,,
607,NPCData,596,58,Vương Mạc Hàn,,,,,,,,
608,NPCData,597,58,Lục Liễu Ca Ca,,,,,,,,
609,NPCData,598,58,Bước Thanh Vân,,,,,,,,
610,NPCData,599,58,Bù Nhìn,,,,,,,,
611,NPCData,600,58,Bù Nhìn,,,,,,,,
612,NPCData,601,58,Bù Nhìn,,,,,,,,
613,NPCData,602,58,Bù Nhìn,,,,,,,,
614,NPCData,603,58,Bù Nhìn,,,,,,,,
615,NPCData,604,58,Bù Nhìn,,,,,,,,
616,NPCData,605,58,Bù Nhìn,,,,,,,,
617,NPCData,606,58,Lí Dã,,,,,,,,
618,NPCData,607,58,Bảo Thời Côn,,,,,,,,
619,NPCData,608,23,Không Văn Đại Sư,,,,,,,,
620,NPCData,609,23,Sài Tiến,,,,,,,,
621,NPCData,610,23,Hắc Thi Thương Nhân,,,,,,,,
622,NPCData,611,23,Tiêu Nhượng,,,,,,,,
623,NPCData,612,23,Lục Ngưng Sương,,,,,,,,
624,NPCData,613,23,Lục Tùng,,,,,,,,
625,NPCData,614,23,Kiều Phong,,,,,,,,
626,NPCData,615,23,Sách Lâm,,,,,,,,
627,NPCData,616,23,Đinh Miễn,,,,,,,,
628,NPCData,617,23,Đinh Lệ,,,,,,,,
629,NPCData,618,4,Hoàng Bảng,,,,,,,,
630,NPCData,619,4,Vương An Thạch,,,,,,,,
631,NPCData,620,4,Âu Dương Tu,,,,,,,,
632,NPCData,621,4,Tằng Củng,,,,,,,,
633,NPCData,622,4,Triều Bổ Chi,,,,,,,,
634,NPCData,623,4,Trương Lỗi,,,,,,,,
635,NPCData,624,4,Nhan Tra Tán,,,,,,,,
636,NPCData,625,4,Hạ Chú,,,,,,,,
637,NPCData,626,4,Vũ Mặc,,,,,,,,
638,NPCData,627,4,Bao Bất Đồng,,,,,,,,
639,NPCData,628,4,Tôn Sơn,,,,,,,,
640,NPCData,629,4,Đặng Bách Xuyên,,,,,,,,
641,NPCData,630,4,Công Dã Can,,,,,,,,
642,NPCData,631,4,Phong Ba Ác,,,,,,,,
643,NPCData,632,4,A Bích,,,,,,,,
644,NPCData,633,4,Mộ Dung Phục,,,,,,,,
645,NPCData,634,4,Vương Thẩm Chi,,,,,,,,
646,NPCData,635,4,Bàng An Thời,,,,,,,,
647,NPCData,636,4,Bàng Thông,,,,,,,,
648,NPCData,637,4,Liễu Kim Thiềm,,,,,,,,
649,NPCData,638,4,Châu Đôn Di,,,,,,,,
650,NPCData,639,4,Vân Lan Lan,,,,,,,,
651,NPCData,640,4,Ngải Hổ,,,,,,,,
652,NPCData,641,4,Vân Yến Nhi,,,,,,,,
653,NPCData,642,4,Tiểu Cao,,,,,,,,
654,NPCData,643,4,Văn Ngạn Bác,,,,,,,,
655,NPCData,644,4,Trương Trạch Đoan,,,,,,,,
656,NPCData,645,4,Lương Đạo Sĩ,,,,,,,,
657,NPCData,646,4,Bao Thế Vinh,,,,,,,,
658,NPCData,647,4,Trí Hóa,,,,,,,,
659,NPCData,648,4,Trịnh Thiên Thọ,,,,,,,,
660,NPCData,649,4,Ngụy Chân,,,,,,,,
661,NPCData,650,4,Hô Diên Báo,,,,,,,,
662,NPCData,651,4,Phan Tuấn,,,,,,,,
663,NPCData,652,4,Trương Thụ Mậu,,,,,,,,
664,NPCData,653,4,Phạm Thuần Túy,,,,,,,,
665,NPCData,654,4,Chúc Tam Niệm,,,,,,,,
666,NPCData,655,4,Ngụy Tam Gia,,,,,,,,
667,NPCData,656,4,Vân San San,,,,,,,,
668,NPCData,657,4,Vân Tuyết Nhi,,,,,,,,
669,NPCData,658,4,Trương Sỹ Tâm,,,,,,,,
670,NPCData,659,4,Phong Hồ Tử,,,,,,,,
671,NPCData,660,4,Lương Hỏa Kế,,,,,,,,
672,NPCData,661,4,Tiết Phi,,,,,,,,
673,NPCData,662,4,Mộ Bạch,,,,,,,,
674,NPCData,663,4,Chu Phong,,,,,,,,
675,NPCData,664,4,Vương Khuê,,,,,,,,
676,NPCData,665,4,Sở Diễn,,,,,,,,
677,NPCData,666,4,Vi Đại Thúc,,,,,,,,
678,NPCData,667,4,Lí Lạc Thi,,,,,,,,
679,NPCData,668,4,Chu Đan Thần,,,,,,,,
680,NPCData,669,4,Tô Song,,,,,,,,
681,NPCData,670,4,Tùy Báo Minh,,,,,,,,
682,NPCData,671,4,Lương Sư Thành,,,,,,,,
683,NPCData,672,4,Tô Thức,,,,,,,,
684,NPCData,673,4,Ngụy Hán Tân,,,,,,,,
685,NPCData,674,4,Tiền Hồng Vũ,,,,,,,,
686,NPCData,675,4,Lâm Hòa Tĩnh,,,,,,,,
687,NPCData,676,4,Trình Viễn Trí,,,,,,,,
688,NPCData,677,4,Liễu Nguyệt Hồng,,,,,,,,
689,NPCData,678,4,Trần Qúy Thường,,,,,,,,
690,NPCData,679,4,Bạch Thế Kính,,,,,,,,
691,NPCData,680,4,Độc Cô Hối,,,,,,,,
692,NPCData,681,4,Tả Đồng,,,,,,,,
693,NPCData,682,4,Nhậm Triệu,,,,,,,,
694,NPCData,683,4,Tôn Tử Vũ,,,,,,,,
695,NPCData,684,4,Đặng Mậu,,,,,,,,
696,NPCData,685,4,Lý Thừa Phong,,,,,,,,
697,NPCData,686,4,Hồ Phồn,,,,,,,,
698,NPCData,687,4,Vương Phu Nhân,,,,,,,,
699,NPCData,688,4,Trương Tiến Bảo,,,,,,,,
700,NPCData,689,4,Hầu Bàn Nghiêm,,,,,,,,
701,NPCData,690,4,Bình Sa Nhan,,,,,,,,
702,NPCData,691,4,Chu Phòng Phong,,,,,,,,
703,NPCData,692,4,Vân Phi Phi,,,,,,,,
704,NPCData,693,4,Vân Tư Nhi,,,,,,,,
705,NPCData,694,4,Phan Thanh Thanh,,,,,,,,
706,NPCData,695,4,Phạm Đại Thành,,,,,,,,
707,NPCData,696,4,Tăng Tam Tỉnh,,,,,,,,
708,NPCData,697,4,Tạ Thượng,,,,,,,,
709,NPCData,698,4,Ngô Giới,,,,,,,,
710,NPCData,699,4,Thầm Trừng,,,,,,,,
711,NPCData,700,4,Tuyết Trúc Liên,,,,,,,,
712,NPCData,701,4,Hoàng Công Đạo,,,,,,,,
713,NPCData,702,4,Hoàng Lăng Ba,,,,,,,,
714,NPCData,703,4,Tiểu Hoa,,,,,,,,
715,NPCData,704,4,Lục Sĩ Tranh,,,,,,,,
716,NPCData,705,4,Tưởng Bình,,,,,,,,
717,NPCData,706,4,Vi Đại Thúc,,,,,,,,
718,NPCData,707,4,Hoa Kiếm Vũ,,,,,,,,
719,NPCData,708,4,Trương Tiểu Tuyền,,,,,,,,
720,NPCData,709,4,Trương Tiểu Hà,,,,,,,,
721,NPCData,710,4,Tiết Chúc,,,,,,,,
722,NPCData,711,4,Âu Dã Vu,,,,,,,,
723,NPCData,712,4,Tô Kiếm Lĩnh,,,,,,,,
724,NPCData,713,4,Lưu Bác,,,,,,,,
725,NPCData,714,4,Hạ Toại Lương,,,,,,,,
726,NPCData,715,4,Lâm Triều Hùng,,,,,,,,
727,NPCData,716,4,Hứa Ngôn Thành,,,,,,,,
728,NPCData,717,4,Trương Dịch Quốc,,,,,,,,
729,NPCData,718,4,Vu Thiên Thiên,,,,,,,,
730,NPCData,719,25,Hô Diên Khánh,,,,,,,,
731,NPCData,720,25,Khấu Tuân,,,,,,,,
732,NPCData,721,25,Lý Cương,,,,,,,,
733,NPCData,722,25,Hắc Thi Thương Nhân,,,,,,,,
734,NPCData,723,25,Đào Yêu Yêu,,,,,,,,
735,NPCData,724,25,Tào Thuần,,,,,,,,
736,NPCData,725,73,A Nhĩ Kim,,,,,,,,
737,NPCData,726,73,Lan Đức,,,,,,,,
738,NPCData,727,73,Tây A lỗ,,,,,,,,
739,NPCData,728,73,La Toa,,,,,,,,
740,NPCData,729,73,Đề Na,,,,,,,,
741,NPCData,730,73,Lý Bách,,,,,,,,
742,NPCData,731,73,Trương Bằng Sơ,,,,,,,,
743,NPCData,732,73,Trác Bối Nhĩ,,,,,,,,
744,NPCData,733,10,Phá Sân,,,,,,,,
745,NPCData,734,10,Hộ Tự Trưởng Lão,,,,,,,,
746,NPCData,735,10,Bản Tướng,,,,,,,,
747,NPCData,736,10,Bản Phàm,,,,,,,,
748,NPCData,737,10,Bản Quán,,,,,,,,
749,NPCData,738,10,Bản Nhân,,,,,,,,
750,NPCData,739,10,Dương Bạch Ngưu,,,,,,,,
751,NPCData,740,10,Thịnh Như Lan,,,,,,,,
752,NPCData,741,13,Đặng Bà,,,,,,,,
753,NPCData,742,13,Ô Lão Đại,,,,,,,,
754,NPCData,743,13,Thạch Tẩu,,,,,,,,
755,NPCData,744,13,Phù Mẫn Nghi,,,,,,,,
756,NPCData,745,13,Lan Kiếm,,,,,,,,
757,NPCData,746,13,Mai Kiếm,,,,,,,,
758,NPCData,747,13,Nhâm Phi Hồng,,,,,,,,
759,NPCData,748,13,Trúc Kiếm,,,,,,,,
760,NPCData,749,14,Tiêu Thiên Dật,,,,,,,,
761,NPCData,750,14,Mạc Thái Xung,,,,,,,,
762,NPCData,751,14,Ninh Hư Tán Nhân,,,,,,,,
763,NPCData,752,14,Trương Trung Hành,,,,,,,,
764,NPCData,753,14,Du Viễn Sơn,,,,,,,,
765,NPCData,754,14,Trương Huyền Tố,,,,,,,,
766,NPCData,755,14,Trương Quân Mộ,,,,,,,,
767,NPCData,756,14,Tinh Sơ Tán Nhân,,,,,,,,
768,NPCData,757,19,Tân Nhân Bằng,,,,,,,,
769,NPCData,758,19,Đoàn Dự,,,,,,,,
770,NPCData,759,19,Huyền Kiếm,,,,,,,,
771,NPCData,760,19,Tân Song Thanh,,,,,,,,
772,NPCData,761,19,Tả Tử Mục,,,,,,,,
773,NPCData,762,19,Mã Ngũ Đức,,,,,,,,
774,NPCData,763,19,Tiết Đại Mụ,,,,,,,,
775,NPCData,764,19,Chung Linh Gặp Nguy,,,,,,,,
776,NPCData,765,19,Đoàn Dự Bị Bắt,,,,,,,,
777,NPCData,766,19,Chung Linh Bắt,,,,,,,,
778,NPCData,767,19,Đoàn Dự Ngoại Thành,,,,,,,,
779,NPCData,768,19,Tiết Vận Lai,,,,,,,,
780,NPCData,769,19,Vương Khuê,,,,,,,,
781,NPCData,770,19,Vương Tiểu Nha,,,,,,,,
782,NPCData,771,19,Can Quang Hào,,,,,,,,
783,NPCData,772,19,Cổ Quang Đạt,,,,,,,,
784,NPCData,773,19,Tôn Quang Lượng,,,,,,,,
785,NPCData,774,19,Lý Quang Bách,,,,,,,,
786,NPCData,775,19,Dư Quang Ngạn,,,,,,,,
787,NPCData,776,19,Cát Quang Bội,,,,,,,,
788,NPCData,777,19,Chung Linh,,,,,,,,
789,NPCData,778,19,Cung Quang Kiệt,,,,,,,,
790,NPCData,779,19,Hầu Quang Anh,,,,,,,,
791,NPCData,780,19,Phương Quang Trí,,,,,,,,
792,NPCData,781,19,Hắc Thi Thương Nhân,,,,,,,,
793,NPCData,782,19,Hắc Thi Thương Nhân,,,,,,,,
794,NPCData,783,19,Giang Hồ Du Y,,,,,,,,
795,NPCData,784,83,Tử Vi,,,,,,,,
796,NPCData,785,83,Phù Dung,,,,,,,,
797,NPCData,786,83,Thuỷ Tiên,,,,,,,,
798,NPCData,787,83,Doanh Địa Hộ Vệ,,,,,,,,
799,NPCData,788,83,Doanh Địa Hộ Vệ,,,,,,,,
800,NPCData,789,83,Doanh Địa Hộ Vệ,,,,,,,,
801,NPCData,790,83,Doanh Địa Hộ Vệ,,,,,,,,
802,NPCData,791,83,Doanh Địa Hộ Vệ,,,,,,,,
803,NPCData,792,83,Chính Tây Giáo Úy,,,,,,,,
804,NPCData,793,83,Khúc Dương,,,,,,,,
805,NPCData,794,83,Giản Đinh,,,,,,,,
806,NPCData,795,83,Chính Nam Giáo Úy,,,,,,,,
807,NPCData,796,83,Đông Bắc Giáo Úy,,,,,,,,
808,NPCData,797,83,Vong Trần,,,,,,,,
809,NPCData,798,11,Hộ Tự Trưởng Lão,,,,,,,,
810,NPCData,799,11,Lý Khôi Lỗi,,,,,,,,
811,NPCData,800,11,Phùng A Tam,,,,,,,,
812,NPCData,801,11,Tần Quán,,,,,,,,
813,NPCData,802,11,Khang Quảng Lăng,,,,,,,,
814,NPCData,803,11,Tô Tinh Hà,,,,,,,,
815,NPCData,804,11,Dương Bạch Ngưu,,,,,,,,
816,NPCData,805,11,Thạch Cam Sương,,,,,,,,
817,NPCData,806,26,Kiều Tiểu Hỷ,,,,,,,,
818,NPCData,807,26,Khấu Tuân,,,,,,,,
819,NPCData,808,26,Trương Thúc Dạ,,,,,,,,
820,NPCData,809,26,Kim Đại Kiên,,,,,,,,
821,NPCData,810,26,Phong Ba Ác,,,,,,,,
822,NPCData,811,26,Bao Bất Đồng,,,,,,,,
823,NPCData,812,26,Tô Phi,,,,,,,,
824,NPCData,813,26,Mã Hán,,,,,,,,
825,NPCData,814,26,Hồ Bảo Thôn Thôn Dân,,,,,,,,
826,NPCData,815,26,Hồ Bảo Thôn Thôn Dân,,,,,,,,
827,NPCData,816,26,Hồ Bảo Thôn Hài Nhi,,,,,,,,
828,NPCData,817,26,Vương Triều,,,,,,,,
829,NPCData,818,12,Thiên Toàn Tử,,,,,,,,
830,NPCData,819,12,Thiên Lang Tử,,,,,,,,
831,NPCData,820,12,Sư Hống Tử,,,,,,,,
832,NPCData,821,12,Vương Ngạn,,,,,,,,
833,NPCData,822,12,Thi Toàn,,,,,,,,
834,NPCData,823,12,Hàn Thế Trung,,,,,,,,
835,NPCData,824,12,Thiên Ưng Tử,,,,,,,,
836,NPCData,825,12,Xuất Trần Tử,,,,,,,,
837,NPCData,826,12,Đinh Xuân Thu,,,,,,,,
838,NPCData,827,31,Lỗ Bình,,,,,,,,
839,NPCData,828,31,Miêu Khánh,,,,,,,,
840,NPCData,829,31,Khúc Đoan,,,,,,,,
841,NPCData,830,31,Liêu Đảo,,,,,,,,
842,NPCData,831,31,Mục Đảo,,,,,,,,
843,NPCData,832,31,Gia Luật Dư Đỗ,,,,,,,,
844,NPCData,833,65,Dương Nguyên,,,,,,,,
845,NPCData,834,65,Đinh Ba Lãng,,,,,,,,
846,NPCData,835,65,Lý Nhược Thủy,,,,,,,,
847,NPCData,836,65,Vũ Văn Thị,,,,,,,,
848,NPCData,837,65,Thôn Dân,,,,,,,,
849,NPCData,838,65,Thôn Dân,,,,,,,,
850,NPCData,839,65,Vương Tư Gia,,,,,,,,
851,NPCData,840,65,Trịnh Dương,,,,,,,,
852,NPCData,841,24,Gia Luật Mạc Ca,,,,,,,,
853,NPCData,842,24,Châu Vô Úy,,,,,,,,
854,NPCData,843,24,Khấu Phong,,,,,,,,
855,NPCData,844,24,Mã Thừa Sảnh,,,,,,,,
856,NPCData,845,24,Đông Hiệu Úy,,,,,,,,
857,NPCData,846,24,Nam Hiệu Úy,,,,,,,,
858,NPCData,847,24,Bắc Hiệu Úy,,,,,,,,
859,NPCData,848,24,Bách Tính Nhạn Môn Quan,,,,,,,,
860,NPCData,849,24,Nhạn Môn Quan Tống Binh,,,,,,,,
861,NPCData,850,24,Chủng Thế Hoành,,,,,,,,
862,NPCData,851,24,Mã Lực,,,,,,,,
863,NPCData,852,61,La Bốc,,,,,,,,
864,NPCData,853,61,Sách Mẫu Lạp,,,,,,,,
865,NPCData,854,61,Cổ Lỗ Lạp,,,,,,,,
866,NPCData,855,61,A Y Na,,,,,,,,
867,NPCData,856,61,A Hắc,,,,,,,,
868,NPCData,857,61,Dương Minh,,,,,,,,
869,NPCData,858,61,A Ngõa,,,,,,,,
870,NPCData,870,81,Quy Giai,,,,,,,,
871,NPCData,871,81,Sa Châu Lãnh,,,,,,,,
872,NPCData,917,16,Vương Hử Chi,,,,,,,,
873,NPCData,918,16,Lý Kế Long,,,,,,,,
874,NPCData,919,16,Vương Thiền Nhất,,,,,,,,
875,NPCData,920,16,Tiết Tăng Huy,,,,,,,,
876,NPCData,921,16,Cửu Nhật Thông,,,,,,,,
877,NPCData,922,16,Vương Xuân,,,,,,,,
878,NPCData,923,16,Cao Dương Bùi,,,,,,,,
879,NPCData,924,16,Tô Mộc Nhiên,,,,,,,,
880,NPCData,925,16,Vương Bàng Nhi,,,,,,,,
881,NPCData,926,16,Tô Cầm,,,,,,,,
882,NPCData,927,16,Ngô Bành,,,,,,,,
883,NPCData,928,16,Vương Huyền Phong,,,,,,,,
884,NPCData,948,17,Đường Nhạc Thiên,,,,,,,,
885,NPCData,949,17,Đường Diệc Phong,,,,,,,,
886,NPCData,950,17,Đường Môn Lão Lão,,,,,,,,
887,NPCData,951,17,Đệ tử Đường Môn,,,,,,,,
888,NPCData,952,17,Đường Xuân,,,,,,,,
889,NPCData,953,17,Đường Nhạc Trùng,,,,,,,,
890,NPCData,954,17,Đường Chử Cơ,,,,,,,,
891,NPCData,955,17,Đường Phỉ Phỉ,,,,,,,,
892,NPCData,956,17,Đường Thanh Thu,,,,,,,,
893,NPCData,957,17,Đường Dư Thành,,,,,,,,
894,NPCData,958,17,Đường Nhược Hề,,,,,,,,
895,NPCData,959,17,Đường Phi Phi,,,,,,,,
896,NPCData,960,17,Đường Thái Thái,,,,,,,,
897,NPCData,961,17,Đường Mộ Tường,,,,,,,,
898,NPCData,972,18,Chẩm Mộng Quy,,,,,,,,
899,NPCData,968,18,Quân Hoàn Châu,,,,,,,,
900,NPCData,969,18,Tạ Xuân Hàn,,,,,,,,
901,NPCData,967,18,Yến Phản,,,,,,,,
902,NPCData,975,18,Túc Hồi Chi,,,,,,,,
903,NPCData,978,18,Hoàng Chí Tri,,,,,,,,
904,NPCData,970,18,Tiêu Thanh Yết,,,,,,,,
905,NPCData,964,18,Đào Ân,,,,,,,,
906,NPCData,965,18,Lý Trường Cát,,,,,,,,
907,NPCData,966,18,Đào Đào,,,,,,,,
908,NPCData,990,137,Vương Nhạn Túc,,,,,,,,
909,NPCData,992,137,U Thảo,,,,,,,,
910,NPCData,989,137,Quan Sơn Nguyệt,,,,,,,,
911,NPCData,987,137,Vương An Ca,,,,,,,,
912,NPCData,988,137,Vương Hòa Linh,,,,,,,,
913,NPCData,986,137,Vương Tố Thương,,,,,,,,
914,NPCData,991,137,Diệp Bà Bà,,,,,,,,
915,NPCData,985,137,Vương Phu Nhân,,,,,,,,
916,NPCData,993,143,Lộ Lan,,,,,,,,
917,NPCData,994,143,Cẩn Trọng,,,,,,,,
918,NPCData,995,143,Mục Vũ,,,,,,,,
919,NPCData,996,143,Nguyên Thanh,,,,,,,,
920,NPCData,997,143,Hành Nghiêm,,,,,,,,
921,NPCData,998,143,Vân Kiêu,,,,,,,,
922,NPCData,999,143,Thất Thúc,,,,,,,,
923,NPCData,1000,143,Lăng Xước,,,,,,,,
924,NPCData,1001,143,Đan Anh,,,,,,,,
925,Portal,,,,25,1122,3986,137,4442,2069,,
