RowIndex,Tag,ID,NextID,Name,Type,Level,Model,ScaleP,ManPosition,WomanPosition,ManRotation,WomanRotation,UseAdditiveShader,Alpha,Text,ChildrenJSON
131,Wing,414,424,Phụ thể - Long Biến Sắc (Cấp 2),Dragon,2,HeTiLongJiBie2BianSe4,"100,100,100","0,0,-20","0,-5,-15","0,110,130","0,-100,-40",false,70,,
132,Wing,415,425,Phụ thể - Long Biến Sắc (Cấp 2),Dragon,2,HeTiLongJiBie2BianSe5,"100,100,100","0,0,-20","0,-5,-15","0,110,130","0,-100,-40",false,70,,
133,Wing,416,426,Phụ thể - Long Biến Sắc (Cấp 2),Dragon,2,HeTiLongJiBie2BianSe6,"100,100,100","0,0,-20","0,-5,-15","0,110,130","0,-100,-40",false,70,,
134,Wing,417,427,Phụ thể - Long Biến Sắc (Cấp 2),Dragon,2,HeTiLongJiBie2BianSe7,"100,100,100","0,0,-20","0,-5,-15","0,110,130","0,-100,-40",false,70,,
135,Wing,418,428,Phụ thể - Long Biến Sắc (Cấp 2),Dragon,2,HeTiLongJiBie2BianSe8,"100,100,100","0,0,-20","0,-5,-15","0,110,130","0,-100,-40",false,70,,
136,Wing,420,430,Phụ thể - Long (Cấp 3),Dragon,3,HeTiLongJiBie3,"100,100,100","0,0,-40","0,0,-20","0,110,30","0,95,0",true,70,,
137,Wing,421,431,Phụ thể - Long Biến Sắc (Cấp 3),Dragon,3,HeTiLongJiBie3BianSe1,"100,100,100","0,0,-40","0,0,-20","0,110,30","0,95,0",false,70,,
138,Wing,422,432,Phụ thể - Long Biến Sắc (Cấp 3),Dragon,3,HeTiLongJiBie3BianSe2,"100,100,100","0,0,-40","0,0,-20","0,110,30","0,95,0",false,70,,
139,Wing,423,433,Phụ thể - Long Biến Sắc (Cấp 3),Dragon,3,HeTiLongJiBie3BianSe3,"100,100,100","0,0,-40","0,0,-20","0,110,30","0,95,0",false,70,,
140,Wing,424,434,Phụ thể - Long Biến Sắc (Cấp 3),Dragon,3,HeTiLongJiBie3BianSe4,"100,100,100","0,0,-40","0,0,-20","0,110,30","0,95,0",false,70,,
141,Wing,425,435,Phụ thể - Long Biến Sắc (Cấp 3),Dragon,3,HeTiLongJiBie3BianSe5,"100,100,100","0,0,-40","0,0,-20","0,110,30","0,95,0",false,70,,
142,Wing,426,436,Phụ thể - Long Biến Sắc (Cấp 3),Dragon,3,HeTiLongJiBie3BianSe6,"100,100,100","0,0,-40","0,0,-20","0,110,30","0,95,0",false,70,,
143,Wing,427,437,Phụ thể - Long Biến Sắc (Cấp 3),Dragon,3,HeTiLongJiBie3BianSe7,"100,100,100","0,0,-40","0,0,-20","0,110,30","0,95,0",false,70,,
144,Wing,428,438,Phụ thể - Long Biến Sắc (Cấp 3),Dragon,3,HeTiLongJiBie3BianSe8,"100,100,100","0,0,-40","0,0,-20","0,110,30","0,95,0",false,70,,
145,Wing,430,440,Phụ thể - Long (Cấp 4),Dragon,4,HeTiLongJiBie4,"100,100,100","0,0,-40","-10,6,-26","0,110,60","60,200,180",true,70,,
146,Wing,431,441,Phụ thể - Long Biến Sắc (Cấp 4),Dragon,4,HeTiLongJiBie4BianSe1,"100,100,100","0,0,-40","-10,6,-26","0,110,60","60,200,180",false,70,,
147,Wing,432,442,Phụ thể - Long Biến Sắc (Cấp 4),Dragon,4,HeTiLongJiBie4BianSe2,"100,100,100","0,0,-40","-10,6,-26","0,110,60","60,200,180",false,70,,
148,Wing,433,443,Phụ thể - Long Biến Sắc (Cấp 4),Dragon,4,HeTiLongJiBie4BianSe3,"100,100,100","0,0,-40","-10,6,-26","0,110,60","60,200,180",false,70,,
149,Wing,434,444,Phụ thể - Long Biến Sắc (Cấp 4),Dragon,4,HeTiLongJiBie4BianSe4,"100,100,100","0,0,-40","-10,6,-26","0,110,60","60,200,180",false,70,,
150,Wing,435,445,Phụ thể - Long Biến Sắc (Cấp 4),Dragon,4,HeTiLongJiBie4BianSe5,"100,100,100","0,0,-40","-10,6,-26","0,110,60","60,200,180",false,70,,
151,Wing,436,446,Phụ thể - Long Biến Sắc (Cấp 4),Dragon,4,HeTiLongJiBie4BianSe6,"100,100,100","0,0,-40","-10,6,-26","0,110,60","60,200,180",false,70,,
152,Wing,437,447,Phụ thể - Long Biến Sắc (Cấp 4),Dragon,4,HeTiLongJiBie4BianSe7,"100,100,100","0,0,-40","-10,6,-26","0,110,60","60,200,180",false,70,,
153,Wing,438,448,Phụ thể - Long Biến Sắc (Cấp 4),Dragon,4,HeTiLongJiBie4BianSe8,"100,100,100","0,0,-40","-10,6,-26","0,110,60","60,200,180",false,70,,
154,Wing,440,-1,Phụ thể - Long (Cấp 5),Dragon,5,HeTiLongJiBie5BianSe3,"100,100,100","0,0,-10","0,0,-20","0,180,0","180,0,0",true,70,,
155,Wing,441,-1,Phụ thể - Long Biến Sắc (Cấp 5),Dragon,5,HeTiLongJiBie5BianSe1,"100,100,100","0,0,-10","0,0,-20","0,180,0","180,0,0",false,70,,
156,Wing,442,-1,Phụ thể - Long Biến Sắc (Cấp 5),Dragon,5,HeTiLongJiBie5BianSe2,"100,100,100","0,0,-10","0,0,-20","0,180,0","180,0,0",false,70,,
157,Wing,443,-1,Phụ thể - Long Biến Sắc (Cấp 5),Dragon,5,HeTiLongJiBie5BianSe3,"100,100,100","0,0,-10","0,0,-20","0,180,0","180,0,0",false,70,,
158,Wing,444,-1,Phụ thể - Long Biến Sắc (Cấp 5),Dragon,5,HeTiLongJiBie5BianSe4,"100,100,100","0,0,-10","0,0,-20","0,180,0","180,0,0",false,70,,
159,Wing,445,-1,Phụ thể - Long Biến Sắc (Cấp 5),Dragon,5,HeTiLongJiBie5BianSe5,"100,100,100","0,0,-10","0,0,-20","0,180,0","180,0,0",false,70,,
160,Wing,446,-1,Phụ thể - Long Biến Sắc (Cấp 5),Dragon,5,HeTiLongJiBie5BianSe6,"100,100,100","0,0,-10","0,0,-20","0,180,0","180,0,0",false,70,,
161,Wing,447,-1,Phụ thể - Long Biến Sắc (Cấp 5),Dragon,5,HeTiLongJiBie5BianSe7,"100,100,100","0,0,-10","0,0,-20","0,180,0","180,0,0",false,70,,
162,Wing,448,-1,Phụ thể - Long Biến Sắc (Cấp 5),Dragon,5,HeTiLongJiBie5BianSe8,"100,100,100","0,0,-10","0,0,-20","0,180,0","180,0,0",false,70,,
163,Wing,500,510,Phụ thể - Linh Thước (Cấp 1),Crusty,1,ShouHunHeTi150228JiBie1,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
164,Wing,501,511,Phụ thể - Linh Thước Biến Sắc (Cấp 1),Crusty,1,ShouHunHeTi150228JiBie1BianSe01,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
165,Wing,502,512,Phụ thể - Linh Thước Biến Sắc (Cấp 1),Crusty,1,ShouHunHeTi150228JiBie1BianSe02,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
166,Wing,503,513,Phụ thể - Linh Thước Biến Sắc (Cấp 1),Crusty,1,ShouHunHeTi150228JiBie1BianSe03,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
167,Wing,504,514,Phụ thể - Linh Thước Biến Sắc (Cấp 1),Crusty,1,ShouHunHeTi150228JiBie1BianSe04,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
168,Wing,505,515,Phụ thể - Linh Thước Biến Sắc (Cấp 1),Crusty,1,ShouHunHeTi150228JiBie1BianSe05,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
169,Wing,506,516,Phụ thể - Linh Thước Biến Sắc (Cấp 1),Crusty,1,ShouHunHeTi150228JiBie1BianSe06,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
170,Wing,507,517,Phụ thể - Linh Thước Biến Sắc (Cấp 1),Crusty,1,ShouHunHeTi150228JiBie1BianSe07,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
171,Wing,508,518,Phụ thể - Linh Thước Biến Sắc (Cấp 1),Crusty,1,ShouHunHeTi150228JiBie1BianSe08,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
172,Wing,510,520,Phụ thể - Linh Thước (Cấp 2),Crusty,2,ShouHunHeTi150228JiBie2,"100,100,100","0,0,-60","0,0,-40","90,0,0","100,0,0",false,50,,
173,Wing,511,521,Phụ thể - Linh Thước Biến Sắc (Cấp 2),Crusty,2,ShouHunHeTi150228JiBie2BianSe01,"100,100,100","0,0,-60","0,0,-40","90,0,0","100,0,0",false,50,,
174,Wing,512,522,Phụ thể - Linh Thước Biến Sắc (Cấp 2),Crusty,2,ShouHunHeTi150228JiBie2BianSe02,"100,100,100","0,0,-60","0,0,-40","90,0,0","100,0,0",false,50,,
175,Wing,513,523,Phụ thể - Linh Thước Biến Sắc (Cấp 2),Crusty,2,ShouHunHeTi150228JiBie2BianSe03,"100,100,100","0,0,-60","0,0,-40","90,0,0","100,0,0",false,50,,
176,Wing,514,524,Phụ thể - Linh Thước Biến Sắc (Cấp 2),Crusty,2,ShouHunHeTi150228JiBie2BianSe04,"100,100,100","0,0,-60","0,0,-40","90,0,0","100,0,0",false,50,,
177,Wing,515,525,Phụ thể - Linh Thước Biến Sắc (Cấp 2),Crusty,2,ShouHunHeTi150228JiBie2BianSe05,"100,100,100","0,0,-60","0,0,-40","90,0,0","100,0,0",false,50,,
178,Wing,516,526,Phụ thể - Linh Thước Biến Sắc (Cấp 2),Crusty,2,ShouHunHeTi150228JiBie2BianSe06,"100,100,100","0,0,-60","0,0,-40","90,0,0","100,0,0",false,50,,
179,Wing,517,527,Phụ thể - Linh Thước Biến Sắc (Cấp 2),Crusty,2,ShouHunHeTi150228JiBie2BianSe07,"100,100,100","0,0,-60","0,0,-40","90,0,0","100,0,0",false,50,,
180,Wing,518,528,Phụ thể - Linh Thước Biến Sắc (Cấp 2),Crusty,2,ShouHunHeTi150228JiBie2BianSe08,"100,100,100","0,0,-60","0,0,-40","90,0,0","100,0,0",false,50,,
181,Wing,520,530,Phụ thể - Linh Thước (Cấp 3),Crusty,3,ShouHunHeTi150228JiBie5,"100,100,100","8,0,-60","0,0,-40","90,0,0","90,-180,-180",false,50,,
182,Wing,521,531,Phụ thể - Linh Thước Biến Sắc (Cấp 3),Crusty,3,ShouHunHeTi150228JiBie5BianSe01,"100,100,100","8,0,-60","0,0,-40","90,0,0","90,-180,-180",false,50,,
183,Wing,522,532,Phụ thể - Linh Thước Biến Sắc (Cấp 3),Crusty,3,ShouHunHeTi150228JiBie5BianSe02,"100,100,100","8,0,-60","0,0,-40","90,0,0","90,-180,-180",false,50,,
184,Wing,523,533,Phụ thể - Linh Thước Biến Sắc (Cấp 3),Crusty,3,ShouHunHeTi150228JiBie5BianSe03,"100,100,100","8,0,-60","0,0,-40","90,0,0","90,-180,-180",false,50,,
185,Wing,524,534,Phụ thể - Linh Thước Biến Sắc (Cấp 3),Crusty,3,ShouHunHeTi150228JiBie5BianSe04,"100,100,100","8,0,-60","0,0,-40","90,0,0","90,-180,-180",false,50,,
186,Wing,525,535,Phụ thể - Linh Thước Biến Sắc (Cấp 3),Crusty,3,ShouHunHeTi150228JiBie5BianSe05,"100,100,100","8,0,-60","0,0,-40","90,0,0","90,-180,-180",false,50,,
187,Wing,526,536,Phụ thể - Linh Thước Biến Sắc (Cấp 3),Crusty,3,ShouHunHeTi150228JiBie5BianSe06,"100,100,100","8,0,-60","0,0,-40","90,0,0","90,-180,-180",false,50,,
188,Wing,527,537,Phụ thể - Linh Thước Biến Sắc (Cấp 3),Crusty,3,ShouHunHeTi150228JiBie5BianSe07,"100,100,100","8,0,-60","0,0,-40","90,0,0","90,-180,-180",false,50,,
189,Wing,528,538,Phụ thể - Linh Thước Biến Sắc (Cấp 3),Crusty,3,ShouHunHeTi150228JiBie5BianSe08,"100,100,100","8,0,-60","0,0,-40","90,0,0","90,-180,-180",false,50,,
190,Wing,530,540,Phụ thể - Linh Thước (Cấp 4),Crusty,4,ShouHunHeTi150228JiBie4,"100,100,100","8,0,-60","12,0,-40","90,0,0","90,0,0",false,50,,
191,Wing,531,541,Phụ thể - Linh Thước Biến Sắc (Cấp 4),Crusty,4,ShouHunHeTi150228JiBie4BianSe01,"100,100,100","8,0,-60","12,0,-40","90,0,0","90,0,0",false,50,,
192,Wing,532,542,Phụ thể - Linh Thước Biến Sắc (Cấp 4),Crusty,4,ShouHunHeTi150228JiBie4BianSe02,"100,100,100","8,0,-60","12,0,-40","90,0,0","90,0,0",false,50,,
193,Wing,533,543,Phụ thể - Linh Thước Biến Sắc (Cấp 4),Crusty,4,ShouHunHeTi150228JiBie4BianSe03,"100,100,100","8,0,-60","12,0,-40","90,0,0","90,0,0",false,50,,
194,Wing,534,544,Phụ thể - Linh Thước Biến Sắc (Cấp 4),Crusty,4,ShouHunHeTi150228JiBie4BianSe04,"100,100,100","8,0,-60","12,0,-40","90,0,0","90,0,0",false,50,,
195,Wing,535,545,Phụ thể - Linh Thước Biến Sắc (Cấp 4),Crusty,4,ShouHunHeTi150228JiBie4BianSe05,"100,100,100","8,0,-60","12,0,-40","90,0,0","90,0,0",false,50,,
196,Wing,536,546,Phụ thể - Linh Thước Biến Sắc (Cấp 4),Crusty,4,ShouHunHeTi150228JiBie4BianSe06,"100,100,100","8,0,-60","12,0,-40","90,0,0","90,0,0",false,50,,
197,Wing,537,547,Phụ thể - Linh Thước Biến Sắc (Cấp 4),Crusty,4,ShouHunHeTi150228JiBie4BianSe07,"100,100,100","8,0,-60","12,0,-40","90,0,0","90,0,0",false,50,,
198,Wing,538,548,Phụ thể - Linh Thước Biến Sắc (Cấp 4),Crusty,4,ShouHunHeTi150228JiBie4BianSe08,"100,100,100","8,0,-60","12,0,-40","90,0,0","90,0,0",false,50,,
199,Wing,540,-1,Phụ thể - Linh Thước (Cấp 5),Crusty,5,ShouHunHeTi150228JiBie3,"150,150,150","0,0,-70","0,0,-50","90,0,0","90,-180,-180",false,50,,
200,Wing,541,-1,Phụ thể - Linh Thước Biến Sắc (Cấp 5),Crusty,5,ShouHunHeTi150228JiBie3BianSe01,"150,150,150","0,0,-70","0,0,-50","90,0,0","90,-180,-180",false,50,,
201,Wing,542,-1,Phụ thể - Linh Thước Biến Sắc (Cấp 5),Crusty,5,ShouHunHeTi150228JiBie3BianSe02,"150,150,150","0,0,-70","0,0,-50","90,0,0","90,-180,-180",false,50,,
202,Wing,543,-1,Phụ thể - Linh Thước Biến Sắc (Cấp 5),Crusty,5,ShouHunHeTi150228JiBie3BianSe03,"150,150,150","0,0,-70","0,0,-50","90,0,0","90,-180,-180",false,50,,
203,Wing,544,-1,Phụ thể - Linh Thước Biến Sắc (Cấp 5),Crusty,5,ShouHunHeTi150228JiBie3BianSe04,"150,150,150","0,0,-70","0,0,-50","90,0,0","90,-180,-180",false,50,,
204,Wing,545,-1,Phụ thể - Linh Thước Biến Sắc (Cấp 5),Crusty,5,ShouHunHeTi150228JiBie3BianSe05,"150,150,150","0,0,-70","0,0,-50","90,0,0","90,-180,-180",false,50,,
205,Wing,546,-1,Phụ thể - Linh Thước Biến Sắc (Cấp 5),Crusty,5,ShouHunHeTi150228JiBie3BianSe06,"150,150,150","0,0,-70","0,0,-50","90,0,0","90,-180,-180",false,50,,
206,Wing,547,-1,Phụ thể - Linh Thước Biến Sắc (Cấp 5),Crusty,5,ShouHunHeTi150228JiBie3BianSe07,"150,150,150","0,0,-70","0,0,-50","90,0,0","90,-180,-180",false,50,,
207,Wing,548,-1,Phụ thể - Linh Thước Biến Sắc (Cấp 5),Crusty,5,ShouHunHeTi150228JiBie3BianSe08,"150,150,150","0,0,-70","0,0,-50","90,0,0","90,-180,-180",false,50,,
208,Wing,600,610,Phụ thể - Cẩm Lân (Cấp 1),Fish,1,ShouHunHeTi140713JiBie1,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
209,Wing,601,611,Phụ thể - Cẩm Lân Biến Sắc (Cấp 1),Fish,1,ShouHunHeTi140713JiBie1BianSe01,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
210,Wing,602,612,Phụ thể - Cẩm Lân Biến Sắc (Cấp 1),Fish,1,ShouHunHeTi140713JiBie1BianSe02,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
211,Wing,603,613,Phụ thể - Cẩm Lân Biến Sắc (Cấp 1),Fish,1,ShouHunHeTi140713JiBie1BianSe03,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
212,Wing,604,614,Phụ thể - Cẩm Lân Biến Sắc (Cấp 1),Fish,1,ShouHunHeTi140713JiBie1BianSe04,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
213,Wing,605,615,Phụ thể - Cẩm Lân Biến Sắc (Cấp 1),Fish,1,ShouHunHeTi140713JiBie1BianSe05,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
214,Wing,606,616,Phụ thể - Cẩm Lân Biến Sắc (Cấp 1),Fish,1,ShouHunHeTi140713JiBie1BianSe06,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
215,Wing,607,617,Phụ thể - Cẩm Lân Biến Sắc (Cấp 1),Fish,1,ShouHunHeTi140713JiBie1BianSe07,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
216,Wing,608,618,Phụ thể - Cẩm Lân Biến Sắc (Cấp 1),Fish,1,ShouHunHeTi140713JiBie1BianSe08,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
217,Wing,610,620,Phụ thể - Cẩm Lân (Cấp 2),Fish,2,ShouHunHeTi140713JiBie2,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
218,Wing,611,621,Phụ thể - Cẩm Lân Biến Sắc (Cấp 2),Fish,2,ShouHunHeTi140713JiBie2BianSe01,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
219,Wing,612,622,Phụ thể - Cẩm Lân Biến Sắc (Cấp 2),Fish,2,ShouHunHeTi140713JiBie2BianSe02,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
220,Wing,613,623,Phụ thể - Cẩm Lân Biến Sắc (Cấp 2),Fish,2,ShouHunHeTi140713JiBie2BianSe03,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
221,Wing,614,624,Phụ thể - Cẩm Lân Biến Sắc (Cấp 2),Fish,2,ShouHunHeTi140713JiBie2BianSe04,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
222,Wing,615,625,Phụ thể - Cẩm Lân Biến Sắc (Cấp 2),Fish,2,ShouHunHeTi140713JiBie2BianSe05,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
223,Wing,616,626,Phụ thể - Cẩm Lân Biến Sắc (Cấp 2),Fish,2,ShouHunHeTi140713JiBie2BianSe06,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
224,Wing,617,627,Phụ thể - Cẩm Lân Biến Sắc (Cấp 2),Fish,2,ShouHunHeTi140713JiBie2BianSe07,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
225,Wing,618,628,Phụ thể - Cẩm Lân Biến Sắc (Cấp 2),Fish,2,ShouHunHeTi140713JiBie2BianSe08,"100,100,100","0,-8,-45","0,0,-40","90,0,0","90,0,0",false,50,,
226,Wing,620,630,Phụ thể - Cẩm Lân (Cấp 3),Fish,3,ShouHunHeTi140713JiBie3,"100,100,100","0,-8,-50","0,0,-40","90,0,0","90,0,0",false,50,,
227,Wing,621,631,Phụ thể - Cẩm Lân Biến Sắc (Cấp 3),Fish,3,ShouHunHeTi140713JiBie3BianSe01,"100,100,100","0,-8,-50","0,0,-40","90,0,0","90,0,0",false,50,,
228,Wing,622,632,Phụ thể - Cẩm Lân Biến Sắc (Cấp 3),Fish,3,ShouHunHeTi140713JiBie3BianSe02,"100,100,100","0,-8,-50","0,0,-40","90,0,0","90,0,0",false,50,,
229,Wing,623,633,Phụ thể - Cẩm Lân Biến Sắc (Cấp 3),Fish,3,ShouHunHeTi140713JiBie3BianSe03,"100,100,100","0,-8,-50","0,0,-40","90,0,0","90,0,0",false,50,,
230,Wing,624,634,Phụ thể - Cẩm Lân Biến Sắc (Cấp 3),Fish,3,ShouHunHeTi140713JiBie3BianSe04,"100,100,100","0,-8,-50","0,0,-40","90,0,0","90,0,0",false,50,,
231,Wing,625,635,Phụ thể - Cẩm Lân Biến Sắc (Cấp 3),Fish,3,ShouHunHeTi140713JiBie3BianSe05,"100,100,100","0,-8,-50","0,0,-40","90,0,0","90,0,0",false,50,,
232,Wing,626,636,Phụ thể - Cẩm Lân Biến Sắc (Cấp 3),Fish,3,ShouHunHeTi140713JiBie3BianSe06,"100,100,100","0,-8,-50","0,0,-40","90,0,0","90,0,0",false,50,,
233,Wing,627,637,Phụ thể - Cẩm Lân Biến Sắc (Cấp 3),Fish,3,ShouHunHeTi140713JiBie3BianSe07,"100,100,100","0,-8,-50","0,0,-40","90,0,0","90,0,0",false,50,,
234,Wing,628,638,Phụ thể - Cẩm Lân Biến Sắc (Cấp 3),Fish,3,ShouHunHeTi140713JiBie3BianSe08,"100,100,100","0,-8,-50","0,0,-40","90,0,0","90,0,0",false,50,,
235,Wing,630,640,Phụ thể - Cẩm Lân (Cấp 4),Fish,4,ShouHunHeTi140713JiBie4,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
236,Wing,631,641,Phụ thể - Cẩm Lân Biến Sắc (Cấp 4),Fish,4,ShouHunHeTi140713JiBie4BianSe01,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
237,Wing,632,642,Phụ thể - Cẩm Lân Biến Sắc (Cấp 4),Fish,4,ShouHunHeTi140713JiBie4BianSe02,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
238,Wing,633,643,Phụ thể - Cẩm Lân Biến Sắc (Cấp 4),Fish,4,ShouHunHeTi140713JiBie4BianSe03,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
239,Wing,634,644,Phụ thể - Cẩm Lân Biến Sắc (Cấp 4),Fish,4,ShouHunHeTi140713JiBie4BianSe04,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
240,Wing,635,645,Phụ thể - Cẩm Lân Biến Sắc (Cấp 4),Fish,4,ShouHunHeTi140713JiBie4BianSe05,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
241,Wing,636,646,Phụ thể - Cẩm Lân Biến Sắc (Cấp 4),Fish,4,ShouHunHeTi140713JiBie4BianSe06,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
242,Wing,637,647,Phụ thể - Cẩm Lân Biến Sắc (Cấp 4),Fish,4,ShouHunHeTi140713JiBie4BianSe07,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
243,Wing,638,648,Phụ thể - Cẩm Lân Biến Sắc (Cấp 4),Fish,4,ShouHunHeTi140713JiBie4BianSe08,"100,100,100","0,0,-60","0,0,-40","90,0,0","90,0,0",false,50,,
244,Wing,640,-1,Phụ thể - Cẩm Lân (Cấp 5),Fish,5,ShouHunHeTi140713JiBie5,"100,100,100","0,0,-70","0,0,-60","180,0,0","180,0,0",false,50,,
245,Wing,641,-1,Phụ thể - Cẩm Lân Biến Sắc (Cấp 5),Fish,5,ShouHunHeTi140713JiBie5BianSe01,"100,100,100","0,0,-70","0,0,-60","180,0,0","180,0,0",false,50,,
246,Wing,642,-1,Phụ thể - Cẩm Lân Biến Sắc (Cấp 5),Fish,5,ShouHunHeTi140713JiBie5BianSe02,"100,100,100","0,0,-70","0,0,-60","180,0,0","180,0,0",false,50,,
247,Wing,643,-1,Phụ thể - Cẩm Lân Biến Sắc (Cấp 5),Fish,5,ShouHunHeTi140713JiBie5BianSe03,"100,100,100","0,0,-70","0,0,-60","180,0,0","180,0,0",false,50,,
248,Wing,644,-1,Phụ thể - Cẩm Lân Biến Sắc (Cấp 5),Fish,5,ShouHunHeTi140713JiBie5BianSe04,"100,100,100","0,0,-70","0,0,-60","180,0,0","180,0,0",false,50,,
249,Wing,645,-1,Phụ thể - Cẩm Lân Biến Sắc (Cấp 5),Fish,5,ShouHunHeTi140713JiBie5BianSe05,"100,100,100","0,0,-70","0,0,-60","180,0,0","180,0,0",false,50,,
250,Wing,646,-1,Phụ thể - Cẩm Lân Biến Sắc (Cấp 5),Fish,5,ShouHunHeTi140713JiBie5BianSe06,"100,100,100","0,0,-70","0,0,-60","180,0,0","180,0,0",false,50,,
251,Wing,647,-1,Phụ thể - Cẩm Lân Biến Sắc (Cấp 5),Fish,5,ShouHunHeTi140713JiBie5BianSe07,"100,100,100","0,0,-70","0,0,-60","180,0,0","180,0,0",false,50,,
252,Wing,648,-1,Phụ thể - Cẩm Lân Biến Sắc (Cấp 5),Fish,5,ShouHunHeTi140713JiBie5BianSe08,"100,100,100","0,0,-70","0,0,-60","180,0,0","180,0,0",false,50,,
253,Wing,700,710,Phụ thể - Thiên Vũ (Cấp 1),Fly,1,QinZiHeTi150604ChiBang01,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
254,Wing,701,711,Phụ thể - Thiên Vũ Biến Sắc(Cấp 1),Fly,1,QinZiHeTi150604ChiBang01_1,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
255,Wing,702,712,Phụ thể - Thiên Vũ Biến Sắc(Cấp 1),Fly,1,QinZiHeTi150604ChiBang01_2,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
256,Wing,703,713,Phụ thể - Thiên Vũ Biến Sắc(Cấp 1),Fly,1,QinZiHeTi150604ChiBang01_3,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
257,Wing,704,714,Phụ thể - Thiên Vũ Biến Sắc(Cấp 1),Fly,1,QinZiHeTi150604ChiBang01_4,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
258,Wing,705,715,Phụ thể - Thiên Vũ Biến Sắc(Cấp 1),Fly,1,QinZiHeTi150604ChiBang01_5,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
259,Wing,706,716,Phụ thể - Thiên Vũ Biến Sắc(Cấp 1),Fly,1,QinZiHeTi150604ChiBang01_6,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
260,Wing,707,717,Phụ thể - Thiên Vũ Biến Sắc(Cấp 1),Fly,1,QinZiHeTi150604ChiBang01_7,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
261,Wing,710,720,Phụ thể - Thiên Vũ (Cấp 2),Fly,2,QinZiHeTi150604ChiBang02,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
262,Wing,711,721,Phụ thể - Thiên Vũ Biến Sắc(Cấp 2),Fly,2,QinZiHeTi150604ChiBang02_1,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
263,Wing,712,722,Phụ thể - Thiên Vũ Biến Sắc(Cấp 2),Fly,2,QinZiHeTi150604ChiBang02_2,"180,180,180","0,-10,-20","0,-11,-12","60,0,0","50,-3,0",false,50,,
