RowIndex,Tag,ID,Level,Type,Icon,Name,BasePrice,SellPrice,IsUniversal,Description,Text,ChildrenJSON
191,Gem,50231003,2,100,Charm8_10,Thúy Ngọc Tinh Trần - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
192,Gem,50231004,2,100,Charm8_2,Tranh Ảnh Như Mộng - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
193,Gem,50231005,2,100,Charm7_14,Hoa Lạc Hồng Trần - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
194,Gem,50231006,2,100,TaskTools16_5,Điệp Ảnh Tâm Hoa - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
195,Gem,50231007,2,100,TaskTools16_14,Thước Vũ Hồng Liên - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
196,Gem,50231008,2,100,Charm10_2,Diệu Vũ Phương Lan - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
197,Gem,50231009,2,100,Charm10_6,Toái Toàn Tinh Thần - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
198,Gem,50231010,2,100,Charm10_12,Hàn Mộng Tinh Liên - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
199,Gem,50231011,2,100,Charm10_16,Ngân Tiêu Linh Hạc - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
200,Gem,50231014,2,100,Charm11_8,Phong Hỏa Lưu Kim - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
201,Gem,50231015,2,100,Charm11_12,Tinh Hà Mạn Mạn - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
202,Gem,50231016,2,100,Charm11_16,Kim Vũ Phù Tiêu - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
203,Gem,50231017,2,100,Charm12_6,Triêm Y Tố Tình - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
204,Gem,50231018,2,100,Charm12_10,Hiểu Tinh Trầm Dạ - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
205,Gem,50231100,2,100,HJCharm11_2,Thiên Sơn Mộ Tuyết - Kiên (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên vai.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
206,Gem,50232001,2,101,Charm8_6,Băng Lam Lưu Vân - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
207,Gem,50232002,2,101,Charm7_10,Tử Vi Tinh Quang - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
208,Gem,50232003,2,101,Charm8_10,Thúy Ngọc Tinh Trần - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
209,Gem,50232004,2,101,Charm8_2,Tranh Ảnh Như Mộng - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
210,Gem,50232005,2,101,Charm7_14,Hoa Lạc Hồng Trần - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
211,Gem,50232006,2,101,TaskTools16_5,Điệp Ảnh Tâm Hoa - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
212,Gem,50232007,2,101,TaskTools16_14,Thước Vũ Hồng Liên - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
213,Gem,50232008,2,101,Charm10_2,Diệu Vũ Phương Lan - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
214,Gem,50232009,2,101,Charm10_6,Toái Toàn Tinh Thần - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
215,Gem,50232010,2,101,Charm10_12,Hàn Mộng Tinh Liên - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
216,Gem,50232011,2,101,Charm10_16,Ngân Tiêu Linh Hạc - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
217,Gem,50232014,2,101,Charm11_8,Phong Hỏa Lưu Kim - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
218,Gem,50232015,2,101,Charm11_12,Tinh Hà Mạn Mạn - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
219,Gem,50232016,2,101,Charm11_16,Kim Vũ Phù Tiêu - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
220,Gem,50232017,2,101,Charm12_6,Triêm Y Tố Tình - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
221,Gem,50232018,2,101,Charm12_10,Hiểu Tinh Trầm Dạ - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
222,Gem,50232100,2,101,HJCharm11_2,Thiên Sơn Mộ Tuyết - Yêu Đai (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên eo.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
223,Gem,50233001,2,102,Charm8_6,Băng Lam Lưu Vân - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
224,Gem,50233002,2,102,Charm7_10,Tử Vi Tinh Quang - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
225,Gem,50233003,2,102,Charm8_10,Thúy Ngọc Tinh Trần - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
226,Gem,50233004,2,102,Charm8_2,Tranh Ảnh Như Mộng - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
227,Gem,50233005,2,102,Charm7_14,Hoa Lạc Hồng Trần - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
228,Gem,50233006,2,102,TaskTools16_5,Điệp Ảnh Tâm Hoa - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
229,Gem,50233007,2,102,TaskTools16_14,Thước Vũ Hồng Liên - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
230,Gem,50233008,2,102,Charm10_2,Diệu Vũ Phương Lan - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
231,Gem,50233009,2,102,Charm10_6,Toái Toàn Tinh Thần - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
232,Gem,50233010,2,102,Charm10_12,Hàn Mộng Tinh Liên - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
233,Gem,50233011,2,102,Charm10_16,Ngân Tiêu Linh Hạc - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
234,Gem,50233014,2,102,Charm11_8,Phong Hỏa Lưu Kim - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
235,Gem,50233015,2,102,Charm11_12,Tinh Hà Mạn Mạn - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
236,Gem,50233016,2,102,Charm11_16,Kim Vũ Phù Tiêu - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
237,Gem,50233017,2,102,Charm12_6,Triêm Y Tố Tình - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
238,Gem,50233018,2,102,Charm12_10,Hiểu Tinh Trầm Dạ - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
239,Gem,50233100,2,102,HJCharm11_2,Thiên Sơn Mộ Tuyết - Cước (Cấp 2),300000,2000,false,Phối sức thời trang chưa hoàn thiện dùng cho vị trí trên giày.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
240,Gem,50241001,2,200,Choujiang3_9,Huyễn Sắc Huyền Tinh Thạch (Cấp 2),300000,2000,false,Phối sức vũ khí huyễn sắc chưa hoàn thiện.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
241,Gem,50241002,2,200,Choujiang3_11,Huyễn Sắc Thanh Phong Thạch (Cấp 2),300000,2000,false,Phối sức vũ khí huyễn sắc chưa hoàn thiện.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
242,Gem,50241003,2,200,Choujiang3_13,Huyễn Sắc Địa Linh Thạch (Cấp 2),300000,2000,false,Phối sức vũ khí huyễn sắc chưa hoàn thiện.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
243,Gem,50241004,2,200,Choujiang3_12,Huyễn Sắc Độc Cương Thạch (Cấp 2),300000,2000,false,Phối sức vũ khí huyễn sắc chưa hoàn thiện.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
244,Gem,50241005,2,200,Choujiang3_14,Huyễn Sắc Viêm Hỏa Thạch (Cấp 2),300000,2000,false,Phối sức vũ khí huyễn sắc chưa hoàn thiện.<br><color=#FFFF00>Có thể sử dụng 5 phối sức cùng loại tạo thành phối sức cấp cao hơn.,,
245,Gem,50301001,3,1,Gem3_2_4,Miêu Nhãn Thạch (Cấp 3),50000,1000,false,"Bảo thạch giống mắt mèo, có thể khảm trên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""364""}}]"
246,Gem,50301002,3,1,Gem3_1_1,Hổ Nhãn Thạch (Cấp 3),50000,1000,false,"Bảo thạch giống mắt hổ, có thể khảm trên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""364""}}]"
247,Gem,50301003,3,1,LiJinGem3_2_4,Miêu Nhãn Thạch - Thông Bảo (Cấp 3),50000,1,true,"Bảo thạch giống mắt mèo, có thể khảm trên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_magicatk"",""Value"":""364""}}]"
248,Gem,50301004,3,1,LiJinGem3_1_1,Hổ Nhãn Thạch - Thông Bảo (Cấp 3),50000,1,true,"Bảo thạch giống mắt hổ, có thể khảm trên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_physatk"",""Value"":""364""}}]"
249,Gem,50302001,3,2,Gem3_1_3,Hoàng Tinh Thạch (Cấp 3),150000,1000,false,"Tinh Thạch Vàng, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""20""}}]"
250,Gem,50302002,3,2,Gem3_1_4,Lam Tinh Thạch (Cấp 3),150000,1000,false,"Tinh Thạch Lam, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""20""}}]"
251,Gem,50302003,3,2,Gem3_1_5,Hồng Tinh Thạch (Cấp 3),150000,1000,false,"Tinh Thạch Đỏ, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""20""}}]"
252,Gem,50302004,3,2,Gem3_1_6,Lục Tinh Thạch (Cấp 3),150000,1000,false,"Tinh Thạch Lục, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""20""}}]"
253,Gem,50302005,3,2,Gem3_2_5,Thuần Tịnh Hoàng Tinh Thạch (Cấp 3),300000,2000,false,"Hoàng Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""33""}}]"
254,Gem,50302006,3,2,Gem3_2_9,Thuần Tịnh Lam Tinh Thạch (Cấp 3),300000,2000,false,"Lam Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""33""}}]"
255,Gem,50302007,3,2,Gem3_2_13,Thuần Tịnh Hồng Tinh Thạch (Cấp 3),300000,2000,false,"Hồng Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""33""}}]"
256,Gem,50302008,3,2,Gem3_2_6,Thuần Tịnh Lục Tinh Thạch (Cấp 3),300000,2000,false,"Lục Tinh Thạch tinh khiết, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#00FF00>Có thể sử dụng 3 viên Thuần Tịnh Bảo Thạch dung luyện thành một viên Minh Thạch cùng cấp độ.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_poisonatk"",""Value"":""33""}}]"
257,Gem,50302009,3,2,LiJinGem3_1_3,Hoàng Tinh Thạch - Thông Bảo (Cấp 3),150000,1,true,"Tinh Thạch Vàng, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_lightatk"",""Value"":""20""}}]"
258,Gem,50302010,3,2,LiJinGem3_1_4,Lam Tinh Thạch - Thông Bảo (Cấp 3),150000,1,true,"Tinh Thạch Lam, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_iceatk"",""Value"":""20""}}]"
259,Gem,50302011,3,2,LiJinGem3_1_5,Hồng Tinh Thạch - Thông Bảo (Cấp 3),150000,1,true,"Tinh Thạch Đỏ, có thể khảm lên trang bị tấn công <color=#FFFF00>Vũ Khí, Hộ Uyển, Giới Chỉ, Hộ Phù, Hạng Liên, Ám Khí, Võ Hồn, Long Văn, Lệnh Bài, Hào Hiệp Ấn</color>, cũng đồng thời có thể khảm trên trang bị trân thú loại tấn công <color=#FFFF00>Trảo, Hoàn, Sức</color>, không thể khảm nạm bảo thạch cùng loại trên cùng một trang bị.<br><color=#FFFF00>Có thể sử dụng Bảo Thạch Điêu Trác Phù điêu trác thành một viên Thuần Tịnh Bảo Thạch cùng cấp độ.</color><br><color=#00FF00>Bảo Thạch Thông Bảo, không thể hợp thành bảo thạch cấp cao hơn.</color>",,"[{""Tag"":""Attribute"",""Attributes"":{""Symbol"":""magic_fireatk"",""Value"":""20""}}]"
