ID,Name,Type,Style,FactionID,BookID,RequireLevel,RequireWeapon,IsDamageSkill,TargetType,CastRange,AttackRadius,ProgressTime,CooldownGroup,Property,Tag
823,Thập Phương Câu Diệt,Active,SingleTargetBuff,11,87,80,false,false,Self,0,0,0,823,tangmen_shifanggoumie,
82301,Thập Phương Câu Diệt - Hội tâm,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,tangmen_shifanggoumie_child,
824,Lạc Nhật Truy Tinh,Active,RangedSingleTarget,11,88,1,true,true,Enemy,15,0,0,824,eighthbook_damage_magical,
825,Lục Hợp Cấm Vực,Active,RangedSingleTarget,11,88,1,true,false,Enemy,15,0,0,825,eighthbook_control_magical,
826,Ảnh Tử Thích Khách,Active,SingleTargetBuff,11,87,1,false,false,PeacePlayer,15,0,0,826,tangmen_yingzicike,
830,Càn Khôn Dẫn,Active,RangedSingleTarget,12,89,1,true,true,Enemy,15,0,0,830,guigu_qiankunyin,
831,Thái Thượng Vong Tình,Active,MultipleTargetsAroundPosition,12,89,10,true,true,Enemy,15,5,0,831,guigu_taishangwangqing,
832,Tạo Hóa Tam Sinh,Active,SingleTargetBuff,12,89,1,false,false,PeacePlayer,15,0,0,832,guigu_zaohuasansheng,
833,Nhất Khí Tam Thanh,Active,RangedSingleTarget,12,90,45,true,true,Enemy,15,0,0,833,guigu_yiqisanqing,
834,Phù Dao Trực Thượng,Active,SingleTargetBuff,12,90,20,false,false,Self,0,0,0,834,guigu_fuyaozhishang,
835,Đào Nhiên Nhất Túy,Active,RangedSingleTarget,12,90,30,true,false,Enemy,15,0,0,835,guigu_taoranyizui,
836,Bão Nguyên Thủ Nhất,Active,MultipleTargetsBuff,12,90,40,false,false,SelfAndAlly,0,7,0,836,guigu_baoyuanshouyi,
837,Huỳnh Hoặc Thủ Tâm,Active,RangedSingleTarget,12,91,20,true,true,Enemy,15,0,0,837,guigu_yinghuoshouxin,
83701,Huỳnh Hoặc Thủ Tâm - Thiêu đốt,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,guigu_yinghuoshouxin_child,
838,Tụ Tinh Trận - Trường Sinh,Active,Mark,12,91,30,true,false,SelfAndAlly,0,10,0,838,guigu_juxingzhen_changsheng,
83801,Tụ Tinh Trận - Trường Sinh - Phục hồi,Auto,SingleTargetBuff,-1,-1,1,false,false,SelfAndAlly,0,10,0,-1,guigu_juxingzhen_changsheng_child,
839,Tuyệt Tinh Trận - Phá Quân,Active,Mark,12,91,40,true,false,Enemy,0,15,0,839,guigu_juexingzhen_pojun,
83901,Tuyệt Tinh Trận - Phá Quân - Hư nhược,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,15,0,-1,guigu_juexingzhen_pojun_child,
840,Bất Diệt Thân,Passive,None,12,92,1,false,false,Self,0,0,0,840,guigu_bumieshen,
841,Vị Lão Tiên Suy,Active,RangedSingleTarget,12,92,1,true,true,Enemy,15,0,0,841,guigu_weilaoxianshuai,
84101,Vị Lão Tiên Suy - Hư nhược,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,guigu_weilaoxianshuai_child,
842,Tiêu Dao Du,Active,SingleTargetBuff,12,92,30,false,false,Self,0,0,5000,842,guigu_xiaoyaoyou,
843,Ngũ Khí Triều Nguyên,Active,SingleTargetBuff,12,92,50,false,false,Self,0,0,0,843,guigu_wuqichaoyuan,
844,Đạo Pháp Tâm,Passive,None,12,93,1,false,false,Self,0,0,0,844,guigu_daofaxin,
845,Phong Vân Phản Phúc,Active,RangedSingleTarget,12,93,1,true,true,Enemy,15,0,0,845,guigu_fengyunfanfu,
84501,Phong Vân Phản Phúc - Tản công,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,guigu_fengyunfanfu_child,
846,Ý Tung Hoành,Active,SingleTargetBuff,12,93,30,false,false,Self,0,0,5000,842,guigu_yizongheng,
847,Tụ Tinh Trận - Âm Dương,Active,Mark,12,93,50,true,false,SelfAndAlly,0,10,0,847,guigu_juxingzhen_yinyang,
84701,Tụ Tinh Trận - Âm Dương - Hỗ trợ,Auto,SingleTargetBuff,-1,-1,1,false,false,SelfAndAlly,0,10,0,-1,guigu_juxingzhen_yinyang_child,
848,Thanh Khê Trường Ca,Active,MultipleTargetsAroundSelf,12,94,10,true,true,Enemy,0,5,0,848,guigu_qingxichangge,
849,Thiên Nhân Hợp Nhất,Active,SingleTargetBuff,12,94,30,false,false,Self,0,0,0,849,guigu_tianrenheyi,
850,Trích Tiên Mộng Ảnh,Active,SingleTargetBuff,12,94,60,false,false,Self,0,0,0,850,guigu_zhexianmengying,
851,Tuyệt Tinh Trận - Thất Sát,Active,Mark,12,95,65,true,true,Enemy,0,15,0,851,guigu_juexingzhen_qisha,
85101,Tuyệt Tinh Trận - Thất Sát - Cương ngạnh,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,15,0,-1,guigu_juexingzhen_qisha_child,
852,Súc Địa Thành Thốn,Active,Blink,12,95,45,true,false,Self,15,0,0,852,guigu_suodichengcun,
853,Tuyệt Tinh Trận - Tham Lang,Active,Mark,12,95,80,true,false,SelfAndAlly,0,15,0,853,guigu_juexingzhen_tanlang,
85301,Tuyệt Tinh Trận - Tham Lang - Hỗ trợ,Auto,SingleTargetBuff,-1,-1,1,false,false,SelfAndAlly,0,10,0,-1,guigu_juexingzhen_tanlang_child,
854,Vạn Túc Thần Quang,Active,RangedSingleTarget,12,96,1,true,true,Enemy,15,0,0,854,eighthbook_damage_magical,
855,Bộ Canh Đạp Đẩu,Active,RangedSingleTarget,12,96,1,true,false,Enemy,15,0,0,855,eighthbook_control_magical,
856,Thái Cực Thần Công,Active,SingleTargetBuff,12,95,1,false,false,PeacePlayer,15,0,0,856,guigu_taijishengong,
900,Nhã Tụng Chi Âm,Active,RangedSingleTarget,13,97,1,true,true,Enemy,15,0,0,900,taohua_yasongzhiyin,
901,Bát Liệt Chi Vũ,Active,MultipleTargetsAroundPosition,13,97,10,true,false,Enemy,15,3,0,901,taohua_baliezhiwu,
90101,Ám Thương,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,taohua_anshang,
90102,Giảm Thương,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,taohua_jianshang,
902,Trịnh Vĩ Chi Khúc,Active,SingleTargetBuff,13,97,1,false,false,PeacePlayer,15,0,0,902,taohua_zhengweizhiqu,
903,Nhân Chi Khả Tru,Active,RangedSingleTarget,13,98,45,true,true,Enemy,15,0,0,903,taohua_renzhikezhu,
904,Lạc Mã Quy Yên,Active,SingleTargetBuff,13,98,10,true,false,Self,0,0,0,904,taohua_lemaguian,
90401,Lạc Mã Quy Yên - Tê liệt,Auto,MeleeSingleTarget,-1,-1,1,false,true,Enemy,0,0,0,-1,taohua_lemaguian_child,
905,Khứ Trí Khứ Cổ,Active,MultipleTargetsAroundPosition,13,98,30,true,false,Enemy,15,4,0,905,taohua_quzhiqugu,
906,Liễm Cơ Khứ Cổ,Active,SingleTargetBuff,13,98,40,false,false,Self,0,0,0,906,taohua_lianqiyuyi,
90601,Liễm Cơ Khứ Cổ - Tê liệt,Auto,MeleeSingleTarget,-1,-1,1,false,true,Enemy,0,0,0,-1,taohua_lianqiyuyi_child,
907,Mưu Động Can Qua,Active,SingleTargetBuff,13,99,20,true,false,Self,0,0,0,907,taohua_moudonggange,
90701,Mưu Động Can Qua - Tê liệt,Auto,MeleeSingleTarget,-1,-1,1,false,true,Enemy,0,0,0,-1,taohua_moudonggange_child,
908,Tần Hoàng Đông Khán,Active,Blink,13,99,30,true,false,Self,15,0,0,908,taohua_qinhuangdongqian,
90801,Tần Hoàng Đông Khán - Hỗ trợ,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,taohua_qinhuangdongqian_child,
909,Cao Đường Vân Tán,Active,MultipleTargetsAroundPosition,13,99,40,true,false,Enemy,0,5,0,909,taohua_gaotangyunsan,
90901,Cao Đường Vân Tán - Hư nhược,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,taohua_gaotangyunsan_child,
910,Cơ Mệnh Duy Tân,Passive,None,13,100,1,false,false,Self,0,0,0,910,taohua_qimingweixin,
911,Nhật Nguyệt Chi Minh,Active,RangedSingleTarget,13,100,1,true,true,Enemy,15,0,0,911,taohua_riyuezhiming,
91101,Nhật Nguyệt Chi Minh - Cương ngạnh,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,taohua_riyuezhiming_child,
912,Nhân Dĩ Thủ Bản,Active,SingleTargetBuff,13,100,30,false,false,Self,0,0,5000,912,taohua_renyishouben,
913,Tiêu Hồi Trú Chuyển,Active,SingleTargetBuff,13,100,50,false,false,Self,0,0,0,913,taohua_xiaohuizhouzhuan,
914,Hình Phạt Hữu Lý,Passive,None,13,101,1,false,false,Self,0,0,0,914,taohua_xingfayouli,
915,Tội Nhân Bất Oán,Active,RangedSingleTarget,13,101,1,true,true,Enemy,15,0,0,915,taohua_zuirenbuyuan,
91501,Tội Nhân Bất Oán - Tê liệt,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,taohua_zuirenbuyuan_child,
916,Chiến Khả Đắc Uy,Active,SingleTargetBuff,13,101,30,false,false,Self,0,0,5000,912,taohua_zhankedewei,
91601,Chiến Khả Đắc Uy - Hội tâm,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,taohua_zhankedewei_child,
917,Dĩ Chiến Chỉ Chiến,Active,SingleTargetBuff,13,101,50,false,false,Self,0,0,0,917,taohua_yizhanzhizhan,
918,Lục Hợp Đồng Phong,Active,RangedSingleTarget,13,102,10,true,false,Enemy,15,0,0,918,taohua_luhedongfeng,
919,Giải Ngã Tâm Ưu,Active,SingleTargetBuff,13,102,30,false,false,Self,0,0,0,919,taohua_jiewoxinyou,
920,Trác Ca Trung Lưu,Active,MultipleTargetsAroundPosition,13,102,60,true,false,Enemy,15,5,0,920,taohua_zhegezhongliu,
92001,Trác Ca Trung Lưu - Hư nhược,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,taohua_zhegezhongliu_child,
921,Khổ Trú Đoạn,Active,SingleTargetBuff,13,103,45,false,false,Self,0,0,0,921,taohua_kuzhouduan,
92101,Khổ Trú Đoạn - Phục hồi,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,taohua_kuzhouduan_child,
922,Khuyến Quân Tửu,Active,MultipleTargetsAroundPosition,13,103,65,true,false,Enemy,15,8,0,922,taohua_quanjunjiu,
92201,Khuyến Quân Tửu - Cương ngạnh,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,taohua_quanjunjiu_child_1,
92202,Khuyến Quân Tửu - Tản công,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,taohua_quanjunjiu_child_2,
923,Bách Xuyên Nhập Hải,Active,SingleTargetBuff,13,103,80,false,false,Self,0,0,0,923,taohua_baichuanruhai,
92301,Bách Xuyên Nhập Hải - Phục hồi,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,taohua_baichuanruhai_child,
924,Lương Dạ Du,Active,RangedSingleTarget,13,104,1,true,true,Enemy,15,0,0,924,eighthbook_damage_physical,
925,Hồ Sinh Vân Diệt,Active,RangedSingleTarget,13,104,1,true,false,Enemy,15,0,0,925,eighthbook_control_physical,
926,Tiêu Kiếm Chi Âm,Active,SingleTargetBuff,13,103,1,false,false,Self,0,0,0,926,taohua_xiaojianzhiyin,
927,Phi Hành Viễn Khứ,Active,SingleTargetBuff,13,98,1,true,false,Self,0,0,0,927,taohua_feixingyuanqu,
92701,Phi Hành Viễn Khứ - Tê liệt,Auto,MeleeSingleTarget,-1,-1,1,false,true,Enemy,0,0,0,-1,taohua_feixingyuanqu_child,
930,Dư Âm Diệu Diệu,Active,RangedSingleTarget,100,105,1,true,true,Enemy,15,0,0,930,mantuo_yuyinniaoniao,
931,Hàn Giang Tuyết,Active,MultipleTargetsAroundTarget,100,105,10,true,true,Enemy,15,6,0,931,mantuo_hanjiangxue,
93101,Hàn Giang Tuyết - Cương ngạnh,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,mantuo_hanjiangxue_child,
932,Vọng Xuyên Thu Thủy,Active,SingleTargetBuff,100,105,1,false,false,PeacePlayer,15,0,0,932,mantuo_wangchuanqiushui,
933,Kiệt Thạch Điệu,Active,RangedSingleTarget,100,106,45,true,true,Enemy,15,0,0,933,mantuo_jieshidiao,
934,Liệt Tử Ngự Phong,Active,Blink,100,106,20,false,false,Self,15,0,0,934,mantuo_lieziyufeng,
935,Túy Hoa - Phương Phỉ Thì,Active,RangedSingleTarget,100,106,30,true,true,Enemy,15,0,0,935,mantuo_zuihuafangfeishi,
93501,Túy Hoa - Phương Phỉ Thì - Tê liệt,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,mantuo_zuihuafangfeishi_child,
936,Thiên Phong Hoàn Phối,Active,MultipleTargetsBuff,100,106,40,false,false,SelfAndAlly,0,7,0,936,mantuo_tianfenghuanpei,
937,Niêm Hoa - Nhãn Nhi Mị,Active,RangedSingleTarget,100,107,20,true,true,Enemy,15,0,0,937,mantuo_nianhuayanermei,
93701,Niêm Hoa - Nhãn Nhi Mị - Sơ hở,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,mantuo_nianhuayanermei_child,
938,Táng Hoa - Mộ Xuân Ngâm,Active,RangedSingleTarget,100,107,30,true,true,Enemy,15,0,0,938,mantuo_zanghuamuchunyin,
939,Lương Phong Hữu Tín,Active,RangedSingleTarget,100,107,40,true,true,Enemy,15,0,0,939,mantuo_liangfengyouxin,
93901,Lương Phong Hữu Tín - Phục hồi,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,mantuo_liangfengyouxin_child,
940,Tâm Vô Bàng Vụ,Passive,None,100,108,1,false,false,Self,0,0,0,-1,mantuo_xinwupangwu,
941,Trường Tương Tư,Active,RangedSingleTarget,100,108,1,true,true,Enemy,15,0,0,941,mantuo_changxiangsi,
94101,Trường Tương Tư - Suy yếu,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,mantuo_changxiangsi_child,
942,Bão Hương Chi Đầu,Active,SingleTargetBuff,100,108,30,false,false,Self,0,0,5000,942,mantuo_baoxiangzhitou,
94201,Bão Hương Chi Đầu - Phục hồi,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,mantuo_baoxiangzhitou_child,
943,Thập Hoa - Lạc Hồng Hữu Tình,Active,SingleTargetBuff,100,108,50,false,false,Self,0,0,0,943,mantuo_shihualuohongyouqing,
944,Trác Cầm Pháp Thức,Passive,None,100,109,1,false,false,Self,0,0,0,-1,mantuo_zhuoqinfashi,
945,Như Mộng Lệnh,Active,RangedSingleTarget,100,109,1,true,true,Enemy,15,0,0,945,mantuo_rumengling,
94501,Như Mộng Lệnh - Thất minh,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,mantuo_rumengling_child,
946,Nhất Khúc Xuân Hiểu,Active,SingleTargetBuff,100,109,30,false,false,Self,0,0,5000,942,mantuo_yiquchunxiao,
94601,Mạn Đà La Hoa,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,mantuo_yiquchunxiao_child,
947,Tẩm Viên Xuân,Active,SingleTargetBuff,100,109,50,false,false,Self,0,0,0,947,mantuo_qinyuanchun,
948,Tịnh Đế Sinh,Active,SingleTargetBuff,100,110,10,false,false,Self,0,0,0,948,mantuo_bingdisheng,
949,Phong Nhập Tùng,Active,SingleTargetBuff,100,110,30,false,false,Self,0,0,0,949,mantuo_fengrusong,
950,Quảng Lăng Tán,Active,RangedSingleTarget,100,110,60,true,true,Enemy,15,0,0,950,mantuo_guanglingsan,
95001,Quảng Lăng Tán - Phát kích,Auto,MultipleTargetsAroundTarget,-1,-1,1,false,true,Enemy,0,3,0,-1,mantuo_guanglingsan_child,
951,Vấn Hoa - Vô Kế Lưu Xuân,Active,RangedSingleTarget,100,111,45,true,true,Enemy,15,0,0,951,mantuo_wenhuawujiliuchun,
95101,Vấn Hoa - Vô Kế Lưu Xuân - Hư nhược,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,mantuo_wenhuawujiliuchun_child,
952,Huyền Lộng Hoa Ảnh,Active,RangedSingleTarget,100,111,65,true,true,Enemy,15,0,0,952,mantuo_xiannonghuaying,
95201,Hoa Ảnh,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,mantuo_xiannonghuaying_child,
953,Phi Hoa - Loạn Hồng Thâm Xứ,Active,SingleTargetBuff,100,111,80,false,false,Self,0,0,0,953,mantuo_feihualuanhongshenchu,
95301,Phi Hoa - Loạn Hồng Thâm Xứ - Hấp huyết,Auto,MultipleTargetsAroundSelf,-1,-1,1,false,false,Enemy,0,15,0,-1,mantuo_feihualuanhongshenchu_child,
95302,Phi Hoa - Loạn Hồng Thâm Xứ - Làm chậm,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,mantuo_feihualuanhongshenchu_child_2,
95303,Phi Hoa - Loạn Hồng Thâm Xứ - Tê liệt,Auto,MultipleTargetsAroundSelf,-1,-1,1,false,false,Enemy,0,15,0,-1,mantuo_feihualuanhongshenchu_child_3,
954,Phi Hoa Diệu Du,Active,RangedSingleTarget,100,112,1,true,true,Enemy,15,0,0,954,eighthbook_damage_magical,
955,Tán Hoa Vấn Khúc,Active,RangedSingleTarget,100,112,1,true,false,Enemy,15,0,0,955,eighthbook_control_magical,
956,Ngự Cầm Phiêu Hoa,Active,SingleTargetBuff,100,111,1,false,false,Self,0,0,0,956,mantuo_yuqinpiaohua,
960,Nhận Kích Thiên Lý,Active,RangedSingleTarget,14,113,1,true,true,Enemy,15,0,0,960,jueqing_nanjiqianli,
96001,Đao Ý,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,jueqing_daoyi,
96002,Đao Ấn,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,15,0,-1,jueqing_daoyin,
96003,Liên Khống,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,jueqing_liankong,
961,Đãng Thiên Quân,Active,Blink,14,113,10,false,false,Self,15,0,0,961,jueqing_dangqianjun,
96101,Đãng Thiên Quân - Trận pháp,Active,Mark,14,113,30,true,false,Enemy,0,6,0,-1,jueqing_dangqianjun_child,
96102,Đãng Thiên Quân - Trận pháp - Bản thân,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,jueqing_dangqianjun_child_3,
96103,Đãng Thiên Quân - Trận pháp - Khống chế,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,jueqing_dangqianjun_child_2,
96104,Đãng Thiên Quân - Công kích,Auto,MultipleTargetsAroundSelf,-1,-1,1,false,true,Enemy,0,6,0,-1,jueqing_dangqianjun_child_4,
96105,Đãng Thiên Quân - Tê liệt,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,jueqing_dangqianjun_child_5,
962,Hồn Phi Mục Đoạn,Active,SingleTargetBuff,14,113,1,false,false,PeacePlayer,15,0,0,962,jueqing_hunfeimuduan,
963,Liệt Hỏa Liệu Tình,Active,RangedSingleTarget,14,114,45,true,true,Enemy,5,0,0,963,jueqing_liehuoliaoqing,
964,Nhậm Vân Phi,Active,SingleTargetBuff,14,114,20,false,false,Self,0,0,0,964,jueqing_renyunfei,
965,Huy Nhận Phong Hầu,Active,RangedSingleTarget,14,114,30,true,false,Enemy,5,0,0,965,jueqing_huirenfenghou,
96501,Huy Nhận Phong Hầu - Định thân,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,jueqing_huirenfenghou_child,
96502,Huy Nhận Phong Hầu - Tê liệt,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,jueqing_huirenfenghou_child_2,
966,Dẫn Hoa Nhiễu Lương,Active,MultipleTargetsBuff,14,114,40,false,false,SelfAndAlly,0,7,0,966,jueqing_yinhuaraoliang,
967,Chỉ Tung Huyền Ấn,Active,RangedSingleTarget,14,115,30,true,true,Enemy,15,0,0,967,jueqing_zhizongxuanyin,
968,Tảo Thiên Cơ,Active,MeleeSingleTarget,14,115,30,true,true,Enemy,5,0,0,968,jueqing_saoqianji,
96801,Tảo Thiên Cơ - Tản công,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,jueqing_saoqianji_child,
969,Chế Lục Hợp,Active,MeleeSingleTarget,14,115,40,true,true,Enemy,5,0,0,969,jueqing_zhiliuhe,
96901,Chế Lục Hợp - Định thân,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,jueqing_zhiliuhe_child,
970,Sơn Chỉ Xuyên Hành,Passive,None,14,116,1,false,false,Self,0,0,0,-1,jueqing_shanzhichuanxing,
971,Hoà Quang Đồng Trần,Passive,None,14,116,1,false,false,Self,0,0,0,-1,jueqing_heguangtongchen,
97101,Hoà Quang Đồng Trần - Đao Ý,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,jueqing_heguangtongchen_child,
97102,Hoà Quang Đồng Trần - Phản,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,jueqing_heguangtongchen_child_2,
972,Định Thương Sinh,Active,RangedSingleTarget,14,116,30,true,true,Enemy,5,0,0,972,jueqing_dingcangsheng,
97201,Định Thương Sinh - Công kích,Auto,MultipleTargetsAroundSelf,-1,-1,1,false,true,Enemy,0,5,0,-1,jueqing_dingcangsheng_child,
97202,Định Thương Sinh - Tê liệt,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,jueqing_dingcangsheng_child_2,
97203,Định Thương Sinh - Giải khống,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,jueqing_dingcangsheng_child_3,
973,Tiếu Ân Thù,Active,SingleTargetBuff,14,116,50,false,false,Self,0,0,0,973,jueqing_xiaoenchou,
974,Khuất Nhân Chi Binh,Passive,None,14,117,1,false,false,Self,0,0,0,-1,jueqing_qurenzhibing,
975,Huy Xích Phương Tùy,Active,RangedSingleTarget,14,117,50,true,true,Enemy,5,0,0,975,jueqing_huichifangqiu,
97501,Huy Xích Phương Tùy - Giải trừ,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,jueqing_huichifangqiu_child,
976,Phi Thanh Bất Độ,Passive,None,14,117,30,false,false,Self,0,0,0,-1,jueqing_feishengbudu,
977,Ninh Minh Bất Mặc,Active,MultipleTargetsAroundTarget,14,117,10,true,true,Enemy,5,5,0,977,jueqing_ningmingbomo,
97701,Ninh Minh Bất Mặc - Bạo kích,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,jueqing_ningmingbomo_child,
978,Tình Hoa Dẫn,Active,RangedSingleTarget,14,118,10,true,true,Enemy,5,0,0,978,jueqing_qinghuayin,
979,Tình Tận Doanh Huyết,Active,SingleTargetBuff,14,118,30,false,false,Self,0,0,0,979,jueqing_qingjinyingxue,
97901,Tình Tận Doanh Huyết - Phục hồi,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,jueqing_qingjinyingxue_child,
980,Ngô Đạo Tức Chân,Active,SingleTargetBuff,14,118,60,false,false,Self,0,0,0,980,jueqing_wudaojizhen,
981,Quân Nhập Úng,Active,MultipleTargetsAroundSelf,14,119,45,true,false,Enemy,0,10,0,981,jueqing_junruweng,
982,Bách Luyện Thối Nhận,Passive,None,14,119,65,false,false,Self,0,0,0,-1,jueqing_bailiancuiren,
983,Dữ Hổ Mưu Bì,Active,MeleeSingleTarget,14,119,80,true,true,Enemy,15,0,0,983,jueqing_yuhumoupi,
98301,Dữ Hổ Mưu Bì - Phong huyệt,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,jueqing_yuhumoupi_child,
984,Dung Hải Xuyên,Active,RangedSingleTarget,14,120,1,true,true,Enemy,15,0,0,984,eighthbook_damage_physical,
985,Ý Trường Lưu,Active,RangedSingleTarget,14,120,1,true,false,Enemy,15,0,0,985,eighthbook_control_physical,
986,Phán Chỉ Âm Dương,Active,SingleTargetBuff,14,119,1,false,false,PeacePlayer,15,0,0,986,jueqing_panzhiyinyang,
990,Loan Tâm Liêm,Active,RangedSingleTarget,15,121,1,true,true,Enemy,15,0,0,990,erengu_wanxinlian,
991,Thôi Hồn Định Phách,Active,MultipleTargetsAroundPosition,15,121,10,true,true,Enemy,15,7,0,991,erengu_cuihundingpo,
992,Ngân Câu Tẩu Hạt,Active,SingleTargetBuff,15,121,1,false,false,PeacePlayer,15,0,0,992,erengu_yinggouzouxie,
993,Câu Hồn - Địa,Active,RangedSingleTarget,15,122,45,true,true,Enemy,15,0,0,993,erengu_juhundi,
99301,Câu Hồn - Địa Sát,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,erengu_juhundi_child,
99302,Thất Hồn - Địa Sát,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,erengu_juhundi_child_2,
994,Ác Quỷ Đạp Giang,Active,Blink,15,122,20,false,false,Self,10,0,0,994,erengu_eguitajiao,
99401,Ác Quỷ Đạp Giang - Tăng tốc,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,erengu_eguitajiao_child,
995,Tỏa Hồn Trảm,Active,RangedSingleTarget,15,122,30,true,false,Enemy,15,0,0,995,erengu_suohunzhan,
996,Vạn Ác Đồng Xá,Active,MultipleTargetsBuff,15,122,40,false,false,SelfAndAlly,0,7,0,996,erengu_wanedongshe,
997,Câu Hồn - Mệnh,Active,RangedSingleTarget,15,123,20,true,true,Enemy,15,0,0,997,erengu_juhunming,
99701,Câu Hồn - Mệnh Sát,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,erengu_juhunming_child,
99702,Thất Hồn - Mệnh Sát,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,erengu_juhunming_child_2,
99703,Câu Hồn - Mệnh Sát - Phục hồi,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,erengu_juhunming_child_3,
998,Bách Bội Phụng Hoàn,Active,RangedSingleTarget,15,123,30,true,true,Enemy,15,0,0,998,erengu_baibeifenghuan,
999,Câu Hồn - Thiên,Active,RangedSingleTarget,15,123,40,true,true,Enemy,15,0,0,999,erengu_juhuntian,
99901,Câu Hồn - Thiên Sát,Auto,SingleTargetBuff,-1,-1,1,false,false,Self,0,0,0,-1,erengu_juhuntian_child,
99902,Thất Hồn - Thiên Sát,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,erengu_juhuntian_child_2,
1000,Thiết Cốt,Passive,None,15,124,1,false,false,Self,0,0,0,-1,erengu_tiegu,
1001,Thích Hồn Tiêu Cốt,Active,RangedSingleTarget,15,124,1,true,true,Enemy,15,0,0,1001,erengu_tihunxiaogu,
100101,Thích Hồn Tiêu Cốt - Suy yếu,Auto,MeleeSingleTarget,-1,-1,1,false,false,Enemy,0,0,0,-1,erengu_tihunxiaogu_child,
1002,Kinh Hồn,Active,SingleTargetBuff,15,124,30,false,false,Self,0,0,5000,1002,erengu_jinghun,
1003,Vô Ngã Tam Giới,Active,SingleTargetBuff,15,124,50,false,false,Self,0,0,0,1003,erengu_wuwosanjie,
