ID,CooldownGroup,Name,ShortDescription,Description,Icon,ActionID,PrecastActionID,FinishActionID,PrecastFx,CastFx,FlyFx,ExplodeFx,BuffFx,ChainingSourceFx,ChainingTargetFx,ChainingFx,Type,Style,FactionID,BookID,CanDirectlyStudy,RequireLevel,RequireWeapon,IsDamageSkill,CastRange,AttackRadius,AnimationDuration,TargetType,ProgressTime,MissileSpeed,MissileCount,FixedHitRate,FixedCritRate,ShowSkillNameWhenUse,Property,Tag,ProgressFluction
682,682,Tĩnh hóa,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, hóa giải trạng thái bất lợi",PetSkill1_15,558,-1,-1,,"0,TinhHoa",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,100,-1,true,pet_jinghua,,20
683,682,Cao Tĩnh hoá,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, hóa giải trạng thái bất lợi",PetSkill1_16,559,-1,-1,,"0,TinhHoa",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,100,-1,true,pet_gaojijinghua,,20
684,684,Trùng sinh,Chủ động hỗ trợ,"Hồn bất ly thể, tự động hồi sinh sau khi chết",PetSkill5_13,560,-1,-1,,"0,Cast_Pet",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_zhongsheng,,20
685,684,Cao Trùng sinh,Chủ động hỗ trợ,"Hồn bất ly thể, tự động hồi sinh sau khi chết",PetSkill5_14,561,-1,-1,,"0,Cast_Pet",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_gaojizhongsheng,,20
686,686,Cộng sinh,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, hy sinh nửa lượng máu của bản thân để phục hồi lại một lượng máu cho chủ nhân",PetSkill1_11,562,-1,-1,,"0,Cast_CongSinh",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_gongsheng,,20
687,686,Cao Cộng sinh,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, hy sinh nửa lượng máu của bản thân để phục hồi lại một lượng máu cho chủ nhân",PetSkill1_12,563,-1,-1,,"0,Cast_CongSinh",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_gaojigongsheng,,20
688,688,Trị liệu,Chủ động hỗ trợ,"Nội tức lưu chuyển, phục hồi sinh lực cho bản thân",PetSkill4_11,564,-1,-1,,"0,TriLieu",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_zhiliao,,20
689,688,Cao Trị Liệu,Chủ động hỗ trợ,"Nội tức lưu chuyển, phục hồi sinh lực cho bản thân",PetSkill4_12,565,-1,-1,,"0,TriLieu",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_gaojizhiliao,,20
690,690,Nhục tường,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, thay chủ nhân gánh chịu sát thương",PetSkill2_9,566,-1,-1,,"0,NhucTuong",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_ruqiang,,20
691,690,Cao Nhục Tường,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, thay chủ nhân gánh chịu sát thương",PetSkill2_10,567,-1,-1,,"0,NhucTuong",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_gaojiruqiang,,20
692,692,Thần hựu,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, khiến chủ nhân trở nên miễn nhiễm mọi loại thương tổn, trạng thái xấu, đồng thời chủ nhân cũng không thể sử dụng kỹ năng hay thao tác gì",PetSkill4_1,568,-1,-1,,"0,Cast_Pet",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,100,-1,true,pet_shenyou,,20
693,692,Cao Thần hựu,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, khiến chủ nhân trở nên miễn nhiễm mọi loại thương tổn, trạng thái xấu, đồng thời chủ nhân cũng không thể sử dụng kỹ năng hay thao tác gì",PetSkill4_2,569,-1,-1,,"0,Cast_Pet",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,100,-1,true,pet_gaojishenyou,,20
694,694,Thị huyết,Chủ động hỗ trợ,"Phí kỳ nhiệt huyết, khiến bản thân rơi vào trạng thái cuồng bạo, tăng sát thương gây ra đồng thời cũng tăng lượng sát thương phải nhận",PetSkill7_1,570,-1,-1,,"0,ThiHuyet",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_shixue,,20
695,694,Cao Thị huyết,Chủ động hỗ trợ,"Phí kỳ nhiệt huyết, khiến bản thân rơi vào trạng thái cuồng bạo, tăng sát thương gây ra đồng thời cũng tăng lượng sát thương phải nhận",PetSkill7_2,571,-1,-1,,"0,ThiHuyet",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_gaojishixue,,20
696,686,Huyết tế,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, hy sinh nửa lượng máu của bản thân để phục hồi lại một lượng khí cho chủ nhân",PetSkill1_9,572,-1,-1,,"0,HuyetTe",,,"0,Buff_HuyetTe",,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_xueji,,20
697,686,Cao Huyết tế,Chủ động hỗ trợ,"Hỗ trợ chủ nhân, hy sinh nửa lượng máu của bản thân để phục hồi lại một lượng khí cho chủ nhân",PetSkill1_10,573,-1,-1,,"0,HuyetTe",,,"0,Buff_HuyetTe",,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,100,-1,true,pet_gaojixueji,,20
702,702,Hàn băng chú,Tấn công một mục tiêu,"Thứ cốt hàn băng, thương địch vô tình. Trân thú <color=#00FF00>nhát gan</color> hiệu quả thi triển cao nhất.",PetSkill5_9,578,-1,-1,,"0,Cast_HanBangChu","0,Fly_HanBangChu","0,EXP_HanBangChu",,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,true,20,0,400,Enemy,0,600,1,-1,-1,true,pet_hanbingzhou,,20
703,702,Liệt hỏa chú,Tấn công một mục tiêu,"Hùng hùng liệt hỏa, thương địch vô tình. Trân thú <color=#00FF00>nhát gan</color> hiệu quả thi triển cao nhất.",PetSkill5_10,579,-1,-1,,"0,Cast_LietHoaChu","0,Fly_LietHoaChu","0,EXP_LietHoaChu",,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,true,20,0,400,Enemy,0,600,1,-1,-1,true,pet_liehuozhou,,20
704,702,Huyết độc chú,Tấn công một mục tiêu,"Hủ huyết chi độc, thương địch vô tình. Trân thú <color=#00FF00>nhát gan</color> hiệu quả thi triển cao nhất.",PetSkill5_11,580,-1,-1,,"0,Cast_HuyetDocChu","0,Fly_HuyetDocChu","0,EXP_HuyetDocChu",,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,true,20,0,400,Enemy,0,600,1,-1,-1,true,pet_xueduzhou,,20
705,702,Huyền lôi chú,Tấn công một mục tiêu,"Phá thiên huyền lôi, thương địch vô tình. Trân thú <color=#00FF00>nhát gan</color> hiệu quả thi triển cao nhất.",PetSkill5_12,581,-1,-1,,"0,Cast_HuyenLoiChu;0,Cast_HuyenLoiChu","0,Fly_HuyenLoiChu","0,EXP_HuyenLoiChu",,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,true,20,0,400,Enemy,0,600,1,-1,-1,true,pet_xuanleizhou,,20
706,706,Phản kích,Hỗ trợ bản thân,Phản đòn toàn bộ kẻ địch tấn công bản thân. Trân thú <color=#00FF00>nhanh nhẹn</color> hiệu quả thi triển cao nhất.,PetSkill1_1,582,-1,-1,,"0,PhanKich",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_fanji,,20
707,706,Cao Phản kích,Hỗ trợ bản thân,Phản đòn toàn bộ kẻ địch tấn công bản thân. Trân thú <color=#00FF00>nhanh nhẹn</color> hiệu quả thi triển cao nhất.,PetSkill1_2,583,-1,-1,,"0,PhanKich",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_gaojifanji,,20
708,708,Hấp huyết,Hỗ trợ bản thân,Khi tấn công chuyển hóa một phần sát thương phục hồi máu cho bản thân. Trân thú <color=#00FF00>nhanh nhẹn</color> hiệu quả thi triển cao nhất.,PetSkill5_15,584,-1,-1,,"0,HapHuyet",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_xixue,,20
709,708,Cao Hấp Huyết,Hỗ trợ bản thân,Khi tấn công chuyển hóa một phần sát thương phục hồi máu cho bản thân. Trân thú <color=#00FF00>nhanh nhẹn</color> hiệu quả thi triển cao nhất.,PetSkill5_16,585,-1,-1,,"0,HapHuyet",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_gaojixixue,,20
710,710,Phản chấn,Hỗ trợ bản thân,Phản đòn mọi loại sát thương lên bản thân. Trân thú <color=#00FF00>nhanh nhẹn</color> hiệu quả thi triển cao nhất.,PetSkill1_13,586,-1,-1,,"0,PhanChan",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_fanzhen,,20
711,710,Cao Phản Chấn,Hỗ trợ bản thân,Phản đòn mọi loại sát thương lên bản thân. Trân thú <color=#00FF00>nhanh nhẹn</color> hiệu quả thi triển cao nhất.,PetSkill1_14,587,-1,-1,,"0,PhanChan",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_gaojifanzhen,,20
712,712,Linh động,Hỗ trợ bản thân,Giảm sát thương bản thân phải chịu. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill4_9,588,-1,-1,,"0,LinhDong",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_lingdong,,20
713,712,Cao Linh Động,Hỗ trợ bản thân,Giảm sát thương bản thân phải chịu. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill4_10,589,-1,-1,,"0,LinhDong",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_gaojilingdong,,20
718,718,Trung tâm,Hỗ trợ bản thân,Thay chủ nhân hứng chịu một phần sát thương. Trân thú <color=#00FF00>trung thành</color> hiệu quả thi triển cao nhất.,PetSkill5_1,594,-1,-1,,"0,Cast_TrungTam",,,"0,Buff_TrungTam",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_zhongxin,,20
719,718,Cao Trung tâm,Hỗ trợ bản thân,Thay chủ nhân hứng chịu một phần sát thương. Trân thú <color=#00FF00>trung thành</color> hiệu quả thi triển cao nhất.,PetSkill5_2,595,-1,-1,,"0,Cast_TrungTam",,,"0,Buff_TrungTam",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_gaojizhongxin,,20
714,714,Hấp khí,Hỗ trợ bản thân,Triệt tiêu khí của kẻ địch dựa theo sát thương của bản thân. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill2_7,590,-1,-1,,"0,HapKhi",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_xiqi,,20
715,714,Cao Hấp Khí,Hỗ trợ bản thân,Triệt tiêu khí của kẻ địch dựa theo sát thương của bản thân. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill2_8,591,-1,-1,,"0,HapKhi",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_gaojixiqi,,20
716,716,Đả nộ,Hỗ trợ bản thân,Triệt tiêu nộ khí của kẻ địch dựa theo sát thương của bản thân. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill4_5,592,-1,-1,,"0,DaNo",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_danu,,20
717,716,Cao Đả Nộ,Hỗ trợ bản thân,Triệt tiêu nộ khí của kẻ địch dựa theo sát thương của bản thân. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill4_6,593,-1,-1,,"0,DaNo",,,,,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_gaojidanu,,20
720,720,Nội lực,Hỗ trợ bản thân,Thay chủ nhân hứng chịu hiệu quả xấu. Trân thú <color=#00FF00>trung thành</color> hiệu quả thi triển cao nhất.,PetSkill5_3,596,-1,-1,,"0,Cast_Pet",,,"0,NoiLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_lingqi,,20
721,720,Cao Nội Lực,Hỗ trợ bản thân,Thay chủ nhân hứng chịu hiệu quả xấu. Trân thú <color=#00FF00>trung thành</color> hiệu quả thi triển cao nhất.,PetSkill5_4,597,-1,-1,,"0,Cast_Pet",,,"0,NoiLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_gaojilingqi,,20
724,724,Thức phá,Hỗ trợ bản thân,Có thể phát hiện kẻ địch tàng hình xung quanh,PetSkill5_7,600,-1,-1,,"0,Cast_Pet",,,"0,ThucPha",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_shipo,,20
725,724,Cao Thức Phá,Hỗ trợ bản thân,Có thể phát hiện kẻ địch tàng hình xung quanh,PetSkill5_8,601,-1,-1,,"0,Cast_Pet",,,"0,ThucPha",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Self,0,300,1,-1,-1,true,pet_gaojishipo,,20
722,722,Mãnh kích,Tấn công một mục tiêu,Tấn công ngoại công cực lớn lên mục tiêu. Trân thú <color=#00FF00>dũng mãnh</color> hiệu quả thi triển cao nhất.,PetSkill2_15,598,-1,-1,,,"0,Fly_ManhKich",,,,,,Active,MeleeSingleTarget,-1,-1,false,-1,false,true,20,0,1200,Enemy,0,300,1,-1,-1,true,pet_mengji,,20
723,722,Cao Mãnh kích,Tấn công một mục tiêu,Tấn công ngoại công cực lớn lên mục tiêu. Trân thú <color=#00FF00>dũng mãnh</color> hiệu quả thi triển cao nhất.,PetSkill2_16,599,-1,-1,,,"0,Fly_ManhKich",,,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,true,20,0,1200,Enemy,0,300,1,-1,-1,true,pet_gaojimengji,,20
726,726,Liên kích,Tấn công một mục tiêu,Tấn công liên tiếp lên mục tiêu. Trân thú <color=#00FF00>dũng mãnh</color> hiệu quả thi triển cao nhất.,PetSkill6_1,602,-1,-1,,,,"0,LienKich",,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,true,20,0,500,Enemy,0,300,2,100,-1,true,pet_lianji,,20
727,726,Cao Liên kích,Tấn công một mục tiêu,Tấn công liên tiếp lên mục tiêu. Trân thú <color=#00FF00>dũng mãnh</color> hiệu quả thi triển cao nhất.,PetSkill6_2,603,-1,-1,,,,"0,LienKich",,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,true,20,0,500,Enemy,0,300,3,100,-1,true,pet_gaojilianji,,20
728,728,Thống kích,Tấn công một mục tiêu,Tấn công nội công cực lớn lên mục tiêu. Trân thú <color=#00FF00>nhát gan</color> hiệu quả thi triển cao nhất.,PetSkill6_3,604,-1,-1,,"0,ThongKich",,,,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,true,20,0,600,Enemy,0,300,1,-1,-1,true,pet_tongji,,20
729,728,Cao Thống kích,Tấn công một mục tiêu,Tấn công nội công cực lớn lên mục tiêu. Trân thú <color=#00FF00>nhát gan</color> hiệu quả thi triển cao nhất.,PetSkill6_4,605,-1,-1,,,"0,ThongKich",,,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,true,20,0,600,Enemy,0,300,1,-1,-1,true,pet_gaojitongji,,20
730,730,Hư Nhược,Khống chế một mục tiêu,Tấn công khiến mục tiêu bị hư nhược. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill6_5,606,-1,-1,,"0,HuNhuoc",,,"0,Buff_HuNhuoc",,,,Active,RangedSingleTarget,-1,-1,false,-1,false,false,20,0,1200,Enemy,0,300,1,100,-1,true,pet_xuruo,,20
731,730,Cao Hư Nhược,Khống chế một mục tiêu,Tấn công khiến mục tiêu bị hư nhược. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill6_6,607,-1,-1,,"0,HuNhuoc",,,"0,Buff_HuNhuoc",,,,Active,RangedSingleTarget,-1,-1,false,-1,false,false,20,0,1200,Enemy,0,300,1,100,-1,true,pet_gaojixuruo,,20
732,732,Phá Triền,Khống chế một mục tiêu,Tấn công khiến mục tiêu bị suy yếu. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill6_7,608,-1,-1,,"0,PhaTrien",,,,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,false,20,0,1200,Enemy,0,300,1,100,-1,true,pet_pozhan,,20
733,732,Cao Phá Triền,Khống chế một mục tiêu,Tấn công khiến mục tiêu bị suy yếu. Trân thú <color=#00FF00>cẩn thận</color> hiệu quả thi triển cao nhất.,PetSkill6_8,609,-1,-1,,"0,PhaTrien",,,,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,false,20,0,1200,Enemy,0,300,1,100,-1,true,pet_gaojipozhan,,20
734,734,Vật ngã,Khống chế một mục tiêu,Tấn công làm giảm tốc độ di chuyển của mục tiêu. Trân thú <color=#00FF00>nhanh nhẹn</color> hiệu quả thi triển cao nhất.,PetSkill6_15,610,-1,-1,,"0,PhaTrien",,,,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,false,20,0,1200,Enemy,0,300,1,100,-1,true,pet_shuaiban,,20
735,734,Cao Vật ngã,Khống chế một mục tiêu,Tấn công làm giảm tốc độ di chuyển của mục tiêu. Trân thú <color=#00FF00>nhanh nhẹn</color> hiệu quả thi triển cao nhất.,PetSkill6_16,611,-1,-1,,"0,PhaTrien",,,,,,,Active,RangedSingleTarget,-1,-1,false,-1,false,false,20,0,1200,Enemy,0,300,1,100,-1,true,pet_gaojishuaiban,,20
736,682,Giải huyệt,Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, giải trừ phong huyệt",PetSkill6_10,612,-1,-1,,"0,TinhHoa",,,"0,GiaiHuyet",,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_jiexue,,20
737,682,Thanh tỉnh,Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, giải trừ hôn mê",PetSkill6_11,613,-1,-1,,"0,TinhHoa",,,"0,GiaiHuyet",,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_qingjing,,20
738,682,Minh mục,Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, giải trừ thất minh",PetSkill6_12,614,-1,-1,,"0,TinhHoa",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_mingmu,,20
739,682,Kinh linh,Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, giải trừ giảm tốc",PetSkill6_13,615,-1,-1,,"0,TinhHoa",,,"0,GiaiHuyet",,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_jingling,,20
740,682,Cố nguyên,Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, giải trừ tản công",PetSkill6_9,616,-1,-1,,"0,TinhHoa",,,"0,GiaiHuyet",,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_guyuan,,20
741,682,Sái thoát,Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, giải trừ định thân",PetSkill6_14,617,-1,-1,,"0,TinhHoa",,,,,,,PetActive,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_cuituo,,20
1116,662,Siêu Cấp Tá Lực (Cấp 1),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng cường lực",PetSkill8_16,539,-1,-1,,"0,Cast_Pet",,,"0,TaLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojijieli_yiji,,20
1117,662,Siêu Cấp Tá Lực (Cấp 2),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng cường lực",PetSkill8_16,539,-1,-1,,"0,Cast_Pet",,,"0,TaLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojijieli_erji,,20
1118,662,Siêu Cấp Tá Lực (Cấp 3),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng cường lực",PetSkill8_16,539,-1,-1,,"0,Cast_Pet",,,"0,TaLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojijieli_sanji,,20
1119,662,Siêu Cấp Tá Lực (Cấp 4),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng cường lực",PetSkill8_16,539,-1,-1,,"0,Cast_Pet",,,"0,TaLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojijieli_siji,,20
1120,662,Siêu Cấp Tá Lực (Cấp 5),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng cường lực",PetSkill8_16,539,-1,-1,,"0,Cast_Pet",,,"0,TaLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojijieli_wuji,,20
1121,662,Siêu Cấp Tá Lực (Cấp 6),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng cường lực",PetSkill8_16,539,-1,-1,,"0,Cast_Pet",,,"0,TaLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojijieli_liuji,,20
1122,662,Siêu Cấp Tá Lực (Cấp 7),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng cường lực",PetSkill8_16,539,-1,-1,,"0,Cast_Pet",,,"0,TaLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojijieli_qiji,,20
1123,662,Siêu Cấp Tá Lực (Cấp 8),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng cường lực",PetSkill8_16,539,-1,-1,,"0,Cast_Pet",,,"0,TaLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojijieli_baji,,20
1124,662,Siêu Cấp Tá Lực (Cấp 9),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng cường lực",PetSkill8_16,539,-1,-1,,"0,Cast_Pet",,,"0,TaLuc",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojijieli_jiuji,,20
1125,664,Siêu Cấp Di Hồn (Cấp 1),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng nội lực",PetSkill8_7,541,-1,-1,,"0,Cast_Pet",,,"0,DiHon",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojiyihun_yiji,,20
1126,664,Siêu Cấp Di Hồn (Cấp 2),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng nội lực",PetSkill8_7,541,-1,-1,,"0,Cast_Pet",,,"0,DiHon",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojiyihun_erji,,20
1127,664,Siêu Cấp Di Hồn (Cấp 3),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng nội lực",PetSkill8_7,541,-1,-1,,"0,Cast_Pet",,,"0,DiHon",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojiyihun_sanji,,20
1128,664,Siêu Cấp Di Hồn (Cấp 4),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng nội lực",PetSkill8_7,541,-1,-1,,"0,Cast_Pet",,,"0,DiHon",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojiyihun_siji,,20
1129,664,Siêu Cấp Di Hồn (Cấp 5),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng nội lực",PetSkill8_7,541,-1,-1,,"0,Cast_Pet",,,"0,DiHon",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojiyihun_wuji,,20
1130,664,Siêu Cấp Di Hồn (Cấp 6),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng nội lực",PetSkill8_7,541,-1,-1,,"0,Cast_Pet",,,"0,DiHon",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojiyihun_liuji,,20
1131,664,Siêu Cấp Di Hồn (Cấp 7),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng nội lực",PetSkill8_7,541,-1,-1,,"0,Cast_Pet",,,"0,DiHon",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojiyihun_qiji,,20
1132,664,Siêu Cấp Di Hồn (Cấp 8),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng nội lực",PetSkill8_7,541,-1,-1,,"0,Cast_Pet",,,"0,DiHon",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojiyihun_baji,,20
1133,664,Siêu Cấp Di Hồn (Cấp 9),Hỗ trợ chủ nhân,"Hỗ trợ chủ nhân, tăng nội lực",PetSkill8_7,541,-1,-1,,"0,Cast_Pet",,,"0,DiHon",,,,Active,SingleTargetBuff,-1,-1,false,-1,false,false,-1,0,1200,Owner,0,300,1,-1,-1,true,pet_chaojiyihun_jiuji,,20
