ID,GroupID,Name,ActivatePercent,SkillIDs,ActivateType,ActivateValue,Cooldown
56202,55000,Mục Huyền Thần Mê (Cấp 2),"{1,100}",5020012,HitTarget,-1,28250
56203,55000,Mục Huyền Thần Mê (Cấp 3),"{1,100}",5020013,HitTarget,-1,26500
56204,55000,Mục Huyền Thần Mê (Cấp 4),"{1,100}",5020014,HitTarget,-1,24750
56205,55000,Mục Huyền Thần Mê (Cấp 5),"{1,100}",5020015,HitTarget,-1,23000
56206,55000,Mục Huyền Thần Mê (Cấp 6),"{1,100}",5020016,HitTarget,-1,21250
56207,55000,Mục Huyền Thần Mê (Cấp 7),"{1,100}",5020017,HitTarget,-1,19500
56208,55000,Mục Huyền Thần Mê (Cấp 8),"{1,100}",5020018,HitTarget,-1,17750
56209,55000,Mục Huyền Thần Mê (Cấp 9),"{1,100}",5020019,HitTarget,-1,16000
56301,55000,Tu La Lâm Thế (Cấp 1),"{1,100}",5021011,HitTarget,-1,65000
56302,55000,Tu La Lâm Thế (Cấp 2),"{1,100}",5021012,HitTarget,-1,60625
56303,55000,Tu La Lâm Thế (Cấp 3),"{1,100}",5021013,HitTarget,-1,56250
56304,55000,Tu La Lâm Thế (Cấp 4),"{1,100}",5021014,HitTarget,-1,51875
56305,55000,Tu La Lâm Thế (Cấp 5),"{1,100}",5021015,HitTarget,-1,47500
56306,55000,Tu La Lâm Thế (Cấp 6),"{1,100}",5021016,HitTarget,-1,43125
56307,55000,Tu La Lâm Thế (Cấp 7),"{1,100}",5021017,HitTarget,-1,38750
56308,55000,Tu La Lâm Thế (Cấp 8),"{1,100}",5021018,HitTarget,-1,34375
56309,55000,Tu La Lâm Thế (Cấp 9),"{1,100}",5021019,HitTarget,-1,30000
56401,55000,Hồi Thiên Phạp Thuật (Cấp 1),"{1,100}",5022011,HitTarget,-1,50000
56402,55000,Hồi Thiên Phạp Thuật (Cấp 2),"{1,100}",5022012,HitTarget,-1,49375
56403,55000,Hồi Thiên Phạp Thuật (Cấp 3),"{1,100}",5022013,HitTarget,-1,48750
56404,55000,Hồi Thiên Phạp Thuật (Cấp 4),"{1,100}",5022014,HitTarget,-1,48125
56405,55000,Hồi Thiên Phạp Thuật (Cấp 5),"{1,100}",5022015,HitTarget,-1,47500
56406,55000,Hồi Thiên Phạp Thuật (Cấp 6),"{1,100}",5022016,HitTarget,-1,46875
56407,55000,Hồi Thiên Phạp Thuật (Cấp 7),"{1,100}",5022017,HitTarget,-1,46250
56408,55000,Hồi Thiên Phạp Thuật (Cấp 8),"{1,100}",5022018,HitTarget,-1,45625
56409,55000,Hồi Thiên Phạp Thuật (Cấp 9),"{1,100}",5022019,HitTarget,-1,45000
