RowIndex,Tag,ID,Sex,Name,Model,Text,ChildrenJSON
359,Face,359,0,Vô Ký Hình,W_face_ERG_2024GaoShou,,
360,Face,360,1,Vô Ký Hình,M_face_ERG_2024GaoShou,,
361,Face,361,0,Thê Vân Hình,W_face_2024FengHuangLingMu,,
362,Face,362,1,Thê Vân Hình,M_face_2024FengHuangLingMu,,
363,Face,363,0,Thiều Quang Hình,W_face_2024JinWu,,
364,Face,364,1,Thiều Quang Hình,M_face_2024JinWu,,
365,Face,365,0,Tinh Mang Hình,W_face_2024ZiSeXiShi,,
366,Face,366,1,Tinh Mang Hình,M_face_2024ZiSeXiShi,,
367,Face,367,0,Hoan Hỷ Hình,W_face_2024DongBeiDaHuaAo,,
368,Face,368,1,Hoan Hỷ Hình,M_face_2024DongBeiDaHuaAo,,
369,Face,369,0,Tư Cố Hình,W_face_2024XueDiao,,
370,Face,370,1,Tư Cố Hình,M_face_2024XueDiao,,
371,Face,371,0,Sa Hoa Hình,W_face_2024BiAnHua,,
372,Face,372,1,Sa Hoa Hình,M_face_2024BiAnHua,,
373,Face,373,0,Dạ Lân Hình,W_face_2024QingShe,,
374,Face,374,1,Dạ Lân Hình,M_face_2024QingShe,,
375,Face,375,0,Tình Kiếp Hình,W_face_2024QingShe01,,
376,Face,376,1,Tình Kiếp Hình,M_face_2024QingShe01,,
377,Face,377,0,Tình Chung Hình,W_face_2024YinLang,,
378,Face,378,1,Tình Chung Hình,M_face_2024YinLang,,
379,Face,379,0,Tuý Mộng Hình,W_face_2024ShenQiPao,,
380,Face,380,1,Tuý Mộng Hình,M_face_2024ShenQiPao,,
381,Face,381,0,Mông Diện Hình,NuZhuJiaoGongChengBianShenShiZhuangLian,,
382,Face,382,1,Mông Diện Hình,NanZhuJiaoGongChengBianShenShiZhuangLian,,
383,Face,383,0,Khiếu Nguyệt Hình,W_face_2025ShuiMoJinLong,,
384,Face,384,1,Khiếu Nguyệt Hình,M_face_2025ShuiMoJinLong,,
385,Face,385,0,Ngưng Mâu Hình,NuZhuJiaoLianXingZhiNuShiZhuang,,
386,Face,386,1,Ngưng Mâu Hình,NanZhuJiaoLianXingNiuLangShiZhuang,,
387,Face,400,0,Bất Hoặc Hình,W_face_CR_2021gaoshou,,
388,Face,401,0,Ảnh Dập Hình,W_face_CR_2021gaoji,,
389,Face,402,0,Linh Phong Hình,W_face_2021yese,,
390,Face,403,1,Linh Phong Hình,M_face_2021yese,,
391,Face,404,1,Lăng Giang Hình,M_face_2021huanghelou,,
392,Face,405,1,Ngọc Dung Hình,M_face_2021lvmaoqiu,,
393,Face,10001,0,Mỹ Diễm Hình,NuZhuJiaoLianGaoMo01,,
394,Face,10002,0,Trí Tuệ Hình,NuZhuJiaoLianGaoMo02,,
395,Face,10003,0,Khai Lãng Hình,NuZhuJiaoLianGaoMo03,,
396,Face,10004,0,Cao Quý Hình,NuZhuJiaoLianGaoMo04,,
397,Face,10005,0,Thục Nữ Hình,NuZhuJiaoLianGaoMo05,,
398,Face,10100,1,Kiên Cường Hình,NanZhuJiaoGaoMoLian05,,
399,Face,10101,1,Dũng Cảm Hình,NanZhuJiaoGaoMoLian04,,
400,Face,10102,1,Quả Đoạn Hình,NanZhuJiaoGaoMoLian03,,
401,Face,10103,1,Tự Tín Hình,NanZhuJiaoGaoMoLian02,,
402,Face,10104,1,Ưu Úc Hình,NanZhuJiaoGaoMoLian06,,
403,Face,100017,0,Y Thìn Hình,NuZhuJiaoLianXingTianXiaHuiWuShiZhuang,,
404,Face,100018,0,Tần Phong Hình,NuZhuJiaoLianXingQinZhaoKuiJiaShiZhuang,,
405,Face,100019,0,Khiển Quyển Hình,NuZhuJiaoLianXingBaiSuZhenShiZhuang,,
406,Face,100020,0,Trảm Phong Hình,NuZhuJiaoLianXingZhouNianQingShiZhuang,,
407,Face,100022,0,Phong Thần Hình,NuZhuJiaoLianXingHuangHeLouShiZhuang,,
408,Face,100023,0,Hoan Hân Hình,NuZhuJiaoLianXingShengDanShiZhuang,,
409,Face,100024,0,Hàn Sắc Hình,NuZhuJiaoLianXingXinQingFengYiJiang,,
410,Face,100026,0,Kiểu Nguyệt Hình,NuZhuJiaoLianXingQingRenJieXingKongShiZhuang,,
411,Face,100027,0,Vấn Thiền Hình,NuZhuJiaoLianXingKongQueShiZhuang,,
412,Face,100031,0,Vân Hán Hình,NuZhuJiaoLianXingXingKongZhanJiaShengJi,,
413,Face,100033,0,Trác Ngọc Hình,NuZhuJiaoLianXingBaiSeShengDanShiZhuang,,
414,Face,100034,0,Mục Hoàng Hình,NuZhuJiaoLianXingBaiHuShiZhuang,,
415,Face,100035,0,Tinh Tình Hình,NuZhuJiaoLianXingBaiHunShaShiZhuang,,
416,Face,100036,0,Vinh Hoa Hình,NuZhuJiaoLianXingXinFeiLongChengYunShiZhuang,,
417,Face,100037,0,Phục Ba Hình,NuZhuJiaoLianXingZhengBaSaiSanTaoZhuang,,
418,Face,100038,0,Phi Tương Hình,NuZhuJiaoLianXingZhengBaSaiErTaoZhuang,,
419,Face,100039,0,Chiêu Võ Hình,NuZhuJiaoLianXingZhengBaSaiTaoZhuang,,
420,Face,100040,0,Mộng Mị Hình,NuZhuJiaoLianXingSanTuGongErChunJieTaoZhuang,,
421,Face,100041,0,Hàn Quỳnh Hình,NuZhuJiaoLianXingXiuQiuTaoZhuang,,
422,Face,100043,0,Huyền Tư Hình,NuZhuJiaoLianXingWuJiShiZhuang,,
423,Face,100045,0,Thanh Lạnh Hình,NuZhuJiaoLianXingXiaRiQingLiangShiZhuang,,
424,Face,100046,0,Đồng Vận Hình,NuZhuJiaoLianXingJieHunShiZhuangGaoJi,,
425,Face,100049,0,Hàn Thanh Hình,NuZhuJiaoLianXingAnHeiYingGuangShiZhuang,,
426,Face,100052,0,Anh Tư Hình,NuZhuJiaoLianXingShengDanJieShiZhuang,,
427,Face,100056,0,Thiên Vấn Hình,NuZhuJiaoLianXingBaiXingZhengBaSaiShiZhuang,,
428,Face,100062,0,Hải Sắc Hình,NuZhuJiaoLianXingYuNuShiZhuang,,
429,Face,100065,0,Huy Quang Hình,NuZhuJiaoLianXingZhongHuaWuSeShiZhuang,,
430,Face,100066,0,Vãn Tinh Hình,NuZhuJiaoLianXingYiYuShiZhuang,,
431,Face,100074,0,Mê Phương Hình,W_face_2024AnYe,,
432,Face,100077,0,Hoặc Tâm Hình,NuZhuJiaoLianXingBingXue2024ShiZhuang,,
433,Face,100081,0,Tuấn Thái Hình,W_face_2025XiaoFu,,
434,Face,100116,1,Y Thìn Hình,NanZhuJiaoLianXingTianXiaHuiWuShiZhuang,,
435,Face,100117,1,Tần Phong Hình,NanZhuJiaoLianXingQinZhaoKuiJiaShiZhuang,,
436,Face,100118,1,Khiển Quyển Hình,NanZhuJiaoLianXingXuXianShiZhuang,,
437,Face,100119,1,Trảm Phong Hình,NanZhuJiaoLianXingZhouNianQingShiZhuang,,
438,Face,100121,1,Phong Thần Hình,NanZhuJiaoLianXingHuangHeLouShiZhuang,,
439,Face,100122,1,Hoan Hân Hình,NanZhuJiaoLianXingShengDanShiZhuang,,
440,Face,100123,1,Hàn Sắc Hình,NanZhuJiaoLianXingXinQingFengYiJiang,,
441,Face,100125,1,Kiểu Nguyệt Hình,NanZhuJiaoLianXingQingRenJieXingKongShiZhuang,,
442,Face,100126,1,Vấn Thiền Hình,NanZhuJiaoLianXingKongQueShiZhuang,,
443,Face,100130,1,Vân Hán Hình,NanZhuJiaoLianXingXingKongZhanJiaShengJi,,
444,Face,100132,1,Trác Ngọc Hình,NanZhuJiaoLianXingBaiSeShengDanShiZhuang,,
445,Face,100133,1,Mục Hoàng Hình,NanZhuJiaoLianXingBaiHuShiZhuang,,
446,Face,100134,1,Tinh Tình Hình,NanZhuJiaoLianXingBaiHunShaShiZhuang,,
447,Face,100135,1,Vinh Hoa Hình,NanZhuJiaoLianXingXinFeiLongChengYunShiZhuang,,
448,Face,100136,1,Phục Ba Hình,NanZhuJiaoLianXingZhengBaSaiSanTaoZhuang,,
449,Face,100137,1,Phi Tương Hình,NanZhuJiaoLianXingZhengBaSaiErTaoZhuang,,
450,Face,100138,1,Chiêu Võ Hình,NanZhuJiaoLianXingZhengBaSaiTaoZhuang,,
451,Face,100139,1,Mộng Mị Hình,NanZhuJiaoLianXingSanTuGongErChunJieTaoZhuang,,
452,Face,100140,1,Hàn Quỳnh Hình,NanZhuJiaoLianXingXiuQiuTaoZhuang,,
453,Face,100142,1,Huyền Tư Hình,NanZhuJiaoLianXingQinShiShiZhuang,,
454,Face,100144,1,Thanh Lạnh Hình,NanZhuJiaoLianXingXiaRiQingLiangShiZhuang,,
455,Face,100145,1,Đồng Vận Hình,NanZhuJiaoLianXingJieHunShiZhuangGaoJi,,
456,Face,100148,1,Hàn Thanh Hình,NanZhuJiaoLianXingAnHeiYingGuangShiZhuang,,
457,Face,100151,1,Anh Tư Hình,NanZhuJiaoLianXingShengDanJieShiZhuang,,
458,Face,100155,1,Thiên Vấn Hình,NanZhuJiaoLianXingBaiXingZhengBaSaiShiZhuang,,
459,Face,100161,1,Hải Sắc Hình,NanZhuJiaoLianXingYuNanShiZhuang,,
460,Face,100164,1,Huy Quang Hình,NanZhuJiaoLianXingZhongHuaWuSeShiZhuang,,
461,Face,100165,1,Vãn Tinh Hình,NanZhuJiaoLianXingYiYuShiZhuang,,
462,Face,100173,1,Mê Phương Hình,M_face_2024AnYe,,
463,Face,100176,1,Hoặc Tâm Hình,NanZhuJiaoLianXingBingXue2024ShiZhuang,,
464,Face,100180,1,Tuấn Thái Hình,M_face_2025XiaoFu,,
