RowIndex,Tag,ID,Name,Icon,TypeDesc,TargetType,ItemLevel,RequireLevel,BasePrice,SellPrice,Throwable,Sellable,Bound,Stack,MaxUsageTimes,DurationHour,ExtraHint,ProgressTime,ProgressTick,MaxUsageTimesPerDay,Text,ChildrenJSON
222,Medicine,30103024,Phỉ Thúy Song Đông Đế Bàng,Meet_3,Thực phẩm,Self,9,60,14400,3600,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_physatk"",""Values"":""400,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}}]"
223,Medicine,30103025,Sơn Tiêu Chưng Hoản,Food_12,Thực phẩm,Self,9,60,14400,3600,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_magicatk"",""Values"":""50,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_no_clear_on_death"",""Values"":""-1,-1,-1""}},{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_state_time"",""Values"":""1800000,-1,-1""}}]"
224,Medicine,30001001,Hành Huyết Tán,Medicine1_3,Dược phẩm,Self,1,1,90,1,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""450,-1,-1""}}]"
225,Medicine,30001002,Hoạt Huyết Tán,Medicine1_3,Dược phẩm,Self,2,10,228,57,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""964,-1,-1""}}]"
226,Medicine,30001003,Kim Sang Dược,Medicine1_3,Dược phẩm,Self,3,20,405,101,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""1478,-1,-1""}}]"
227,Medicine,30001004,Lộc Nhung Đan,Medicine1_13,Dược phẩm,Self,4,30,621,155,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""1992,-1,-1""}}]"
228,Medicine,30001005,Sâm Tâm Đan,Medicine1_13,Dược phẩm,Self,5,40,876,219,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""2506,-1,-1""}}]"
229,Medicine,30001006,Thủ Ô Đan,Medicine1_13,Dược phẩm,Self,6,50,1170,292,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""3020,-1,-1""}}]"
230,Medicine,30001007,Tiên Đan Chuyển Sinh,Medicine2_3,Dược phẩm,Self,7,60,1503,375,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""3534,-1,-1""}}]"
231,Medicine,30001008,Tiên Đan Kỳ Lân,Medicine2_3,Dược phẩm,Self,8,60,1872,468,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""4048,-1,-1""}}]"
232,Medicine,30001009,Tiên Đan Hồn Phách,Medicine3_16,Dược phẩm,Self,9,60,2283,570,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""4562,-1,-1""}}]"
233,Medicine,30001010,Tiên Đan Vãng Sinh,Medicine3_16,Dược phẩm,Self,10,60,2730,682,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""5076,-1,-1""}}]"
234,Medicine,30001011,Uyên Ương Bổ Huyết Đan,Medicine1_13,Dược phẩm,Self,5,40,876,219,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""2506,-1,-1""}}]"
235,Medicine,30001012,Long Phụng Hoàn Hồn Đan,Medicine1_13,Dược phẩm,Self,6,50,1170,292,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""3020,-1,-1""}}]"
236,Medicine,30001013,Băng Sâm Tuyết Liên Hoàn,Medicine2_3,Dược phẩm,Self,7,60,1503,375,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""3534,-1,-1""}}]"
237,Medicine,30001014,Cửu Chuyển Thông Thiên Hoàn,Medicine2_4,Dược phẩm,Self,8,60,1872,468,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""4048,-1,-1""}}]"
238,Medicine,30001015,Thiên Chùy Bách Luyện Tán,Medicine3_16,Dược phẩm,Self,9,60,2283,570,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""4562,-1,-1""}}]"
239,Medicine,30001016,Lục diêm thuỷ,CircularTaskTool4_8,Dược phẩm,Self,1,1,90,1,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""450,-1,-1""}}]"
240,Medicine,30001017,Mộc hương tán,CircularTaskTool1_2,Dược phẩm,Self,2,10,228,57,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""964,-1,-1""}}]"
241,Medicine,30001018,Hồ đồng thuỷ,Medicine1_4,Dược phẩm,Self,3,20,405,101,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""1478,-1,-1""}}]"
242,Medicine,30001019,Mật tảo hoàn,Medicine2_4,Dược phẩm,Self,4,30,621,155,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""1992,-1,-1""}}]"
243,Medicine,30001020,Quế tâm hoàn,Medicine2_3,Dược phẩm,Self,5,40,876,219,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""2506,-1,-1""}}]"
244,Medicine,30001021,Thanh diệu đan,Medicine1_13,Dược phẩm,Self,6,50,1170,292,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""3020,-1,-1""}}]"
245,Medicine,30001022,A nguyệt hồn tử,Medicine1_5,Dược phẩm,Self,7,60,1503,375,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""3534,-1,-1""}}]"
246,Medicine,30001023,Bà la đức quả,Corn_11,Dược phẩm,Self,8,60,1872,468,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""4048,-1,-1""}}]"
247,Medicine,30001024,Ma la phạm thiên,Medicine1_8,Dược phẩm,Self,9,60,2283,570,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""4562,-1,-1""}}]"
248,Medicine,30001025,Tô hợp hương cao,Medicine1_9,Dược phẩm,Self,10,60,2730,682,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""5076,-1,-1""}}]"
249,Medicine,30001026,A bột sâm,CircularTaskTool1_5,Dược phẩm,Self,5,1,876,219,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""2506,-1,-1""}}]"
250,Medicine,30001027,Bạch long não,Medicine2_10,Dược phẩm,Self,6,1,1170,292,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""3020,-1,-1""}}]"
251,Medicine,30001028,Bà đạm đan,Medicine2_2,Dược phẩm,Self,7,1,1503,375,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""3534,-1,-1""}}]"
252,Medicine,30001029,Phương xuyên khung cao,Medicine1_9,Dược phẩm,Self,8,1,1872,468,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""4048,-1,-1""}}]"
253,Medicine,30001030,Hồ lô ba cao,Medicine1_9,Dược phẩm,Self,9,1,2283,570,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""4562,-1,-1""}}]"
254,Medicine,30002001,Hành Khí Tán,Medicine1_1,Dược phẩm,Self,1,1,114,1,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""184,-1,-1""}}]"
255,Medicine,30002002,Hoàn Linh Đan,Medicine1_12,Dược phẩm,Self,2,10,279,69,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""376,-1,-1""}}]"
256,Medicine,30002003,Qui Linh Hoàn,Medicine1_12,Dược phẩm,Self,3,20,489,122,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""568,-1,-1""}}]"
257,Medicine,30002004,Thái Hương Hoàn,Medicine1_12,Dược phẩm,Self,4,30,741,185,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""760,-1,-1""}}]"
258,Medicine,30002005,Cam Lộ Đan,Medicine1_12,Dược phẩm,Self,5,40,1041,260,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""952,-1,-1""}}]"
259,Medicine,30002006,Quỳnh Đan,Medicine1_12,Dược phẩm,Self,6,50,1386,346,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1144,-1,-1""}}]"
260,Medicine,30002007,Tiên Đan Thu Nguyệt,Medicine2_2,Dược phẩm,Self,7,60,1776,444,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1336,-1,-1""}}]"
261,Medicine,30002008,Tiên Đan Thần Mộc,Medicine2_2,Dược phẩm,Self,8,60,2211,552,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1528,-1,-1""}}]"
262,Medicine,30002009,Tiên Đan Kim Nguyên,Medicine4_2,Dược phẩm,Self,9,60,2688,672,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1720,-1,-1""}}]"
263,Medicine,30002010,Tiên Đan Thần Thông,Medicine4_2,Dược phẩm,Self,10,60,3213,803,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1912,-1,-1""}}]"
264,Medicine,30002011,Uyên Ương Ích Khí Đan,Medicine1_12,Dược phẩm,Self,5,40,1041,260,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""952,-1,-1""}}]"
265,Medicine,30002012,Long Phụng Thanh Hồn Đan,Medicine1_12,Dược phẩm,Self,6,50,1386,346,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1144,-1,-1""}}]"
266,Medicine,30002013,Kim Phụng Ngọc Lộ Hoàn,Medicine2_2,Dược phẩm,Self,7,60,1776,444,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1336,-1,-1""}}]"
267,Medicine,30002014,Tam Tinh Triệt Địa Hoàn,Medicine2_2,Dược phẩm,Self,8,60,2211,552,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1528,-1,-1""}}]"
268,Medicine,30002015,Thiên cang đoạn tục giao,Medicine4_2,Dược phẩm,Self,9,60,2688,672,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1720,-1,-1""}}]"
269,Medicine,30002016,Tường vi thuỷ,CircularTaskTool4_8,Dược phẩm,Self,1,1,114,1,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""184,-1,-1""}}]"
270,Medicine,30002017,Đinh hương đan,Medicine2_10,Dược phẩm,Self,2,10,279,69,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""376,-1,-1""}}]"
271,Medicine,30002018,Cam tùng hoàn,Medicine1_12,Dược phẩm,Self,3,20,489,122,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""568,-1,-1""}}]"
272,Medicine,30002019,Đậu khấu đan,Medicine1_12,Dược phẩm,Self,4,30,741,185,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""760,-1,-1""}}]"
273,Medicine,30002020,Thanh mộc đan,Medicine1_11,Dược phẩm,Self,5,40,1041,260,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""952,-1,-1""}}]"
274,Medicine,30002021,Bạch chỉ lộ,CircularTaskTool4_16,Dược phẩm,Self,6,50,1386,346,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1144,-1,-1""}}]"
275,Medicine,30002022,Bạch tùng hương cao,Medicine1_10,Dược phẩm,Self,7,60,1776,444,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1336,-1,-1""}}]"
276,Medicine,30002023,Thiên niên tảo lộ,CircularTaskTool4_16,Dược phẩm,Self,8,60,2211,552,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1528,-1,-1""}}]"
277,Medicine,30002024,Thập hương viên phương,Medicine2_5,Dược phẩm,Self,9,60,2688,672,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1720,-1,-1""}}]"
278,Medicine,30002025,Mạn đà la gia,Food3_9,Dược phẩm,Self,10,60,3213,803,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1912,-1,-1""}}]"
279,Medicine,30002026,Đại thực huyết kiệt đan,Medicine2_1,Dược phẩm,Self,5,1,1041,260,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""952,-1,-1""}}]"
280,Medicine,30002027,Tư liên cam mai đan,Medicine1_16,Dược phẩm,Self,6,1,1386,346,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1144,-1,-1""}}]"
281,Medicine,30002028,Văn hương bất đãi hoàn,Medicine1_15,Dược phẩm,Self,7,1,1776,444,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1336,-1,-1""}}]"
282,Medicine,30002029,Oánh triệt lưu ly tán,Medicine1_1,Dược phẩm,Self,8,1,2211,552,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1528,-1,-1""}}]"
283,Medicine,30002030,Cáp ba tháp khải cao,Medicine2_11,Dược phẩm,Self,9,1,2688,672,true,true,false,5000,-1,-1,,-1,-1,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_mp"",""Values"":""1720,-1,-1""}}]"
284,Medicine,30003001,Thiết Đả Dược Cao,Medicine1_9,Dược phẩm,Self,1,1,24,1,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""36,-1,-1""}}]"
285,Medicine,30003002,Phục Linh Cao,Medicine1_9,Dược phẩm,Self,2,10,60,15,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""77,-1,-1""}}]"
286,Medicine,30003003,Thiên Ma Cao,Medicine1_9,Dược phẩm,Self,3,20,108,27,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""118,-1,-1""}}]"
287,Medicine,30003004,Đỗ Trọng Cao,Medicine1_9,Dược phẩm,Self,4,30,165,41,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""159,-1,-1""}}]"
288,Medicine,30003005,Bát Trân Cao,Medicine1_9,Dược phẩm,Self,5,40,233,58,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""200,-1,-1""}}]"
289,Medicine,30003006,Hồng Nhan Cao,Medicine4_1,Dược phẩm,Self,6,50,312,78,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""241,-1,-1""}}]"
290,Medicine,30003007,Hổ Cốt Cao,Medicine4_1,Dược phẩm,Self,7,60,400,100,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""282,-1,-1""}}]"
291,Medicine,30003008,Kiện Bộ Cao,Medicine4_1,Dược phẩm,Self,8,60,499,124,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""324,-1,-1""}}]"
292,Medicine,30003009,Diên Thọ Cao,Medicine4_1,Dược phẩm,Self,9,60,608,152,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""365,-1,-1""}}]"
293,Medicine,30003010,Bất Lão Cao,Medicine4_1,Dược phẩm,Self,10,60,728,182,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""406,-1,-1""}}]"
294,Medicine,30003011,Bách Mạch Tán,Medicine1_3,Dược phẩm,Self,1,1,24,6,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""93,-1,-1""}}]"
295,Medicine,30003012,Bách Hoa Hoàn,Medicine1_11,Dược phẩm,Self,2,10,60,15,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""171,-1,-1""}}]"
296,Medicine,30003013,Thanh Tâm Tán,Medicine1_5,Dược phẩm,Self,3,20,108,27,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""230,-1,-1""}}]"
297,Medicine,30003014,Lưu Vân Cao,TaskTools5_6,Dược phẩm,Self,4,30,165,41,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""277,-1,-1""}}]"
298,Medicine,30003015,Hồi Tâm Đan,Medicine2_2,Dược phẩm,Self,5,40,233,58,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""314,-1,-1""}}]"
299,Medicine,30003016,Thần Định Hoàn,Medicine2_7,Dược phẩm,Self,6,50,312,78,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""379,-1,-1""}}]"
300,Medicine,30003017,Tiên Đan Huy Nguyệt,Medicine2_4,Dược phẩm,Self,7,60,400,100,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""444,-1,-1""}}]"
301,Medicine,30003018,Tiên Đan Âm Dương,Medicine3_12,Dược phẩm,Self,8,60,499,124,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""509,-1,-1""}}]"
302,Medicine,30003019,Tiên Đan Hàn Yên,Medicine3_14,Dược phẩm,Self,9,60,608,152,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""574,-1,-1""}}]"
303,Medicine,30003020,Thiên Trì Tiên Đan,Medicine4_1,Dược phẩm,Self,10,60,728,182,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""639,-1,-1""}}]"
304,Medicine,30003021,Chỉ giáp hoa tán,Medicine1_2,Dược phẩm,Self,1,1,24,1,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""36,-1,-1""}}]"
305,Medicine,30003022,Lô oái cao,Medicine1_9,Dược phẩm,Self,2,10,60,15,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""77,-1,-1""}}]"
306,Medicine,30003023,Hắc tích cao,Medicine1_9,Dược phẩm,Self,3,20,108,27,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""118,-1,-1""}}]"
307,Medicine,30003024,Xạ hương hoàn,Medicine1_14,Dược phẩm,Self,4,30,165,41,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""159,-1,-1""}}]"
308,Medicine,30003025,Nạo sa hoàn,Medicine1_11,Dược phẩm,Self,5,40,233,58,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""200,-1,-1""}}]"
309,Medicine,30003026,Tùng lộ thuỷ,CircularTaskTool4_16,Dược phẩm,Self,6,50,312,78,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""241,-1,-1""}}]"
310,Medicine,30003027,Thanh lang tán,Medicine2_11,Dược phẩm,Self,7,60,400,100,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""282,-1,-1""}}]"
311,Medicine,30003028,Sơn vu cao,Medicine1_9,Dược phẩm,Self,8,60,499,124,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""324,-1,-1""}}]"
312,Medicine,30003029,Đậu khấu cao,Medicine1_9,Dược phẩm,Self,9,60,608,152,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""365,-1,-1""}}]"
313,Medicine,30003030,Thất khiếu hoàn,Medicine2_8,Dược phẩm,Self,10,60,728,182,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""406,-1,-1""}}]"
314,Medicine,30003031,Mạc dược cao,Medicine1_10,Dược phẩm,Self,1,1,24,6,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""93,-1,-1""}}]"
315,Medicine,30003032,A nguỵ hoàn,Medicine1_15,Dược phẩm,Self,2,10,60,15,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""171,-1,-1""}}]"
316,Medicine,30003033,Ô hử tán,Medicine1_2,Dược phẩm,Self,3,20,108,27,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""230,-1,-1""}}]"
317,Medicine,30003034,Nhũ hương tán,Medicine1_2,Dược phẩm,Self,4,30,165,41,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""277,-1,-1""}}]"
318,Medicine,30003035,Hổ phách đan,Medicine2_4,Dược phẩm,Self,5,40,233,58,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""314,-1,-1""}}]"
319,Medicine,30003036,Vô thực hoàn,Medicine2_3,Dược phẩm,Self,6,50,312,78,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""379,-1,-1""}}]"
320,Medicine,30003037,Hải nạp hương tuyệt,Medicine2_14,Dược phẩm,Self,7,60,400,100,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""444,-1,-1""}}]"
321,Medicine,30003038,Phụng tiên hoa hồng,Medicine2_16,Dược phẩm,Self,8,60,499,124,true,true,false,5000,-1,-1,,10000,1000,,,"[{""Tag"":""Property"",""Attributes"":{""Symbol"":""magic_replenish_hp"",""Values"":""509,-1,-1""}}]"
