RowIndex,Tag,ID,Sex,Name,Model,LerpFactor,Text,ChildrenJSON
145,Hair,144,0,Quỳnh Minh Phát,NuZhuJiaoTouFaBingXue,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiBingXue"",""LerpFactor"":""0""}}]"
146,Hair,145,1,Quỳnh Minh Phát,NanZhuJiaoTouFaBingXue,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiBingXue"",""LerpFactor"":""0""}}]"
147,Hair,146,0,Ngọc Khanh Phát,NuZhuJiaoTouFa116,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShi116"",""LerpFactor"":""0""}}]"
148,Hair,147,1,Ngọc Khanh Phát,NanZhuJiaoTouFa116,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShi116"",""LerpFactor"":""0""}}]"
149,Hair,148,0,Cẩm Tuyền Phát,NuZhuJiaoTouFaQiXi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiQiXi"",""LerpFactor"":""0""}}]"
150,Hair,149,1,Cẩm Tuyền Phát,NanZhuJiaoTouFaQiXi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
151,Hair,150,0,Động Tiên Phát,NuZhuJiaoTouFa117,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShi117"",""LerpFactor"":""0""}}]"
152,Hair,151,1,Động Tiên Phát,NanZhuJiaoTouFa117,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShi117"",""LerpFactor"":""0""}}]"
153,Hair,152,0,Thoa Quán Phát,NuZhuJiaoTouFaQiXiHongNanLuNuHunFu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiRuiHeB"",""LerpFactor"":""0""}}]"
154,Hair,153,1,Phượng Nghi Phát,NanZhuJiaoTouFaQiXiHongNanLuNuHunFu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShiQiXiHongNanLuNuHunFu"",""LerpFactor"":""0""}}]"
155,Hair,154,0,Biệt Hạc Phát,NuZhuJiaoTouFaLongFeng,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiLongFeng"",""LerpFactor"":""0""}}]"
156,Hair,155,1,Biệt Hạc Phát,NanZhuJiaoTouFaLongFeng,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShiLongFeng"",""LerpFactor"":""0""}}]"
157,Hair,156,0,Dẫn Hạc Phát,NuZhuJiaoTouFaRuiHeTuGaoJi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiRuiHeTuGaoJi"",""LerpFactor"":""0""}}]"
158,Hair,157,1,Dẫn Hạc Phát,NanZhuJiaoTouFaRuiHeTuGaoJi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShiRuiHeTuGaoJi"",""LerpFactor"":""0""}}]"
159,Hair,158,0,Thê Thước Phát,NuZhuJiaoTouFaQiXiBaiTouCongZhuTu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiQiXiBaiTouCongZhuTu"",""LerpFactor"":""0""}}]"
160,Hair,159,1,Thê Thước Phát,NanZhuJiaoTouFaQiXiBaiTouCongZhuTu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShiQiXiBaiTouCongZhuTu"",""LerpFactor"":""0""}}]"
161,Hair,160,0,Phượng Nghi Phát,NuZhuJiaoTouFaRuiHeB,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiRuiHeB"",""LerpFactor"":""0""}}]"
162,Hair,161,1,Thoa Quán Phát,NanZhuJiaoTouFaRuiHeB,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShiRuiHeB"",""LerpFactor"":""0""}}]"
163,Hair,162,0,Hàn Mang Phát,NuZhuJiaoTouFa191008ShenMiZhuTi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShi191008ShenMiZhuTi"",""LerpFactor"":""0""}}]"
164,Hair,163,1,Hàn Mang Phát,NanZhuJiaoTouFa191008ShenMiZhuTi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShi191008ShenMiZhuTi"",""LerpFactor"":""0""}}]"
165,Hair,164,0,Vũ Nghi Phát,NuZhuJiaoTouFaQuanGuoSaiSheJi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
166,Hair,165,1,Vũ Nghi Phát,NanZhuJiaoTouFaQuanGuoSaiSheJi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShiQuanGuoSaiSheJi"",""LerpFactor"":""0""}}]"
167,Hair,166,0,Ký Quân Phát,NuZhuJiaoTouFaRuiXueHongMei,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiRuiXueHongMei"",""LerpFactor"":""0""}}]"
168,Hair,167,1,Ký Quân Phát,NanZhuJiaoTouFaRuiXueHongMei,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShiRuiXueHongMei"",""LerpFactor"":""0""}}]"
169,Hair,168,0,Hoa Gian Phát,NuZhuJiaoTouFaLiShiShi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiLiShiShi"",""LerpFactor"":""0""}}]"
170,Hair,169,1,Hoa Gian Phát,NanZhuJiaoTouFaLiShiShi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
171,Hair,170,0,Hướng Vãn Phát,NuZhuJiaoTouFaLiYuTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiLiYuTaoZhuang"",""LerpFactor"":""0""}}]"
172,Hair,171,1,Hướng Vãn Phát,NanZhuJiaoTouFaLiYuTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShiLiYuTaoZhuang"",""LerpFactor"":""0""}}]"
173,Hair,172,0,Tử Đằng Phát,NuZhuJiaoTouFaChunJi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiChunJi"",""LerpFactor"":""0""}}]"
174,Hair,173,1,Tử Đằng Phát,NanZhuJiaoTouFaChunJi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoTouShiChunJi"",""LerpFactor"":""0""}}]"
175,Hair,174,0,Như Vân Phát,NuZhuJiaoTouFaHongSePiaoYi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoTouShiHongSePiaoYi"",""LerpFactor"":""0""}}]"
176,Hair,175,1,Như Vân Phát,NanZhuJiaoTouFaHongSePiaoYi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":"""",""LerpFactor"":""0""}}]"
177,Hair,176,0,Phi Anh Phát,NuZhuJiaoTouFaJinYiWeiTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiJinYiWeiTaoZhuang"",""LerpFactor"":""0""}}]"
178,Hair,177,1,Phi Anh Phát,NanZhuJiaoTouFaJinYiWeiTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiJinYiWeiTaoZhuang"",""LerpFactor"":""0""}}]"
179,Hair,178,0,Thuỷ My Phát,NuZhuJiaoTouFaHaiYangTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiHaiYangTaoZhuang"",""LerpFactor"":""0""}}]"
180,Hair,179,1,Thuỷ My Phát,NanZhuJiaoTouFaHaiYangTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiHaiYangTaoZhuang"",""LerpFactor"":""0""}}]"
181,Hair,180,0,Diên Thanh Phát,NuZhuJiaoTouFaGuiGuGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiGuiGuGaoShou"",""LerpFactor"":""0""}}]"
182,Hair,181,1,Diên Thanh Phát,NanZhuJiaoTouFaGuiGuGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiGuiGuGaoShou"",""LerpFactor"":""0""}}]"
183,Hair,182,0,Trì Dã Phát,NuZhuJiaoTouFaMingJiaoGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiMingJiaoGaoShou"",""LerpFactor"":""0""}}]"
184,Hair,183,1,Trì Dã Phát,NanZhuJiaoTouFaMingJiaoGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiMingJiaoGaoShou"",""LerpFactor"":""0""}}]"
185,Hair,184,0,Mộ Dung Phát,NuZhuJiaoTouFaMuRongGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiMuRongGaoShou"",""LerpFactor"":""0""}}]"
186,Hair,185,1,Mộ Dung Phát,NanZhuJiaoTouFaMuRongGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiMuRongGaoShou"",""LerpFactor"":""0""}}]"
187,Hair,186,0,Vô Chấp Phát,NuZhuJiaoTouFaShaoLinGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiShaoLinGaoShou"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiShaoLinGaoShouBanTou"",""LerpFactor"":""0""}}]"
188,Hair,187,1,Vô Chấp Phát,NanZhuJiaoTouFaShaoLinGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiShaoLinGaoShou"",""LerpFactor"":""0""}}]"
189,Hair,188,0,Đường Giản Phát,NuZhuJiaoTouFaTangMenGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiTangMenGaoShou"",""LerpFactor"":""0""}}]"
190,Hair,189,1,Đường Giản Phát,NanZhuJiaoTouFaTangMenGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiTangMenGaoShou"",""LerpFactor"":""0""}}]"
191,Hair,190,0,Phúc Vũ Phát,NuZhuJiaoTouFaTaoHuaDaoGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiTaoHuaDaoGaoShou"",""LerpFactor"":""0""}}]"
192,Hair,191,1,Phúc Vũ Phát,NanZhuJiaoTouFaTaoHuaDaoGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiTaoHuaDaoGaoShou"",""LerpFactor"":""0""}}]"
193,Hair,192,0,Tư An Phát,NuZhuJiaoTouFaTianLongGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiTianLongGaoShou"",""LerpFactor"":""0""}}]"
194,Hair,193,1,Tư An Phát,NanZhuJiaoTouFaTianLongGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiTianLongGaoShou"",""LerpFactor"":""0""}}]"
195,Hair,194,0,Sương Kiến Phát,NuZhuJiaoTouFaTianShanGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiTianShanGaoShou"",""LerpFactor"":""0""}}]"
196,Hair,195,1,Sương Kiến Phát,NanZhuJiaoTouFaTianShanGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiTianShanGaoShou"",""LerpFactor"":""0""}}]"
197,Hair,196,0,Trí Viễn Phát,NuZhuJiaoTouFaWuDangGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiWuDangGaoShou"",""LerpFactor"":""0""}}]"
198,Hair,197,1,Trí Viễn Phát,NanZhuJiaoTouFaWuDangGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiWuDangGaoShou"",""LerpFactor"":""0""}}]"
199,Hair,198,0,Vi Chi Phát,NuZhuJiaoTouFaXiaoYaoGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiXiaoYaoGaoShou"",""LerpFactor"":""0""}}]"
200,Hair,199,1,Vi Chi Phát,NanZhuJiaoTouFaXiaoYaoGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiXiaoYaoGaoShou"",""LerpFactor"":""0""}}]"
201,Hair,200,0,Dạ Lai Phát,NuZhuJiaoTouFaXingSuGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiXingSuGaoShou"",""LerpFactor"":""0""}}]"
202,Hair,201,1,Dạ Lai Phát,NanZhuJiaoTouFaXingSuGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiXingSuGaoShou"",""LerpFactor"":""0""}}]"
203,Hair,202,0,Thôi Anh Phát,NuZhuJiaoTouFaEMeiGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiEMeiGaoShou"",""LerpFactor"":""0""}}]"
204,Hair,203,1,Thôi Anh Phát,NanZhuJiaoTouFaEMeiGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiEMeiGaoShou"",""LerpFactor"":""0""}}]"
205,Hair,204,0,Giải Nghị Phát,NuZhuJiaoTouFaGaiBangGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiGaiBangGaoShou"",""LerpFactor"":""0""}}]"
206,Hair,205,1,Giải Nghị Phát,NanZhuJiaoTouFaGaiBangGaoShou,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiGaiBangGaoShou"",""LerpFactor"":""0""}}]"
207,Hair,206,0,Vũ Phong Phát,NuZhuJiaoTouFaQiXiShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiQiXiShiZhuang"",""LerpFactor"":""0""}}]"
208,Hair,207,1,Vũ Phong Phát,NanZhuJiaoTouFaQiXiShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiQiXiShiZhuang"",""LerpFactor"":""0""}}]"
209,Hair,208,0,Phi Thiên Phát,NuZhuJiaoTouFaDunHuangShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiDunHuangShiZhuang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiDunHuangShiZhuangBanTou"",""LerpFactor"":""0""}}]"
210,Hair,209,1,Phi Thiên Phát,NanZhuJiaoTouFaDunHuangShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiDunHuangShiZhuang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiDunHuangShiZhuangBanTou"",""LerpFactor"":""0""}}]"
211,Hair,210,0,Thu Thê Phát,NuZhuJiaoTouFaFengXieShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiFengXieShiZhuang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiFengXieShiZhuangBanTou"",""LerpFactor"":""0""}}]"
212,Hair,211,1,Thu Thê Phát,NanZhuJiaoTouFaFengXieShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiFengXieShiZhuang"",""LerpFactor"":""0""}}]"
213,Hair,212,0,Hoa Tư Phát,NuZhuJiaoTouFaMuDanTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiMuDanTaoZhuang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiMuDanTaoZhuangBanTou"",""LerpFactor"":""0""}}]"
214,Hair,213,1,Hoa Tư Phát,NanZhuJiaoTouFaMuDanTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiMuDanTaoZhuang"",""LerpFactor"":""0""}}]"
215,Hair,214,0,Lan Khê Phát,NuZhuJiaoTouFaJianZhiShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiJianZhiShiZhuang"",""LerpFactor"":""0""}}]"
216,Hair,215,1,Lan Khê Phát,NanZhuJiaoTouFaJianZhiShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiJianZhiShiZhuang"",""LerpFactor"":""0""}}]"
217,Hair,216,0,Thuỳ Liễu Phát,NuZhuJiaoTouFaWuSeTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiWuSeTaoZhuang"",""LerpFactor"":""0""}}]"
218,Hair,217,1,Thuỳ Liễu Phát,NanZhuJiaoTouFaWuSeTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiWuSeTaoZhuang"",""LerpFactor"":""0""}}]"
219,Hair,218,0,Lăng Ỷ Phát,NuZhuJiaoTouFaQiuJiFengShouTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiQiuJiFengShouTaoZhuang"",""LerpFactor"":""0""}}]"
220,Hair,219,1,Lăng Ỷ Phát,NanZhuJiaoTouFaQiuJiFengShouTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiQiuJiFengShouTaoZhuang"",""LerpFactor"":""0""}}]"
221,Hair,220,0,Hàn Tiêu Phát,NuZhuJiaoTouFaBingXueTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiBingXueTaoZhuang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiBingXueTaoZhuangBanTou"",""LerpFactor"":""0""}}]"
222,Hair,221,1,Hàn Tiêu Phát,NanZhuJiaoTouFaBingXueTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiBingXueTaoZhuang"",""LerpFactor"":""0""}}]"
223,Hair,222,0,Cách Tân Phát,VNNuZhuJiaoTouFaYueNanBanShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""VNNuZhuJiaoFaShiYueNanBanShiZhuang"",""LerpFactor"":""0""}}]"
224,Hair,223,1,Cách Tân Phát,VNNanZhuJiaoTouFaYueNanBanShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""VNNanZhuJiaoFaShiYueNanBanShiZhuang"",""LerpFactor"":""0""}}]"
225,Hair,224,0,Lạc Nhật Phát,NuZhuJiaoTouFaYueNanXiaJiShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiYueNanXiaJiShiZhuang"",""LerpFactor"":""0""}}]"
226,Hair,225,1,Lạc Nhật Phát,NanZhuJiaoTouFaYueNanXiaJiShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiYueNanXiaJiShiZhuang"",""LerpFactor"":""0""}}]"
227,Hair,226,0,Hàn Mai Phát,NuZhuJiaoTouFaYueNanDongJiShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiYueNanDongJiShiZhuang"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiYueNanDongJiShiZhuangBanTou"",""LerpFactor"":""0""}}]"
228,Hair,227,1,Hàn Mai Phát,NanZhuJiaoTouFaYueNanDongJiShiZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiYueNanDongJiShiZhuang"",""LerpFactor"":""0""}}]"
229,Hair,228,0,Loan Vũ Phát,NuZhuJiaoTouFaNiChangYuYiTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NuZhuJiaoFaShiNiChangYuYiTaoZhuang"",""LerpFactor"":""0""}}]"
230,Hair,229,1,Loan Vũ Phát,NanZhuJiaoTouFaNiChangYuYiTaoZhuang,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""NanZhuJiaoFaShiNiChangYuYiTaoZhuang"",""LerpFactor"":""0""}}]"
231,Hair,230,0,Phiêu Lăng Phát,W_hair_2021jinling01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021jinling01"",""LerpFactor"":""0""}}]"
232,Hair,231,1,Phiêu Lăng Phát,M_hair_2021jinling01,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021jinling01"",""LerpFactor"":""0""}}]"
233,Hair,232,0,Mộ Vân Phát,W_hair_2021jinling02,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021jinling02"",""LerpFactor"":""0""}}]"
234,Hair,233,1,Mộ Vân Phát,M_hair_2021jinling02,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021jinling02"",""LerpFactor"":""0""}}]"
235,Hair,234,0,Trâm Xuân Phát,W_hair_2021fense,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021fense"",""LerpFactor"":""0""}}]"
236,Hair,235,1,Trâm Xuân Phát,M_hair_2021fense,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021fense"",""LerpFactor"":""0""}}]"
237,Hair,236,0,Quế Linh Phát,W_hair_2021jiaogu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021jiaogu"",""LerpFactor"":""0""}}]"
238,Hair,237,1,Quế Linh Phát,M_hair_2021jiaogu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021jiaogu"",""LerpFactor"":""0""}}]"
239,Hair,238,0,Huệ Chất Phát,W_hair_2021bailan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021bailan"",""LerpFactor"":""0""}}]"
240,Hair,239,1,Huệ Chất Phát,M_hair_2021bailan,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021bailan"",""LerpFactor"":""0""}}]"
241,Hair,240,0,Vân Thanh Phát,W_hair_2021liushige,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021liushige"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021liushigeBanTou"",""LerpFactor"":""0""}}]"
242,Hair,241,1,Vân Thanh Phát,M_hair_2021liushige,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021liushige"",""LerpFactor"":""0""}}]"
243,Hair,242,0,Tự Du Phát,W_hair_2021jiuselu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021jiuselu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021jiuseluBanTou"",""LerpFactor"":""0""}}]"
244,Hair,243,1,Tự Du Phát,M_hair_2021jiuselu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021jiuselu"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021jiuseluBanTou"",""LerpFactor"":""0""}}]"
245,Hair,244,0,Hy Minh Phát,W_hair_2021kuzhi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021kuzhi"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021kuzhiBanTou"",""LerpFactor"":""0""}}]"
246,Hair,245,1,Hy Minh Phát,M_hair_2021kuzhi,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021kuzhi"",""LerpFactor"":""0""}}]"
247,Hair,246,0,Khê Thuý Phát,W_hair_2021miaomiao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021miaomiao"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021miaomiaoBanTou"",""LerpFactor"":""0""}}]"
248,Hair,247,1,Khê Thuý Phát,M_hair_2021miaomiao,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021miaomiao"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021miaomiaoBanTou"",""LerpFactor"":""0""}}]"
249,Hair,248,0,Thư Hà Phát,W_hair_2021hezhuti,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021hezhuti"",""LerpFactor"":""0""}},{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021hezhutiBanTou"",""LerpFactor"":""0""}}]"
250,Hair,249,1,Thư Hà Phát,M_hair_2021hezhuti,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021hezhuti"",""LerpFactor"":""0""}}]"
251,Hair,250,0,Thúc Tuyết Phát,W_hair_2021jinfengjie,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021jinfengjie"",""LerpFactor"":""0""}}]"
252,Hair,251,1,Thúc Tuyết Phát,M_hair_2021jinfengjie,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021jinfengjie"",""LerpFactor"":""0""}}]"
253,Hair,252,0,Kiểu Hề Phát,W_hair_2021zhongqiu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""W_hair01_2021zhongqiu"",""LerpFactor"":""0""}}]"
254,Hair,253,1,Kiểu Hề Phát,M_hair_2021zhongqiu,0.7,,"[{""Tag"":""CustomPart"",""Attributes"":{""Name"":""M_hair01_2021zhongqiu"",""LerpFactor"":""0""}}]"
