RowIndex,Tag,Symbol,Description,IncludeSign,Text,ChildrenJSON
212,Attribute,magic_removestate_slow,Hóa giải <color=#00FF00>giảm tốc</color> <color=#FFFF00>cấp thấp hơn</color>,false,,
213,Attribute,magic_removestate_hpleak,Hóa giải <color=#00FF00>mất máu liên tục</color> <color=#FFFF00>cấp thấp hơn</color>,false,,
214,Attribute,magic_removestate_sleep,Hóa giải <color=#00FF00>hôn mê</color> <color=#FFFF00>cấp thấp hơn</color>,false,,
215,Attribute,magic_appendstate_immobile,Gây trạng thái <color=#00FF00>định thân</color>,false,,
216,Attribute,magic_appendstate_paralyse,Gây trạng thái <color=#00FF00>tê liệt</color>,false,,
217,Attribute,magic_appendstate_blind,Gây trạng thái <color=#00FF00>thất minh</color>,false,,
218,Attribute,magic_appendstate_incapacitate,Gây trạng thái <color=#00FF00>phong huyệt</color>,false,,
219,Attribute,magic_appendstate_encircle,Gây trạng thái <color=#00FF00>vây khốn</color>,false,,
220,Attribute,magic_appendstate_silence,Gây trạng thái <color=#00FF00>tản công</color>,false,,
221,Attribute,magic_appendstate_weakness,Gây trạng thái <color=#00FF00>hư nhược</color>,false,,
222,Attribute,magic_appendstate_slow,Gây trạng thái <color=#00FF00>giảm tốc</color>,false,,
223,Attribute,magic_appendstate_hpleak,Gây trạng thái <color=#00FF00>mất máu liên tục</color>,false,,
224,Attribute,magic_appendstate_sleep,Gây trạng thái <color=#00FF00>hôn mê</color>,false,,
225,Attribute,magic_statetime_taken_percent_immobile,Thời gian bị <color=#00FF00>định thân</color>: <color=#FFFF00>{0}%</color>,true,,
226,Attribute,magic_statetime_taken_percent_paralyse,Thời gian bị <color=#00FF00>tê liệt</color>: <color=#FFFF00>{0}%</color>,true,,
227,Attribute,magic_statetime_taken_percent_blind,Thời gian bị <color=#00FF00>thất minh</color>: <color=#FFFF00>{0}%</color>,true,,
228,Attribute,magic_statetime_taken_percent_incapacitate,Thời gian bị <color=#00FF00>phong huyệt</color>: <color=#FFFF00>{0}%</color>,true,,
229,Attribute,magic_statetime_taken_percent_encircle,Thời gian bị <color=#00FF00>vây khốn</color>: <color=#FFFF00>{0}%</color>,true,,
230,Attribute,magic_statetime_taken_percent_silence,Thời gian bị <color=#00FF00>tản công</color>: <color=#FFFF00>{0}%</color>,true,,
231,Attribute,magic_statetime_taken_percent_weakness,Thời gian bị <color=#00FF00>hư nhược</color>: <color=#FFFF00>{0}%</color>,true,,
232,Attribute,magic_statetime_taken_percent_slow,Thời gian bị <color=#00FF00>giảm tốc</color>: <color=#FFFF00>{0}%</color>,true,,
233,Attribute,magic_statetime_taken_percent_hpleak,Thời gian bị <color=#00FF00>mất máu liên tục</color>: <color=#FFFF00>{0}%</color>,true,,
234,Attribute,magic_statetime_taken_percent_sleep,Thời gian bị <color=#00FF00>hôn mê</color>: <color=#FFFF00>{0}%</color>,true,,
235,Attribute,magic_add_enchant_skill,,false,,
236,Attribute,magic_cooldown,Thời gian phục hồi: <color=#FFFF00>{0}</color>,false,,
237,Attribute,magic_cooldown_with_puppet,<color=#ffb3eb>Thời gian phục hồi khi có ly nhân: <color=#FFFF00>{0}</color></color>,false,,
238,Attribute,magic_state_time,Thời gian duy trì: <color=#FFFF00>{0}</color>,false,,
239,Attribute,magic_hp_cost,Tiêu hao máu: <color=#FFFF00>{0} điểm</color>,false,,
240,Attribute,magic_hp_cost_p,Tiêu hao máu: <color=#FFFF00>{0}%</color>,false,,
241,Attribute,magic_mana_cost,Tiêu hao khí: <color=#FFFF00>{0} điểm</color>,false,,
242,Attribute,magic_mana_cost_p,Tiêu hao khí: <color=#FFFF00>{0}%</color>,false,,
243,Attribute,magic_rage_cost,Tiêu hao nộ khí: <color=#FFFF00>{0} điểm</color>,false,,
244,Attribute,magic_rage_cost_p,Tiêu hao nộ khí: <color=#FFFF00>{0}%</color>,false,,
245,Attribute,magic_rage_cost_with_puppet,<color=#ffb3eb>Tiêu hao nộ khí khi có ly nhân: <color=#FFFF00>{0} điểm</color></color>,false,,
246,Attribute,magic_rage_cost_p_with_puppet,<color=#ffb3eb>Tiêu hao nộ khí khi có ly nhân: <color=#FFFF00>{0}%</color></color>,false,,
247,Attribute,magic_cost_all_strike,Tiêu hao toàn bộ liên kích,false,,
248,Attribute,magic_spirit_energy_cost,Tiêu hao năng lượng: <color=#FFFF00>{0} điểm</color>,false,,
249,Attribute,magic_datura_flower_cost,Tiêu hao: <color=#FFFF00>{0} Mạn Đà Hoa</color>,false,,
250,Attribute,magic_blade_cost,Tiêu hao: <color=#FFFF00>{0} Đao Ý</color>,false,,
251,Attribute,magic_cooldown_with_buff,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
252,Attribute,magic_cooldown_with_buff_2,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
253,Attribute,magic_cooldown_with_buff_3,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
254,Attribute,magic_cooldown_with_buff_4,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
255,Attribute,magic_cooldown_with_buff_5,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
256,Attribute,magic_cooldown_with_buff_6,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
257,Attribute,magic_cooldown_with_buff_7,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
258,Attribute,magic_cooldown_with_buff_8,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
259,Attribute,magic_cooldown_with_buff_9,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
260,Attribute,magic_cooldown_with_buff_10,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
261,Attribute,magic_cooldown_with_buff_11,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
262,Attribute,magic_cooldown_with_buff_12,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
263,Attribute,magic_cooldown_with_buff_13,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
264,Attribute,magic_cooldown_with_buff_14,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
265,Attribute,magic_cooldown_with_buff_15,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
266,Attribute,magic_cooldown_with_buff_16,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
267,Attribute,magic_cooldown_with_buff_17,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
268,Attribute,magic_cooldown_with_buff_18,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
269,Attribute,magic_cooldown_with_buff_19,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
270,Attribute,magic_cooldown_with_buff_20,<color=#ffb3eb>Thời gian phục hồi khi có trạng thái <color=#00FF00>[{0}]</color>: <color=#FFFF00>{1}</color></color>,false,,
271,Attribute,magic_reset_skill_cd,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
272,Attribute,magic_reset_skill_cd_2,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
273,Attribute,magic_reset_skill_cd_3,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
274,Attribute,magic_reset_skill_cd_4,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
275,Attribute,magic_reset_skill_cd_5,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
276,Attribute,magic_reset_skill_cd_6,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
277,Attribute,magic_reset_skill_cd_7,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
278,Attribute,magic_reset_skill_cd_8,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
279,Attribute,magic_reset_skill_cd_9,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
280,Attribute,magic_reset_skill_cd_10,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
281,Attribute,magic_reset_skill_cd_11,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
282,Attribute,magic_reset_skill_cd_12,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
283,Attribute,magic_reset_skill_cd_13,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
284,Attribute,magic_reset_skill_cd_14,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
285,Attribute,magic_reset_skill_cd_15,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
286,Attribute,magic_reset_skill_cd_16,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
287,Attribute,magic_reset_skill_cd_17,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
288,Attribute,magic_reset_skill_cd_18,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
289,Attribute,magic_reset_skill_cd_19,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
290,Attribute,magic_reset_skill_cd_20,Xóa thời gian phục hồi kỹ năng <color=#00FF00>{0}</color>,false,,
291,Attribute,magic_remove_buff,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
292,Attribute,magic_remove_buff_2,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
293,Attribute,magic_remove_buff_3,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
294,Attribute,magic_remove_buff_4,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
295,Attribute,magic_remove_buff_5,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
296,Attribute,magic_remove_buff_6,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
297,Attribute,magic_remove_buff_7,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
298,Attribute,magic_remove_buff_8,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
299,Attribute,magic_remove_buff_9,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
300,Attribute,magic_remove_buff_10,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
301,Attribute,magic_remove_buff_11,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
302,Attribute,magic_remove_buff_12,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
303,Attribute,magic_remove_buff_13,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
304,Attribute,magic_remove_buff_14,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
305,Attribute,magic_remove_buff_15,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
306,Attribute,magic_remove_buff_16,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
307,Attribute,magic_remove_buff_17,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
308,Attribute,magic_remove_buff_18,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
309,Attribute,magic_remove_buff_19,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
310,Attribute,magic_remove_buff_20,Xóa trạng thái <color=#00FF00>{0}</color>,false,,
311,Attribute,magic_reduce_skill_cd,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
312,Attribute,magic_reduce_skill_cd_2,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
313,Attribute,magic_reduce_skill_cd_3,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
314,Attribute,magic_reduce_skill_cd_4,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
315,Attribute,magic_reduce_skill_cd_5,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
316,Attribute,magic_reduce_skill_cd_6,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
317,Attribute,magic_reduce_skill_cd_7,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
318,Attribute,magic_reduce_skill_cd_8,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
319,Attribute,magic_reduce_skill_cd_9,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
320,Attribute,magic_reduce_skill_cd_10,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
321,Attribute,magic_reduce_skill_cd_11,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
322,Attribute,magic_reduce_skill_cd_12,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
323,Attribute,magic_reduce_skill_cd_13,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
324,Attribute,magic_reduce_skill_cd_14,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
325,Attribute,magic_reduce_skill_cd_15,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
326,Attribute,magic_reduce_skill_cd_16,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
327,Attribute,magic_reduce_skill_cd_17,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
328,Attribute,magic_reduce_skill_cd_18,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
329,Attribute,magic_reduce_skill_cd_19,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
330,Attribute,magic_reduce_skill_cd_20,Lập tức giảm thời gian phục hồi của <color=#00FF00>{0}</color>: <color=#FFFF00>{1}</color>,false,,
331,Attribute,magic_total_targets,Ảnh hưởng tối đa: <color=#FFFF00>{0} mục tiêu</color>,false,,
332,Attribute,magic_max_stacks,Cộng dồn tối đa: <color=#FFFF00>{0} lần</color>,false,,
333,Attribute,magic_state_no_clear_on_death,Trạng thái không bị mất khi tử nạn,false,,
334,Attribute,magic_remove_buff_on_max_stack,Xóa trạng thái <color=#FFFF00>{0}</color> khi cộng dồn tối đa,false,,
335,Attribute,magic_remove_buff_on_max_stack_2,Xóa trạng thái <color=#FFFF00>{0}</color> khi cộng dồn tối đa,false,,
336,Attribute,magic_remove_buff_on_max_stack_3,Xóa trạng thái <color=#FFFF00>{0}</color> khi cộng dồn tối đa,false,,
337,Attribute,magic_remove_buff_on_max_stack_4,Xóa trạng thái <color=#FFFF00>{0}</color> khi cộng dồn tối đa,false,,
338,Attribute,magic_remove_buff_on_max_stack_5,Xóa trạng thái <color=#FFFF00>{0}</color> khi cộng dồn tối đa,false,,
339,Attribute,magic_remove_buff_on_max_stack_6,Xóa trạng thái <color=#FFFF00>{0}</color> khi cộng dồn tối đa,false,,
340,Attribute,magic_limit_same_kind_trap,Số lượng tối đa: <color=#FFFF00>{0}</color>,false,,
341,Attribute,magic_trap_destroy_on_touch,Tự hủy khi đối phượng chạm phải,false,,
342,Attribute,magic_trap_auto_activate,Tự kích hoạt khi có mục tiêu ở gần,false,,
343,Attribute,magic_trap_activate_every_period,Kích hoạt mỗi <color=#FFFF00>{0}</color>,false,,
344,Attribute,magic_trap_group,,false,,
345,Attribute,magic_buff_realtime_db,,false,,
346,Attribute,magic_double_strikes,Phát động tấn công 2 lần liên tiếp,false,,
347,Attribute,magic_triple_strikes,Phát động tấn công 3 lần liên tiếp,false,,
348,Attribute,magic_buff_group,,false,,
349,Attribute,magic_buff_no_save_db,,false,,
350,Attribute,magic_remove_buff_on_timeout,Xóa trạng thái <color=#FFFF00>{0}</color> khi hết thời gian,false,,
351,Attribute,magic_remove_buff_on_timeout_2,Xóa trạng thái <color=#FFFF00>{0}</color> khi hết thời gian,false,,
352,Attribute,magic_remove_buff_on_timeout_3,Xóa trạng thái <color=#FFFF00>{0}</color> khi hết thời gian,false,,
353,Attribute,magic_remove_buff_on_timeout_4,Xóa trạng thái <color=#FFFF00>{0}</color> khi hết thời gian,false,,
354,Attribute,magic_remove_buff_on_timeout_5,Xóa trạng thái <color=#FFFF00>{0}</color> khi hết thời gian,false,,
355,Attribute,magic_remove_buff_on_timeout_6,Xóa trạng thái <color=#FFFF00>{0}</color> khi hết thời gian,false,,
356,Attribute,magic_trap_always_visible,,false,,
357,Attribute,magic_special_res_id,,false,,
358,Attribute,magic_mark_hp_from_owner_p,Sinh mệnh: <color=#FFFF00>{0}%</color> máu của chủ nhân,false,,
359,Attribute,magic_buff_remove_on_move,Di chuyển sẽ làm mất trạng thái,false,,
360,Attribute,magic_buff_remove_on_action,"Sử dụng vật phẩm, kỹ năng sẽ làm mất trạng thái",false,,
361,Attribute,magic_can_positive_remove,,false,,
362,Attribute,magic_fall_from_mount,Đánh ngã khỏi thú cưỡi,false,,
363,Attribute,magic_force_monster_attack_self,"Thu hút quái vật tấn công bản thân: <color=#FFFF00>dưới cấp {0}, bao gồm cả cấp {0}</color>",false,,
364,Attribute,magic_revive_on_death,"Giúp bản thân có thể sống lại khi chết, phục hồi: <color=#FFFF00>{0}% máu</color>, <color=#FFFF00>{1}% khí</color>, <color=#FFFF00>{2}% nộ khí</color>",false,,
365,Attribute,magic_ignore_target_defense,Bỏ qua toàn bộ phòng thủ của mục tiêu,false,,
366,Attribute,magic_drag_target,Kéo mục tiêu về phía bản thân,false,,
367,Attribute,magic_doubledamage_next_attack,Tăng gấp đôi sát thương ở lần đánh kế tiếp,false,,
368,Attribute,magic_unable_to_use_skill,Không thể sử dụng kỹ năng khác,false,,
369,Attribute,magic_blink_to_target,Di chuyển nhanh đến chỗ mục tiêu,false,,
370,Attribute,magic_blink_to_position,Di chuyển nhanh đến vị trí chỉ định,false,,
371,Attribute,magic_reset_all_skill_cd,Xóa bỏ toàn bộ thời gian phục hồi của tất cả các kỹ năng,false,,
372,Attribute,magic_revive_death,"Hồi sinh đối phương, phục hồi: <color=#FFFF00>{0}% máu</color>, <color=#FFFF00>{1}% khí</color>, <color=#FFFF00>{2}% nộ khí</color>",false,,
373,Attribute,magic_reduce_skill_cast_time,Giảm thời gian vận khí của <color=#00FF00>{0}</color>: <color=#FFFF00>{1} giây</color>,false,,
374,Attribute,magic_chaining_no_interupt,Sử dụng kỹ năng không bị gián đoạn,false,,
375,Attribute,magic_reduce_chaining_time,Giảm thời gian duy trì tất cả kỹ năng thi triển liên tục: <color=#FFFF00>{0}%</color>,false,,
376,Attribute,magic_skill_always_hit,Tỷ lệ đánh trúng của tất cả kỹ năng: <color=#FFFF00>100%</color>,false,,
377,Attribute,magic_invisibility,Tàng hình: <color=#FFFF00>Cấp {0}</color>,false,,
378,Attribute,magic_swap_position,Thay đổi vị trí với mục tiêu,false,,
379,Attribute,magic_see_hidden_trap,Có thể phát hiện cạm bẫy xung quanh,false,,
380,Attribute,magic_activate_trap,Kích nổ cạm bẫy <color=#00FF00>{0}</color> ngay lập tức,false,,
381,Attribute,magic_summon_puppet,"Triệu hồi ly nhân, tồn tại trong <color=#00FF00>{0} giây</color>",false,,
382,Attribute,magic_callback_puppet,Thu hồi ly nhân đang tham chiến,false,,
383,Attribute,magic_swap_puppet_position,"Thay đổi vị trí với ly nhân, tấn công mục tiêu trên đường đi",false,,
384,Attribute,magic_see_invisibility_low,"Phát hiện tàng hình: <color=#FFFF00>Cấp 2 trở xuống</color>, khi cấp độ bản thân lớn hơn đối thủ <color=#FFFF00>10 cấp trở lên</color>",false,,
385,Attribute,magic_see_invisibility_high,"Phát hiện tàng hình: <color=#FFFF00>Cấp 3 trở xuống</color>, khi cấp độ bản thân lớn hơn đối thủ <color=#FFFF00>10 cấp trở lên</color>",false,,
386,Attribute,magic_ignore_target_res,Bỏ qua toàn kháng thuộc tính của mục tiêu,false,,
387,Attribute,magic_skill_always_crit,Tỷ lệ hội tâm nhất kích của tất cả kỹ năng: <color=#FFFF00>100%</color>,false,,
388,Attribute,magic_negate_dead,"Từ chối tử thần, sinh lực giảm tối đa về 1",false,,
389,Attribute,magic_skill_start_event,Có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
390,Attribute,magic_skill_collide_event,Đánh trúng mục tiêu có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
391,Attribute,magic_skill_vanish_event,Sau khi kết thúc có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
392,Attribute,magic_autoskill,{0} có tỷ lệ <color=#FFFF00>{1}%</color> kích hoạt:,false,,
393,Attribute,magic_call_skill_random,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
394,Attribute,magic_call_skill_random_2,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
395,Attribute,magic_call_skill_random_3,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
396,Attribute,magic_call_skill_random_4,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
397,Attribute,magic_call_skill_random_5,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
398,Attribute,magic_call_skill_random_6,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
399,Attribute,magic_call_skill_random_7,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
400,Attribute,magic_call_skill_random_8,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
401,Attribute,magic_call_skill_random_9,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
402,Attribute,magic_call_skill_random_10,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
403,Attribute,magic_call_skill_random_11,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
404,Attribute,magic_call_skill_random_12,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
405,Attribute,magic_call_skill_random_13,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
406,Attribute,magic_call_skill_random_14,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
407,Attribute,magic_call_skill_random_15,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
408,Attribute,magic_call_skill_random_16,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
409,Attribute,magic_call_skill_random_17,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
410,Attribute,magic_call_skill_random_18,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
411,Attribute,magic_call_skill_random_19,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
412,Attribute,magic_call_skill_random_20,Ngẫu nhiên kích hoạt: <color=#00FF00>{0}</color>,false,,
413,Attribute,magic_call_skill_base_on_buff,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
414,Attribute,magic_call_skill_base_on_buff_2,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
415,Attribute,magic_call_skill_base_on_buff_3,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
416,Attribute,magic_call_skill_base_on_buff_4,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
417,Attribute,magic_call_skill_base_on_buff_5,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
418,Attribute,magic_call_skill_base_on_buff_6,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
419,Attribute,magic_call_skill_base_on_buff_7,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
420,Attribute,magic_call_skill_base_on_buff_8,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
421,Attribute,magic_call_skill_base_on_buff_9,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
422,Attribute,magic_call_skill_base_on_buff_10,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
423,Attribute,magic_call_skill_base_on_buff_11,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
424,Attribute,magic_call_skill_base_on_buff_12,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
425,Attribute,magic_call_skill_base_on_buff_13,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
426,Attribute,magic_call_skill_base_on_buff_14,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
427,Attribute,magic_call_skill_base_on_buff_15,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
428,Attribute,magic_call_skill_base_on_buff_16,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
429,Attribute,magic_call_skill_base_on_buff_17,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
430,Attribute,magic_call_skill_base_on_buff_18,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
431,Attribute,magic_call_skill_base_on_buff_19,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
432,Attribute,magic_call_skill_base_on_buff_20,Khi có <color=#FFFF00>{0}</color> sẽ kích hoạt: <color=#00FF00>{1}</color>,false,,
433,Attribute,magic_skill_start_event_2,Có tỷ lệ <color=#FFFF00>{0}%</color> kích hoạt: <color=#00FF00>{1}</color>,false,,
