RowIndex,Tag,ID,NormalColor,SeriesColor,BrightColor,IsBright,IsSeries,UseAdditiveShader,Text,ChildrenJSON
354,GemColor,50312007,#334959,#FFFFFF,#80C5F8,true,true,true,,
355,GemColor,50412007,#334959,#FFFFFF,#80C5F8,true,true,true,,
356,GemColor,50512007,#334959,#FFFFFF,#80C5F8,true,true,true,,
357,GemColor,50612007,#334959,#FFFFFF,#80C5F8,true,true,true,,
358,GemColor,50712007,#334959,#FFFFFF,#80C5F8,true,true,true,,
359,GemColor,50812007,#334959,#FFFFFF,#80C5F8,true,true,true,,
360,GemColor,50912007,#334959,#FFFFFF,#80C5F8,true,true,true,,
361,GemColor,50112015,#334959,#FFFFFF,#80C5F8,true,true,true,,
362,GemColor,50212015,#334959,#FFFFFF,#80C5F8,true,true,true,,
363,GemColor,50312015,#334959,#FFFFFF,#80C5F8,true,true,true,,
364,GemColor,50412015,#334959,#FFFFFF,#80C5F8,true,true,true,,
365,GemColor,50512015,#334959,#FFFFFF,#80C5F8,true,true,true,,
366,GemColor,50612015,#334959,#FFFFFF,#80C5F8,true,true,true,,
367,GemColor,50712015,#334959,#FFFFFF,#80C5F8,true,true,true,,
368,GemColor,50812015,#334959,#FFFFFF,#80C5F8,true,true,true,,
369,GemColor,50912015,#334959,#FFFFFF,#80C5F8,true,true,true,,
370,GemColor,50112008,#3F3225,#FFFFFF,#F5B777,true,true,true,,
371,GemColor,50212008,#3F3225,#FFFFFF,#F5B777,true,true,true,,
372,GemColor,50312008,#3F3225,#FFFFFF,#F5B777,true,true,true,,
373,GemColor,50412008,#3F3225,#FFFFFF,#F5B777,true,true,true,,
374,GemColor,50512008,#3F3225,#FFFFFF,#F5B777,true,true,true,,
375,GemColor,50612008,#3F3225,#FFFFFF,#F5B777,true,true,true,,
376,GemColor,50712008,#3F3225,#FFFFFF,#F5B777,true,true,true,,
377,GemColor,50812008,#3F3225,#FFFFFF,#F5B777,true,true,true,,
378,GemColor,50912008,#3F3225,#FFFFFF,#F5B777,true,true,true,,
379,GemColor,50112016,#3F3225,#FFFFFF,#F5B777,true,true,true,,
380,GemColor,50212016,#3F3225,#FFFFFF,#F5B777,true,true,true,,
381,GemColor,50312016,#3F3225,#FFFFFF,#F5B777,true,true,true,,
382,GemColor,50412016,#3F3225,#FFFFFF,#F5B777,true,true,true,,
383,GemColor,50512016,#3F3225,#FFFFFF,#F5B777,true,true,true,,
384,GemColor,50612016,#3F3225,#FFFFFF,#F5B777,true,true,true,,
385,GemColor,50712016,#3F3225,#FFFFFF,#F5B777,true,true,true,,
386,GemColor,50812016,#3F3225,#FFFFFF,#F5B777,true,true,true,,
387,GemColor,50912016,#3F3225,#FFFFFF,#F5B777,true,true,true,,
388,GemColor,50113001,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
389,GemColor,50213001,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
390,GemColor,50313001,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
391,GemColor,50413001,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
392,GemColor,50513001,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
393,GemColor,50613001,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
394,GemColor,50713001,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
395,GemColor,50813001,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
396,GemColor,50913001,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
397,GemColor,50113007,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
398,GemColor,50213007,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
399,GemColor,50313007,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
400,GemColor,50413007,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
401,GemColor,50513007,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
402,GemColor,50613007,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
403,GemColor,50713007,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
404,GemColor,50813007,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
405,GemColor,50913007,#B5AC7F,#FFFFFF,#BAA436,false,false,true,,
406,GemColor,50113002,#6179BB,#FFFFFF,#204BC1,false,false,true,,
407,GemColor,50213002,#6179BB,#FFFFFF,#204BC1,false,false,true,,
408,GemColor,50313002,#6179BB,#FFFFFF,#204BC1,false,false,true,,
409,GemColor,50413002,#6179BB,#FFFFFF,#204BC1,false,false,true,,
410,GemColor,50513002,#6179BB,#FFFFFF,#204BC1,false,false,true,,
411,GemColor,50613002,#6179BB,#FFFFFF,#204BC1,false,false,true,,
412,GemColor,50713002,#6179BB,#FFFFFF,#204BC1,false,false,true,,
413,GemColor,50813002,#6179BB,#FFFFFF,#204BC1,false,false,true,,
414,GemColor,50913002,#6179BB,#FFFFFF,#204BC1,false,false,true,,
415,GemColor,50113008,#6179BB,#FFFFFF,#204BC1,false,false,true,,
416,GemColor,50213008,#6179BB,#FFFFFF,#204BC1,false,false,true,,
417,GemColor,50313008,#6179BB,#FFFFFF,#204BC1,false,false,true,,
418,GemColor,50413008,#6179BB,#FFFFFF,#204BC1,false,false,true,,
419,GemColor,50513008,#6179BB,#FFFFFF,#204BC1,false,false,true,,
420,GemColor,50613008,#6179BB,#FFFFFF,#204BC1,false,false,true,,
421,GemColor,50713008,#6179BB,#FFFFFF,#204BC1,false,false,true,,
422,GemColor,50813008,#6179BB,#FFFFFF,#204BC1,false,false,true,,
423,GemColor,50913008,#6179BB,#FFFFFF,#204BC1,false,false,true,,
424,GemColor,50113003,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
425,GemColor,50213003,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
426,GemColor,50313003,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
427,GemColor,50413003,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
428,GemColor,50513003,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
429,GemColor,50613003,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
430,GemColor,50713003,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
431,GemColor,50813003,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
432,GemColor,50913003,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
433,GemColor,50113009,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
434,GemColor,50213009,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
435,GemColor,50313009,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
436,GemColor,50413009,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
437,GemColor,50513009,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
438,GemColor,50613009,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
439,GemColor,50713009,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
440,GemColor,50813009,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
441,GemColor,50913009,#6EC288,#FFFFFF,#1CCB52,false,false,true,,
442,GemColor,50113004,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
443,GemColor,50213004,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
444,GemColor,50313004,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
445,GemColor,50413004,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
446,GemColor,50513004,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
447,GemColor,50613004,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
448,GemColor,50713004,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
449,GemColor,50813004,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
450,GemColor,50913004,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
451,GemColor,50113010,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
452,GemColor,50213010,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
453,GemColor,50313010,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
454,GemColor,50413010,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
455,GemColor,50513010,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
456,GemColor,50613010,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
457,GemColor,50713010,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
458,GemColor,50813010,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
459,GemColor,50913010,#7B4E4C,#FFFFFF,#F69893,false,false,true,,
460,GemColor,50113005,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
461,GemColor,50213005,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
462,GemColor,50313005,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
463,GemColor,50413005,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
464,GemColor,50513005,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
465,GemColor,50613005,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
466,GemColor,50713005,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
467,GemColor,50813005,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
468,GemColor,50913005,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
469,GemColor,50113011,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
470,GemColor,50213011,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
471,GemColor,50313011,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
472,GemColor,50413011,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
473,GemColor,50513011,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
474,GemColor,50613011,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
475,GemColor,50713011,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
476,GemColor,50813011,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
477,GemColor,50913011,#C8CDE5,#FFFFFF,#666C85,false,false,true,,
478,GemColor,50113006,#9C788A,#FFFFFF,#A2597E,false,false,true,,
479,GemColor,50213006,#9C788A,#FFFFFF,#A2597E,false,false,true,,
480,GemColor,50313006,#9C788A,#FFFFFF,#A2597E,false,false,true,,
481,GemColor,50413006,#9C788A,#FFFFFF,#A2597E,false,false,true,,
482,GemColor,50513006,#9C788A,#FFFFFF,#A2597E,false,false,true,,
483,GemColor,50613006,#9C788A,#FFFFFF,#A2597E,false,false,true,,
484,GemColor,50713006,#9C788A,#FFFFFF,#A2597E,false,false,true,,
485,GemColor,50813006,#9C788A,#FFFFFF,#A2597E,false,false,true,,
486,GemColor,50913006,#9C788A,#FFFFFF,#A2597E,false,false,true,,
487,GemColor,50113012,#9C788A,#FFFFFF,#A2597E,false,false,true,,
488,GemColor,50213012,#9C788A,#FFFFFF,#A2597E,false,false,true,,
489,GemColor,50313012,#9C788A,#FFFFFF,#A2597E,false,false,true,,
490,GemColor,50413012,#9C788A,#FFFFFF,#A2597E,false,false,true,,
491,GemColor,50513012,#9C788A,#FFFFFF,#A2597E,false,false,true,,
492,GemColor,50613012,#9C788A,#FFFFFF,#A2597E,false,false,true,,
493,GemColor,50713012,#9C788A,#FFFFFF,#A2597E,false,false,true,,
494,GemColor,50813012,#9C788A,#FFFFFF,#A2597E,false,false,true,,
495,GemColor,50913012,#9C788A,#FFFFFF,#A2597E,false,false,true,,
496,GemColor,50114001,#7464C3,#FFFFFF,#4327CF,false,false,true,,
497,GemColor,50214001,#7464C3,#FFFFFF,#4327CF,false,false,true,,
498,GemColor,50314001,#7464C3,#FFFFFF,#4327CF,false,false,true,,
499,GemColor,50414001,#7464C3,#FFFFFF,#4327CF,false,false,true,,
500,GemColor,50514001,#7464C3,#FFFFFF,#4327CF,false,false,true,,
501,GemColor,50614001,#7464C3,#FFFFFF,#4327CF,false,false,true,,
502,GemColor,50714001,#7464C3,#FFFFFF,#4327CF,false,false,true,,
503,GemColor,50814001,#7464C3,#FFFFFF,#4327CF,false,false,true,,
504,GemColor,50914001,#7464C3,#FFFFFF,#4327CF,false,false,true,,
505,GemColor,50114002,#7464C3,#FFFFFF,#4327CF,false,false,true,,
506,GemColor,50214002,#7464C3,#FFFFFF,#4327CF,false,false,true,,
507,GemColor,50314002,#7464C3,#FFFFFF,#4327CF,false,false,true,,
508,GemColor,50414002,#7464C3,#FFFFFF,#4327CF,false,false,true,,
509,GemColor,50514002,#7464C3,#FFFFFF,#4327CF,false,false,true,,
510,GemColor,50614002,#7464C3,#FFFFFF,#4327CF,false,false,true,,
511,GemColor,50714002,#7464C3,#FFFFFF,#4327CF,false,false,true,,
512,GemColor,50814002,#7464C3,#FFFFFF,#4327CF,false,false,true,,
513,GemColor,50914002,#7464C3,#FFFFFF,#4327CF,false,false,true,,
514,GemColor,50121001,#725141,#FFA87E,#F1A883,true,true,true,,
515,GemColor,50221001,#725141,#FFA87E,#F1A883,true,true,true,,
516,GemColor,50321001,#725141,#FFA87E,#F1A883,true,true,true,,
517,GemColor,50421001,#725141,#FFA87E,#F1A883,true,true,true,,
518,GemColor,50521001,#725141,#FFA87E,#F1A883,true,true,true,,
519,GemColor,50621001,#725141,#FFA87E,#F1A883,true,true,true,,
520,GemColor,50721001,#725141,#FFA87E,#F1A883,true,true,true,,
521,GemColor,50821001,#725141,#FFA87E,#F1A883,true,true,true,,
522,GemColor,50921001,#725141,#FFA87E,#F1A883,true,true,true,,
523,GemColor,50121005,#725141,#FFA87E,#F1A883,true,true,true,,
524,GemColor,50221005,#725141,#FFA87E,#F1A883,true,true,true,,
525,GemColor,50321005,#725141,#FFA87E,#F1A883,true,true,true,,
526,GemColor,50421005,#725141,#FFA87E,#F1A883,true,true,true,,
527,GemColor,50521005,#725141,#FFA87E,#F1A883,true,true,true,,
528,GemColor,50621005,#725141,#FFA87E,#F1A883,true,true,true,,
529,GemColor,50721005,#725141,#FFA87E,#F1A883,true,true,true,,
530,GemColor,50821005,#725141,#FFA87E,#F1A883,true,true,true,,
531,GemColor,50921005,#725141,#FFA87E,#F1A883,true,true,true,,
532,GemColor,50121002,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
533,GemColor,50221002,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
534,GemColor,50321002,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
535,GemColor,50421002,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
536,GemColor,50521002,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
537,GemColor,50621002,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
538,GemColor,50721002,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
539,GemColor,50821002,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
540,GemColor,50921002,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
541,GemColor,50121006,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
542,GemColor,50221006,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
543,GemColor,50321006,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
544,GemColor,50421006,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
545,GemColor,50521006,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
546,GemColor,50621006,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
547,GemColor,50721006,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
548,GemColor,50821006,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
549,GemColor,50921006,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
550,GemColor,50121003,#763B40,#EEA168,#F6818C,true,true,true,,
551,GemColor,50221003,#763B40,#EEA168,#F6818C,true,true,true,,
552,GemColor,50321003,#763B40,#EEA168,#F6818C,true,true,true,,
553,GemColor,50421003,#763B40,#EEA168,#F6818C,true,true,true,,
554,GemColor,50521003,#763B40,#EEA168,#F6818C,true,true,true,,
555,GemColor,50621003,#763B40,#EEA168,#F6818C,true,true,true,,
556,GemColor,50721003,#763B40,#EEA168,#F6818C,true,true,true,,
557,GemColor,50821003,#763B40,#EEA168,#F6818C,true,true,true,,
558,GemColor,50921003,#763B40,#EEA168,#F6818C,true,true,true,,
559,GemColor,50121007,#763B40,#EEA168,#F6818C,true,true,true,,
560,GemColor,50221007,#763B40,#EEA168,#F6818C,true,true,true,,
561,GemColor,50321007,#763B40,#EEA168,#F6818C,true,true,true,,
562,GemColor,50421007,#763B40,#EEA168,#F6818C,true,true,true,,
563,GemColor,50521007,#763B40,#EEA168,#F6818C,true,true,true,,
564,GemColor,50621007,#763B40,#EEA168,#F6818C,true,true,true,,
565,GemColor,50721007,#763B40,#EEA168,#F6818C,true,true,true,,
566,GemColor,50821007,#763B40,#EEA168,#F6818C,true,true,true,,
567,GemColor,50921007,#763B40,#EEA168,#F6818C,true,true,true,,
568,GemColor,50121004,#396A36,#B4FFAF,#7DFB78,true,true,true,,
569,GemColor,50221004,#396A36,#B4FFAF,#7DFB78,true,true,true,,
570,GemColor,50321004,#396A36,#B4FFAF,#7DFB78,true,true,true,,
571,GemColor,50421004,#396A36,#B4FFAF,#7DFB78,true,true,true,,
572,GemColor,50521004,#396A36,#B4FFAF,#7DFB78,true,true,true,,
573,GemColor,50621004,#396A36,#B4FFAF,#7DFB78,true,true,true,,
574,GemColor,50721004,#396A36,#B4FFAF,#7DFB78,true,true,true,,
575,GemColor,50821004,#396A36,#B4FFAF,#7DFB78,true,true,true,,
576,GemColor,50921004,#396A36,#B4FFAF,#7DFB78,true,true,true,,
577,GemColor,50121008,#396A36,#B4FFAF,#7DFB78,true,true,true,,
578,GemColor,50221008,#396A36,#B4FFAF,#7DFB78,true,true,true,,
579,GemColor,50321008,#396A36,#B4FFAF,#7DFB78,true,true,true,,
580,GemColor,50421008,#396A36,#B4FFAF,#7DFB78,true,true,true,,
581,GemColor,50521008,#396A36,#B4FFAF,#7DFB78,true,true,true,,
582,GemColor,50621008,#396A36,#B4FFAF,#7DFB78,true,true,true,,
583,GemColor,50721008,#396A36,#B4FFAF,#7DFB78,true,true,true,,
584,GemColor,50821008,#396A36,#B4FFAF,#7DFB78,true,true,true,,
585,GemColor,50921008,#396A36,#B4FFAF,#7DFB78,true,true,true,,
586,GemColor,50321101,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
587,GemColor,50421101,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
588,GemColor,50521101,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
589,GemColor,50621101,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
590,GemColor,50721101,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
591,GemColor,50821101,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
592,GemColor,50921101,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
593,GemColor,50321102,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
594,GemColor,50421102,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
595,GemColor,50521102,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
596,GemColor,50621102,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
597,GemColor,50721102,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
598,GemColor,50821102,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
599,GemColor,50921102,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
600,GemColor,50321103,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
601,GemColor,50421103,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
602,GemColor,50521103,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
603,GemColor,50621103,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
604,GemColor,50721103,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
605,GemColor,50821103,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
606,GemColor,50921103,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
607,GemColor,50321104,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
608,GemColor,50421104,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
609,GemColor,50521104,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
610,GemColor,50621104,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
611,GemColor,50721104,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
612,GemColor,50821104,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
613,GemColor,50921104,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
614,GemColor,50321105,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
615,GemColor,50421105,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
616,GemColor,50521105,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
617,GemColor,50621105,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
618,GemColor,50721105,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
619,GemColor,50821105,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
620,GemColor,50921105,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
621,GemColor,50321106,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
622,GemColor,50421106,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
623,GemColor,50521106,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
624,GemColor,50621106,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
625,GemColor,50721106,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
626,GemColor,50821106,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
627,GemColor,50921106,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
628,GemColor,50321107,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
629,GemColor,50421107,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
630,GemColor,50521107,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
631,GemColor,50621107,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
632,GemColor,50721107,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
633,GemColor,50821107,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
634,GemColor,50921107,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
635,GemColor,50321108,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
636,GemColor,50421108,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
637,GemColor,50521108,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
638,GemColor,50621108,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
639,GemColor,50721108,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
640,GemColor,50821108,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
641,GemColor,50921108,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
642,GemColor,50321109,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
643,GemColor,50421109,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
644,GemColor,50521109,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
645,GemColor,50621109,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
646,GemColor,50721109,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
647,GemColor,50821109,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
648,GemColor,50921109,#4F6C14,#FFFFFF,#FBFB8F,true,true,true,,
649,GemColor,50321201,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
650,GemColor,50421201,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
651,GemColor,50521201,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
652,GemColor,50621201,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
653,GemColor,50721201,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
654,GemColor,50821201,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
655,GemColor,50921201,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
656,GemColor,50321202,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
657,GemColor,50421202,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
658,GemColor,50521202,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
659,GemColor,50621202,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
660,GemColor,50721202,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
661,GemColor,50821202,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
662,GemColor,50921202,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
663,GemColor,50321203,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
664,GemColor,50421203,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
665,GemColor,50521203,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
666,GemColor,50621203,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
667,GemColor,50721203,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
668,GemColor,50821203,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
669,GemColor,50921203,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
670,GemColor,50321204,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
671,GemColor,50421204,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
672,GemColor,50521204,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
673,GemColor,50621204,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
674,GemColor,50721204,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
675,GemColor,50821204,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
676,GemColor,50921204,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
677,GemColor,50321205,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
678,GemColor,50421205,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
679,GemColor,50521205,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
680,GemColor,50621205,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
681,GemColor,50721205,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
682,GemColor,50821205,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
683,GemColor,50921205,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
684,GemColor,50321206,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
685,GemColor,50421206,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
686,GemColor,50521206,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
687,GemColor,50621206,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
688,GemColor,50721206,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
689,GemColor,50821206,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
690,GemColor,50921206,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
691,GemColor,50321207,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
692,GemColor,50421207,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
693,GemColor,50521207,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
694,GemColor,50621207,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
695,GemColor,50721207,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
696,GemColor,50821207,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
697,GemColor,50921207,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
698,GemColor,50321208,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
699,GemColor,50421208,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
700,GemColor,50521208,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
701,GemColor,50621208,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
702,GemColor,50721208,#3B5679,#ABCEFA,#8FBBF3,true,true,true,,
